rowNumber,PersonId,State,Practice,PracticeName,LifeCycle,Loyal,Issue,Score,ScoreName,NPS-score,Channel,QuotePrice,QuoteType,RevPrice,RevObjects 
1796,237,s6,1,Sales Cloud,Purchase,,,,,,,,,7672,1
1797,237,s7,1,Sales Cloud,Use,,,,,,,,,,
1798,237,s8,1,Sales Cloud,Use,,Solved,,,,,,,,
1799,237,s9,1,Sales Cloud,Use,,Solved,,,,,,,,
1800,237,s10,1,Sales Cloud,End,,Solved,,,,,,,,
1801,238,s1,,,Awareness,,,,,,,,,,
1802,238,s2,2,Service Cloud,Awareness,,,,,,,,,,
1803,238,s3,2,Service Cloud,Awareness,,,,,,,,,,
1804,238,s5,2,Service Cloud,Evaluation,,,10,CES,,,,,,
1805,238,s5,2,Service Cloud,Evaluation,,,5,NPS,-1,,,,,
1806,238,s4,2,Service Cloud,Evaluation,,,,,,,,,,
1807,238,s4,2,Service Cloud,Evaluation,,,,,,,53780,Consultant,,
1808,238,s6,2,Service Cloud,Purchase,,,,,,,,,,
1809,238,s6,2,Service Cloud,Purchase,,,,,,,,,53780,1
1810,238,s7,2,Service Cloud,Use,,,10,CES,,,,,,
1811,238,s7,2,Service Cloud,Use,,,10,NPS,1,,,,,
1812,238,s9,2,Service Cloud,Use,,,9,CES,,,,,,
1813,238,s9,2,Service Cloud,Use,,,7,NPS,0,,,,,
1814,238,s10,2,Service Cloud,End,,,,,,,,,,
1815,239,s1,,,Awareness,,,,,,,,,,
1816,239,s2,2,Service Cloud,Awareness,,,,,,,,,,
1817,239,s3,2,Service Cloud,Awareness,,,,,,,,,,
1818,239,s5,2,Service Cloud,Evaluation,,,,,,,,,,
1819,239,s4,2,Service Cloud,Evaluation,,,,,,,,,,
1820,239,s4,2,Service Cloud,Evaluation,,,,,,,13532,Consultant,,
1821,239,s10,2,Service Cloud,End,,,,,,,,,,
1822,240,s1,,,Awareness,,,,,,,,,,
1823,240,s2,1,Sales Cloud,Awareness,,,,,,,,,,
1824,240,s3,1,Sales Cloud,Awareness,,,,,,,,,,
1825,240,s5,1,Sales Cloud,Evaluation,,,,,,,,,,
1826,240,s4,1,Sales Cloud,Evaluation,,,,,,,,,,
1827,240,s4,1,Sales Cloud,Evaluation,,,,,,,51794,Consultant,,
1828,240,s5,1,Sales Cloud,Evaluation,,,5,CES,,,,,,
1829,240,s5,1,Sales Cloud,Evaluation,,,4,NPS,-1,,,,,
1830,240,s4,1,Sales Cloud,Evaluation,,,,,,,,,,
1831,240,s4,1,Sales Cloud,Evaluation,,,,,,,74836,Consultant,,
1832,240,s5,1,Sales Cloud,Evaluation,,,,,,,,,,
1833,240,s4,1,Sales Cloud,Evaluation,,,,,,,,,,
1834,240,s4,1,Sales Cloud,Evaluation,,,,,,,50548,Consultant,,
1835,240,s10,1,Sales Cloud,End,,,,,,,,,,
1836,241,s1,,,Awareness,,,,,,,,,,
1837,241,s2,0,Siebel,Awareness,,,,,,,,,,
1838,241,s3,0,Siebel,Awareness,,,,,,,,,,
1839,241,s10,0,Siebel,End,,,,,,,,,,
1840,242,s1,,,Awareness,,,,,,,,,,
1841,242,s2,5,Siebel,Awareness,,,,,,,,,,
1842,242,s3,5,Siebel,Awareness,,,,,,,,,,
1843,242,s5,5,Siebel,Evaluation,,,,,,,,,,
1844,242,s4,5,Siebel,Evaluation,,,,,,,,,,
1845,242,s4,5,Siebel,Evaluation,,,,,,,76294,Consultant,,
1846,242,s6,5,Siebel,Purchase,,,,,,,,,,
1847,242,s6,5,Siebel,Purchase,,,,,,,,,76294,1
1848,242,s7,5,Siebel,Use,,,10,CES,,,,,,
1849,242,s7,5,Siebel,Use,,,9,NPS,1,,,,,
1850,242,s9,5,Siebel,Use,,,,,,,,,,
1851,242,s4,5,Siebel,Evaluation,Loyal,,,,,,,,,
1852,242,s4,5,Siebel,Evaluation,Loyal,,,,,,99255,Consultant,,
1853,242,s6,5,Siebel,Purchase,Loyal,,,,,,,,,
1854,242,s6,5,Siebel,Purchase,Loyal,,,,,,,,99255,1
1855,242,s7,5,Siebel,Use,Loyal,,10,CES,,,,,,
1856,242,s7,5,Siebel,Use,Loyal,,10,NPS,1,,,,,
1857,242,s9,5,Siebel,Use,Loyal,,,,,,,,,
1858,242,s4,5,Siebel,Evaluation,Loyal,,,,,,,,,
1859,242,s4,5,Siebel,Evaluation,Loyal,,,,,,99157,Consultant,,
1860,242,s6,5,Siebel,Purchase,Loyal,,,,,,,,,
1861,242,s6,5,Siebel,Purchase,Loyal,,,,,,,,99157,1
1862,242,s7,5,Siebel,Use,Loyal,,,,,,,,,
1863,242,s8,5,Siebel,Use,Loyal,Solved,,,,,,,,
1864,242,s9,5,Siebel,Use,Loyal,Solved,,,,,,,,
1865,242,s10,5,Siebel,End,Loyal,Solved,,,,,,,,
1866,243,s1,,,Awareness,,,,,,,,,,
1867,243,s2,2,Service Cloud,Awareness,,,,,,,,,,
1868,243,s10,2,Service Cloud,End,,,,,,,,,,
1869,244,s1,,,Awareness,,,,,,,,,,
1870,244,s2,1,Sales Cloud,Awareness,,,,,,,,,,
1871,244,s3,1,Sales Cloud,Awareness,,,,,,,,,,
1872,244,s10,1,Sales Cloud,End,,,,,,,,,,
1873,245,s1,,,Awareness,,,,,,,,,,
1874,245,s2,4,BI,Awareness,,,,,,,,,,
1875,245,s3,4,BI,Awareness,,,,,,,,,,
1876,245,s10,4,BI,End,,,,,,,,,,
1877,246,s1,,,Awareness,,,,,,,,,,
1878,246,s10,,,End,,,,,,,,,,
1879,247,s1,,,Awareness,,,,,,,,,,
1880,247,s2,3,Marketing Cloud,Awareness,,,4,CES,,,,,,
1881,247,s10,3,Marketing Cloud,End,,,,,,,,,,
1882,248,s1,,,Awareness,,,,,,,,,,
1883,248,s2,0,Siebel,Awareness,,,,,,,,,,
1884,248,s3,0,Siebel,Awareness,,,,,,,,,,
1885,248,s5,0,Siebel,Evaluation,,,,,,,,,,
1886,248,s4,0,Siebel,Evaluation,,,,,,,,,,
1887,248,s4,0,Siebel,Evaluation,,,,,,,26218,Consultant,,
1888,248,s6,0,Siebel,Purchase,,,,,,,,,,
1889,248,s6,0,Siebel,Purchase,,,,,,,,,26218,1
1890,248,s7,0,Siebel,Use,,,10,CES,,,,,,
1891,248,s7,0,Siebel,Use,,,10,NPS,1,,,,,
1892,248,s9,0,Siebel,Use,,,9,CES,,,,,,
1893,248,s9,0,Siebel,Use,,,10,NPS,1,,,,,
1894,248,s4,0,Siebel,Evaluation,Loyal,,,,,,,,,
1895,248,s4,0,Siebel,Evaluation,Loyal,,,,,,96005,Consultant,,
1896,248,s6,0,Siebel,Purchase,Loyal,,,,,,,,,
1897,248,s6,0,Siebel,Purchase,Loyal,,,,,,,,96005,1
1898,248,s7,0,Siebel,Use,Loyal,,,,,,,,,
1899,248,s9,0,Siebel,Use,Loyal,,10,CES,,,,,,
1900,248,s9,0,Siebel,Use,Loyal,,10,NPS,1,,,,,
1901,248,s4,0,Siebel,Evaluation,Loyal,,,,,,,,,
1902,248,s4,0,Siebel,Evaluation,Loyal,,,,,,74372,Consultant,,
1903,248,s6,0,Siebel,Purchase,Loyal,,,,,,,,,
1904,248,s6,0,Siebel,Purchase,Loyal,,,,,,,,74372,1
1905,248,s7,0,Siebel,Use,Loyal,,10,CES,,,,,,
1906,248,s7,0,Siebel,Use,Loyal,,10,NPS,1,,,,,
1907,248,s9,0,Siebel,Use,Loyal,,,,,,,,,
1908,248,s10,0,Siebel,End,Loyal,,,,,,,,,
1909,249,s1,,,Awareness,,,,,,,,,,
1910,249,s10,,,End,,,,,,,,,,
1911,250,s1,,,Awareness,,,,,,,,,,
1912,250,s2,0,Siebel,Awareness,,,7,CES,,,,,,
1913,250,s3,0,Siebel,Awareness,,,,,,,,,,
1914,250,s5,0,Siebel,Evaluation,,,,,,,,,,
1915,250,s4,0,Siebel,Evaluation,,,,,,,,,,
1916,250,s4,0,Siebel,Evaluation,,,,,,,14105,Consultant,,
1917,250,s6,0,Siebel,Purchase,,,,,,,,,,
1918,250,s6,0,Siebel,Purchase,,,,,,,,,14105,1
1919,250,s7,0,Siebel,Use,,,,,,,,,,
1920,250,s9,0,Siebel,Use,,,,,,,,,,
1921,250,s10,0,Siebel,End,,,,,,,,,,
1922,251,s1,,,Awareness,,,,,,,,,,
1923,251,s2,2,Service Cloud,Awareness,,,,,,,,,,
1924,251,s10,2,Service Cloud,End,,,,,,,,,,
1925,252,s1,,,Awareness,,,,,,,,,,
1926,252,s2,5,Siebel,Awareness,,,8,CES,,,,,,
1927,252,s10,5,Siebel,End,,,,,,,,,,
1928,253,s1,,,Awareness,,,,,,,,,,
1929,253,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
1930,253,s3,3,Marketing Cloud,Awareness,,,,,,,,,,
1931,253,s4,3,Marketing Cloud,Evaluation,,,10,CES,,,,,,
1932,253,s4,3,Marketing Cloud,Evaluation,,,2,NPS,-1,,,,,
1933,253,s4,3,Marketing Cloud,Evaluation,,,,,,,22129,Consultant,,
1934,253,s10,3,Marketing Cloud,End,,,,,,,,,,
1935,254,s1,,,Awareness,,,,,,,,,,
1936,254,s2,2,Service Cloud,Awareness,,,,,,,,,,
1937,254,s10,2,Service Cloud,End,,,,,,,,,,
1938,255,s1,,,Awareness,,,,,,,,,,
1939,255,s2,5,Siebel,Awareness,,,,,,,,,,
1940,255,s3,5,Siebel,Awareness,,,,,,,,,,
1941,255,s4,5,Siebel,Evaluation,,,,,,,,,,
1942,255,s4,5,Siebel,Evaluation,,,,,,,15664,Consultant,,
1943,255,s5,5,Siebel,Evaluation,,,,,,,,,,
1944,255,s4,5,Siebel,Evaluation,,,,,,,,,,
1945,255,s4,5,Siebel,Evaluation,,,,,,,19875,Consultant,,
1946,255,s5,5,Siebel,Evaluation,,,,,,,,,,
1947,255,s4,5,Siebel,Evaluation,,,,,,,,,,
1948,255,s4,5,Siebel,Evaluation,,,,,,,10530,Consultant,,
1949,255,s5,5,Siebel,Evaluation,,,10,CES,,,,,,
1950,255,s5,5,Siebel,Evaluation,,,10,NPS,1,,,,,
1951,255,s4,5,Siebel,Evaluation,,,6,CES,,,,,,
1952,255,s4,5,Siebel,Evaluation,,,10,NPS,1,,,,,
1953,255,s4,5,Siebel,Evaluation,,,,,,,17765,Consultant,,
1954,255,s6,5,Siebel,Purchase,,,,,,,,,,
1955,255,s6,5,Siebel,Purchase,,,,,,,,,17765,1
1956,255,s7,5,Siebel,Use,,,10,CES,,,,,,
1957,255,s7,5,Siebel,Use,,,8,NPS,0,,,,,
1958,255,s9,5,Siebel,Use,,,,,,,,,,
1959,255,s4,5,Siebel,Evaluation,Loyal,,,,,,,,,
1960,255,s4,5,Siebel,Evaluation,Loyal,,,,,,50979,Consultant,,
1961,255,s6,5,Siebel,Purchase,Loyal,,,,,,,,,
1962,255,s6,5,Siebel,Purchase,Loyal,,,,,,,,50979,1
1963,255,s7,5,Siebel,Use,Loyal,,,,,,,,,
1964,255,s2,5,Siebel,Awareness,Loyal,,,,,,,,,
1965,255,s10,5,Siebel,End,Loyal,,,,,,,,,
1966,256,s1,,,Awareness,,,,,,,,,,
1967,256,s2,2,Service Cloud,Awareness,,,,,,,,,,
1968,256,s10,2,Service Cloud,End,,,,,,,,,,
1969,257,s1,,,Awareness,,,,,,,,,,
1970,257,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
1971,257,s3,3,Marketing Cloud,Awareness,,,,,,,,,,
1972,257,s10,3,Marketing Cloud,End,,,,,,,,,,
1973,258,s1,,,Awareness,,,,,,,,,,
1974,258,s2,4,BI,Awareness,,,10,CES,,,,,,
1975,258,s3,4,BI,Awareness,,,,,,,,,,
1976,258,s10,4,BI,End,,,,,,,,,,
1977,259,s1,,,Awareness,,,,,,,,,,
1978,259,s2,5,Siebel,Awareness,,,,,,,,,,
1979,259,s3,5,Siebel,Awareness,,,,,,,,,,
1980,259,s5,5,Siebel,Evaluation,,,,,,,,,,
1981,259,s4,5,Siebel,Evaluation,,,6,CES,,,,,,
1982,259,s4,5,Siebel,Evaluation,,,6,NPS,-1,,,,,
1983,259,s4,5,Siebel,Evaluation,,,,,,,11194,Consultant,,
1984,259,s4,5,Siebel,Evaluation,,,,,,,,,,
1985,259,s4,5,Siebel,Evaluation,,,,,,,12185,Consultant,,
1986,259,s5,5,Siebel,Evaluation,,,,,,,,,,
1987,259,s4,5,Siebel,Evaluation,,,,,,,,,,
1988,259,s4,5,Siebel,Evaluation,,,,,,,12731,Consultant,,
1989,259,s6,5,Siebel,Purchase,,,,,,,,,,
1990,259,s6,5,Siebel,Purchase,,,,,,,,,12731,1
1991,259,s7,5,Siebel,Use,,,7,CES,,,,,,
1992,259,s7,5,Siebel,Use,,,10,NPS,1,,,,,
1993,259,s9,5,Siebel,Use,,,,,,,,,,
1994,259,s10,5,Siebel,End,,,,,,,,,,
1995,260,s1,,,Awareness,,,,,,,,,,
1996,260,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
1997,260,s3,3,Marketing Cloud,Awareness,,,,,,,,,,
1998,260,s4,3,Marketing Cloud,Evaluation,,,,,,,,,,
1999,260,s4,3,Marketing Cloud,Evaluation,,,,,,,46095,Consultant,,
2000,260,s10,3,Marketing Cloud,End,,,,,,,,,,
2001,261,s1,,,Awareness,,,,,,,,,,
2002,261,s10,,,End,,,,,,,,,,
2003,262,s1,,,Awareness,,,,,,,,,,
2004,262,s10,,,End,,,,,,,,,,
2005,263,s1,,,Awareness,,,,,,,,,,
2006,263,s2,1,Sales Cloud,Awareness,,,,,,,,,,
2007,263,s3,1,Sales Cloud,Awareness,,,,,,,,,,
2008,263,s4,1,Sales Cloud,Evaluation,,,1,CES,,,,,,
2009,263,s4,1,Sales Cloud,Evaluation,,,4,NPS,-1,,,,,
2010,263,s4,1,Sales Cloud,Evaluation,,,,,,,6791,Consultant,,
2011,263,s6,1,Sales Cloud,Purchase,,,1,CES,,,,,,
2012,263,s6,1,Sales Cloud,Purchase,,,1,NPS,-1,,,,,
2013,263,s6,1,Sales Cloud,Purchase,,,,,,,,,6791,1
2014,263,s7,1,Sales Cloud,Use,,,,,,,,,,
2015,263,s8,1,Sales Cloud,Use,,Solved,,,,,,,,
2016,263,s6,1,Sales Cloud,Purchase,,Solved,,,,,,,,
2017,263,s6,1,Sales Cloud,Purchase,,Solved,,,,,,,6791,1
2018,263,s7,1,Sales Cloud,Use,,Solved,,,,,,,,
2019,263,s9,1,Sales Cloud,Use,,Solved,,,,,,,,
2020,263,s10,1,Sales Cloud,End,,Solved,,,,,,,,
2021,264,s1,,,Awareness,,,,,,,,,,
2022,264,s2,4,BI,Awareness,,,,,,,,,,
2023,264,s3,4,BI,Awareness,,,,,,,,,,
2024,264,s5,4,BI,Evaluation,,,,,,,,,,
2025,264,s4,4,BI,Evaluation,,,,,,,,,,
2026,264,s4,4,BI,Evaluation,,,,,,,29773,Consultant,,
2027,264,s10,4,BI,End,,,,,,,,,,
2028,265,s1,,,Awareness,,,,,,,,,,
2029,265,s2,0,Siebel,Awareness,,,,,,,,,,
2030,265,s3,0,Siebel,Awareness,,,,,,,,,,
2031,265,s5,0,Siebel,Evaluation,,,10,CES,,,,,,
2032,265,s5,0,Siebel,Evaluation,,,10,NPS,1,,,,,
2033,265,s4,0,Siebel,Evaluation,,,,,,,,,,
2034,265,s4,0,Siebel,Evaluation,,,,,,,20517,Consultant,,
2035,265,s5,0,Siebel,Evaluation,,,7,CES,,,,,,
2036,265,s5,0,Siebel,Evaluation,,,9,NPS,1,,,,,
2037,265,s4,0,Siebel,Evaluation,,,,,,,,,,
2038,265,s4,0,Siebel,Evaluation,,,,,,,15021,Consultant,,
2039,265,s4,0,Siebel,Evaluation,,,10,CES,,,,,,
2040,265,s4,0,Siebel,Evaluation,,,7,NPS,0,,,,,
2041,265,s4,0,Siebel,Evaluation,,,,,,,29921,Consultant,,
2042,265,s5,0,Siebel,Evaluation,,,,,,,,,,
2043,265,s4,0,Siebel,Evaluation,,,,,,,,,,
2044,265,s4,0,Siebel,Evaluation,,,,,,,11956,Consultant,,
2045,265,s5,0,Siebel,Evaluation,,,,,,,,,,
2046,265,s4,0,Siebel,Evaluation,,,8,CES,,,,,,
2047,265,s4,0,Siebel,Evaluation,,,5,NPS,-1,,,,,
2048,265,s4,0,Siebel,Evaluation,,,,,,,15035,Consultant,,
2049,265,s5,0,Siebel,Evaluation,,,,,,,,,,
2050,265,s4,0,Siebel,Evaluation,,,,,,,,,,
2051,265,s4,0,Siebel,Evaluation,,,,,,,17340,Consultant,,
2052,265,s6,0,Siebel,Purchase,,,,,,,,,,
2053,265,s6,0,Siebel,Purchase,,,,,,,,,17340,1
2054,265,s7,0,Siebel,Use,,,,,,,,,,
2055,265,s9,0,Siebel,Use,,,10,CES,,,,,,
2056,265,s9,0,Siebel,Use,,,7,NPS,0,,,,,
2057,265,s10,0,Siebel,End,,,,,,,,,,
2058,266,s1,,,Awareness,,,,,,,,,,
2059,266,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
2060,266,s10,3,Marketing Cloud,End,,,,,,,,,,
2061,267,s1,,,Awareness,,,,,,,,,,
2062,267,s2,2,Service Cloud,Awareness,,,,,,,,,,
2063,267,s3,2,Service Cloud,Awareness,,,,,,,,,,
2064,267,s4,2,Service Cloud,Evaluation,,,,,,,,,,
2065,267,s4,2,Service Cloud,Evaluation,,,,,,,23439,Consultant,,
2066,267,s10,2,Service Cloud,End,,,,,,,,,,
2067,268,s1,,,Awareness,,,,,,,,,,
2068,268,s2,4,BI,Awareness,,,,,,,,,,
2069,268,s10,4,BI,End,,,,,,,,,,
2070,269,s1,,,Awareness,,,,,,,,,,
2071,269,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
2072,269,s3,3,Marketing Cloud,Awareness,,,,,,,,,,
2073,269,s10,3,Marketing Cloud,End,,,,,,,,,,
2074,270,s1,,,Awareness,,,,,,,,,,
2075,270,s10,,,End,,,,,,,,,,
2076,271,s1,,,Awareness,,,,,,,,,,
2077,271,s10,,,End,,,,,,,,,,
2078,272,s1,,,Awareness,,,,,,,,,,
2079,272,s2,0,Siebel,Awareness,,,,,,,,,,
2080,272,s3,0,Siebel,Awareness,,,,,,,,,,
2081,272,s5,0,Siebel,Evaluation,,,,,,,,,,
2082,272,s4,0,Siebel,Evaluation,,,,,,,,,,
2083,272,s4,0,Siebel,Evaluation,,,,,,,27041,Consultant,,
2084,272,s10,0,Siebel,End,,,,,,,,,,
2085,273,s1,,,Awareness,,,,,,,,,,
2086,273,s2,0,Siebel,Awareness,,,,,,,,,,
2087,273,s3,0,Siebel,Awareness,,,,,,,,,,
2088,273,s4,0,Siebel,Evaluation,,,,,,,,,,
2089,273,s4,0,Siebel,Evaluation,,,,,,,18375,Consultant,,
2090,273,s6,0,Siebel,Purchase,,,6,CES,,,,,,
2091,273,s6,0,Siebel,Purchase,,,8,NPS,0,,,,,
2092,273,s6,0,Siebel,Purchase,,,,,,,,,18375,1
2093,273,s7,0,Siebel,Use,,,10,CES,,,,,,
2094,273,s7,0,Siebel,Use,,,9,NPS,1,,,,,
2095,273,s8,0,Siebel,Use,,Solved,,,,,,,,
2096,273,s6,0,Siebel,Purchase,,Solved,,,,,,,,
2097,273,s6,0,Siebel,Purchase,,Solved,,,,,,,18375,1
2098,273,s7,0,Siebel,Use,,Solved,10,CES,,,,,,
2099,273,s7,0,Siebel,Use,,Solved,10,NPS,1,,,,,
2100,273,s9,0,Siebel,Use,,Solved,10,CES,,,,,,
2101,273,s9,0,Siebel,Use,,Solved,7,NPS,0,,,,,
2102,273,s10,0,Siebel,End,,Solved,,,,,,,,
2103,274,s1,,,Awareness,,,,,,,,,,
2104,274,s2,0,Siebel,Awareness,,,,,,,,,,
2105,274,s10,0,Siebel,End,,,,,,,,,,
2106,275,s1,,,Awareness,,,,,,,,,,
2107,275,s2,5,Siebel,Awareness,,,,,,,,,,
2108,275,s3,5,Siebel,Awareness,,,,,,,,,,
2109,275,s5,5,Siebel,Evaluation,,,,,,,,,,
2110,275,s4,5,Siebel,Evaluation,,,,,,,,,,
2111,275,s4,5,Siebel,Evaluation,,,,,,,20120,Consultant,,
2112,275,s5,5,Siebel,Evaluation,,,,,,,,,,
2113,275,s4,5,Siebel,Evaluation,,,,,,,,,,
2114,275,s4,5,Siebel,Evaluation,,,,,,,28823,Consultant,,
2115,275,s6,5,Siebel,Purchase,,,,,,,,,,
2116,275,s6,5,Siebel,Purchase,,,,,,,,,28823,1
2117,275,s7,5,Siebel,Use,,,,,,,,,,
2118,275,s9,5,Siebel,Use,,,,,,,,,,
2119,275,s4,5,Siebel,Evaluation,Loyal,,,,,,,,,
2120,275,s4,5,Siebel,Evaluation,Loyal,,,,,,84768,Consultant,,
2121,275,s6,5,Siebel,Purchase,Loyal,,,,,,,,,
2122,275,s6,5,Siebel,Purchase,Loyal,,,,,,,,84768,1
2123,275,s7,5,Siebel,Use,Loyal,,,,,,,,,
2124,275,s9,5,Siebel,Use,Loyal,,10,CES,,,,,,
2125,275,s9,5,Siebel,Use,Loyal,,10,NPS,1,,,,,
2126,275,s4,5,Siebel,Evaluation,Loyal,,,,,,,,,
2127,275,s4,5,Siebel,Evaluation,Loyal,,,,,,52717,Consultant,,
2128,275,s6,5,Siebel,Purchase,Loyal,,,,,,,,,
2129,275,s6,5,Siebel,Purchase,Loyal,,,,,,,,52717,1
2130,275,s7,5,Siebel,Use,Loyal,,,,,,,,,
2131,275,s9,5,Siebel,Use,Loyal,,,,,,,,,
2132,275,s4,5,Siebel,Evaluation,Loyal,,,,,,,,,
2133,275,s4,5,Siebel,Evaluation,Loyal,,,,,,98274,Consultant,,
2134,275,s6,5,Siebel,Purchase,Loyal,,,,,,,,,
2135,275,s6,5,Siebel,Purchase,Loyal,,,,,,,,98274,1
2136,275,s7,5,Siebel,Use,Loyal,,,,,,,,,
2137,275,s9,5,Siebel,Use,Loyal,,,,,,,,,
2138,275,s10,5,Siebel,End,Loyal,,,,,,,,,
2139,276,s1,,,Awareness,,,,,,,,,,
2140,276,s2,2,Service Cloud,Awareness,,,,,,,,,,
2141,276,s10,2,Service Cloud,End,,,,,,,,,,
2142,277,s1,,,Awareness,,,,,,,,,,
2143,277,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
2144,277,s3,3,Marketing Cloud,Awareness,,,,,,,,,,
2145,277,s10,3,Marketing Cloud,End,,,,,,,,,,
2146,278,s1,,,Awareness,,,,,,,,,,
2147,278,s2,0,Siebel,Awareness,,,10,CES,,,,,,
2148,278,s3,0,Siebel,Awareness,,,,,,,,,,
2149,278,s4,0,Siebel,Evaluation,,,8,CES,,,,,,
2150,278,s4,0,Siebel,Evaluation,,,10,NPS,1,,,,,
2151,278,s4,0,Siebel,Evaluation,,,,,,,23383,Consultant,,
2152,278,s10,0,Siebel,End,,,,,,,,,,
2153,279,s1,,,Awareness,,,,,,,,,,
2154,279,s2,5,Siebel,Awareness,,,,,,,,,,
2155,279,s3,5,Siebel,Awareness,,,,,,,,,,
2156,279,s5,5,Siebel,Evaluation,,,,,,,,,,
2157,279,s4,5,Siebel,Evaluation,,,,,,,,,,
2158,279,s4,5,Siebel,Evaluation,,,,,,,29597,Consultant,,
2159,279,s5,5,Siebel,Evaluation,,,,,,,,,,
2160,279,s4,5,Siebel,Evaluation,,,,,,,,,,
2161,279,s4,5,Siebel,Evaluation,,,,,,,16448,Consultant,,
2162,279,s10,5,Siebel,End,,,,,,,,,,
2163,280,s1,,,Awareness,,,,,,,,,,
2164,280,s2,2,Service Cloud,Awareness,,,,,,,,,,
2165,280,s3,2,Service Cloud,Awareness,,,,,,,,,,
2166,280,s5,2,Service Cloud,Evaluation,,,,,,,,,,
2167,280,s4,2,Service Cloud,Evaluation,,,,,,,,,,
2168,280,s4,2,Service Cloud,Evaluation,,,,,,,20906,Consultant,,
2169,280,s10,2,Service Cloud,End,,,,,,,,,,
2170,281,s1,,,Awareness,,,,,,,,,,
2171,281,s10,,,End,,,,,,,,,,
2172,282,s1,,,Awareness,,,,,,,,,,
2173,282,s2,0,Siebel,Awareness,,,,,,,,,,
2174,282,s10,0,Siebel,End,,,,,,,,,,
2175,283,s1,,,Awareness,,,,,,,,,,
2176,283,s2,3,Marketing Cloud,Awareness,,,,,,,,,,
2177,283,s3,3,Marketing Cloud,Awareness,,,,,,,,,,
2178,283,s5,3,Marketing Cloud,Evaluation,,,,,,,,,,
2179,283,s4,3,Marketing Cloud,Evaluation,,,,,,,,,,
2180,283,s4,3,Marketing Cloud,Evaluation,,,,,,,43642,Consultant,,
2181,283,s10,3,Marketing Cloud,End,,,,,,,,,,
2182,284,s1,,,Awareness,,,,,,,,,,
2183,284,s2,1,Sales Cloud,Awareness,,,,,,,,,,
2184,284,s3,1,Sales Cloud,Awareness,,,,,,,,,,
2185,284,s5,1,Sales Cloud,Evaluation,,,,,,,,,,
2186,284,s4,1,Sales Cloud,Evaluation,,,,,,,,,,
2187,284,s4,1,Sales Cloud,Evaluation,,,,,,,13320,Consultant,,
2188,284,s10,1,Sales Cloud,End,,,,,,,,,,
2189,285,s1,,,Awareness,,,,,,,,,,
2190,285,s2,2,Service Cloud,Awareness,,,10,CES,,,,,,
2191,285,s3,2,Service Cloud,Awareness,,,,,,,,,,
2192,285,s5,2,Service Cloud,Evaluation,,,,,,,,,,
2193,285,s4,2,Service Cloud,Evaluation,,,10,CES,,,,,,
2194,285,s4,2,Service Cloud,Evaluation,,,9,NPS,1,,,,,
2195,285,s4,2,Service Cloud,Evaluation,,,,,,,44985,Consultant,,
2196,285,s6,2,Service Cloud,Purchase,,,,,,,,,,
2197,285,s6,2,Service Cloud,Purchase,,,,,,,,,44985,1
2198,285,s7,2,Service Cloud,Use,,,,,,,,,,
2199,285,s9,2,Service Cloud,Use,,,,,,,,,,
2200,285,s10,2,Service Cloud,End,,,,,,,,,,
2201,286,s1,,,Awareness,,,,,,,,,,
2202,286,s2,4,BI,Awareness,,,,,,,,,,
2203,286,s10,4,BI,End,,,,,,,,,,
2204,287,s1,,,Awareness,,,,,,,,,,
2205,287,s2,4,BI,Awareness,,,,,,,,,,
2206,287,s3,4,BI,Awareness,,,,,,,,,,
2207,287,s5,4,BI,Evaluation,,,10,CES,,,,,,
2208,287,s5,4,BI,Evaluation,,,6,NPS,-1,,,,,
2209,287,s4,4,BI,Evaluation,,,,,,,,,,
2210,287,s4,4,BI,Evaluation,,,,,,,15502,Consultant,,
2211,287,s5,4,BI,Evaluation,,,,,,,,,,
2212,287,s4,4,BI,Evaluation,,,5,CES,,,,,,
2213,287,s4,4,BI,Evaluation,,,8,NPS,0,,,,,
2214,287,s4,4,BI,Evaluation,,,,,,,35648,Consultant,,
2215,287,s4,4,BI,Evaluation,,,,,,,,,,
2216,287,s4,4,BI,Evaluation,,,,,,,33128,Consultant,,
2217,287,s5,4,BI,Evaluation,,,5,CES,,,,,,
2218,287,s5,4,BI,Evaluation,,,10,NPS,1,,,,,
2219,287,s4,4,BI,Evaluation,,,,,,,,,,
2220,287,s4,4,BI,Evaluation,,,,,,,35495,Consultant,,
2221,287,s6,4,BI,Purchase,,,,,,,,,,
2222,287,s6,4,BI,Purchase,,,,,,,,,35495,1
2223,287,s7,4,BI,Use,,,10,CES,,,,,,
2224,287,s7,4,BI,Use,,,10,NPS,1,,,,,
2225,287,s9,4,BI,Use,,,,,,,,,,
2226,287,s4,4,BI,Evaluation,Loyal,,,,,,,,,
2227,287,s4,4,BI,Evaluation,Loyal,,,,,,50063,Consultant,,
2228,287,s6,4,BI,Purchase,Loyal,,,,,,,,,
2229,287,s6,4,BI,Purchase,Loyal,,,,,,,,50063,1
2230,287,s7,4,BI,Use,Loyal,,,,,,,,,
2231,287,s9,4,BI,Use,Loyal,,,,,,,,,
