rowNumber,PersonId,Price,PriceType, State 
11458,25118,485,ComputerQuote,s4
11459,25122,464,ComputerQuote,s4
11460,25134,113,ComputerQuote,s4
11461,25134,477,ComputerQuote,s4
11462,25135,101,ComputerQuote,s4
11463,25135,516,ComputerQuote,s4
11464,25138,503,ComputerQuote,s4
11465,25138,324,ComputerQuote,s4
11466,25139,316,ComputerQuote,s4
11467,25139,241,ComputerQuote,s4
11468,25146,198,ComputerQuote,s4
11469,25147,550,ComputerQuote,s4
11470,25150,92,ComputerQuote,s4
11471,25150,414,ComputerQuote,s4
11472,25156,264,ComputerQuote,s4
11473,25156,404,ComputerQuote,s4
11474,25157,402,ComputerQuote,s4
11475,25157,351,ComputerQuote,s4
11476,25158,299,ComputerQuote,s4
11477,25159,325,ComputerQuote,s4
11478,25159,426,ComputerQuote,s4
11479,25160,496,ComputerQuote,s4
11480,25160,246,ComputerQuote,s4
11481,25163,227,ComputerQuote,s4
11482,25167,118,ComputerQuote,s4
11483,25167,552,ComputerQuote,s4
11484,25167,173,ComputerQuote,s4
11485,25167,365,ComputerQuote,s4
11486,25171,197,ComputerQuote,s4
11487,25173,576,ComputerQuote,s4
11488,25173,432,ComputerQuote,s4
11489,25173,93,ComputerQuote,s4
11490,25173,592,ComputerQuote,s4
11491,25173,448,ComputerQuote,s4
11492,25173,251,ComputerQuote,s4
11493,25174,432,ComputerQuote,s4
11494,25174,277,ComputerQuote,s4
11495,25177,262,ComputerQuote,s4
11496,25178,148,ComputerQuote,s4
11497,25178,167,ComputerQuote,s4
11498,25178,427,ComputerQuote,s4
11499,25178,479,ComputerQuote,s4
11500,25180,286,ComputerQuote,s4
11501,25182,565,ComputerQuote,s4
11502,25182,599,ComputerQuote,s4
11503,25183,118,ComputerQuote,s4
11504,25183,344,ComputerQuote,s4
11505,25183,279,ComputerQuote,s4
11506,25183,506,ComputerQuote,s4
11507,25183,332,ComputerQuote,s4
11508,25183,256,ComputerQuote,s4
11509,25184,218,ComputerQuote,s4
11510,25184,573,ComputerQuote,s4
11511,25184,257,ComputerQuote,s4
11512,25184,411,ComputerQuote,s4
11513,25186,565,ComputerQuote,s4
11514,25190,507,ComputerQuote,s4
11515,25192,358,ComputerQuote,s4
11516,25194,136,ComputerQuote,s4
11517,25194,199,ComputerQuote,s4
11518,25198,218,ComputerQuote,s4
11519,25203,474,ComputerQuote,s4
11520,25207,312,ComputerQuote,s4
11521,25208,298,ComputerQuote,s4
11522,25211,414,ComputerQuote,s4
11523,25211,96,ComputerQuote,s4
11524,25212,286,ComputerQuote,s4
11525,25212,105,ComputerQuote,s4
11526,25212,231,ComputerQuote,s4
11527,25216,115,ComputerQuote,s4
11528,25219,247,ComputerQuote,s4
11529,25221,146,ComputerQuote,s4
11530,25221,318,ComputerQuote,s4
11531,25221,314,ComputerQuote,s4
11532,25222,137,ComputerQuote,s4
11533,25228,309,ComputerQuote,s4
11534,25228,553,ComputerQuote,s4
11535,25228,402,ComputerQuote,s4
11536,25235,164,ComputerQuote,s4
11537,25236,174,ComputerQuote,s4
11538,25236,386,ComputerQuote,s4
11539,25236,225,ComputerQuote,s4
11540,25252,125,ComputerQuote,s4
11541,25252,337,ComputerQuote,s4
11542,25252,284,ComputerQuote,s4
11543,25252,108,ComputerQuote,s4
11544,25264,504,ComputerQuote,s4
11545,25265,362,ComputerQuote,s4
11546,25267,528,ComputerQuote,s4
11547,25270,525,ComputerQuote,s4
11548,25270,411,ComputerQuote,s4
11549,25270,468,ComputerQuote,s4
11550,25272,454,ComputerQuote,s4
11551,25278,537,ComputerQuote,s4
11552,25281,214,ComputerQuote,s4
11553,25284,309,ComputerQuote,s4
11554,25285,308,ComputerQuote,s4
11555,25286,86,ComputerQuote,s4
11556,25286,359,ComputerQuote,s4
11557,25292,229,ComputerQuote,s4
11558,25292,308,ComputerQuote,s4
11559,25292,168,ComputerQuote,s4
11560,25295,479,ComputerQuote,s4
11561,25295,536,ComputerQuote,s4
11562,25295,122,ComputerQuote,s4
11563,25295,177,ComputerQuote,s4
11564,25295,197,ComputerQuote,s4
11565,25297,231,ComputerQuote,s4
11566,25300,75,ComputerQuote,s4
11567,25305,579,ComputerQuote,s4
11568,25309,200,ComputerQuote,s4
11569,25311,483,ComputerQuote,s4
11570,25315,377,ComputerQuote,s4
11571,25324,577,ComputerQuote,s4
11572,25324,189,ComputerQuote,s4
11573,25324,583,ComputerQuote,s4
11574,25324,526,ComputerQuote,s4
11575,25324,134,ComputerQuote,s4
11576,25328,432,ComputerQuote,s4
11577,25337,596,ComputerQuote,s4
11578,25338,496,ComputerQuote,s4
11579,25341,469,ComputerQuote,s4
11580,25341,566,ComputerQuote,s4
11581,25341,255,ComputerQuote,s4
11582,25341,345,ComputerQuote,s4
11583,25344,277,ComputerQuote,s4
11584,25344,344,ComputerQuote,s4
11585,25344,465,ComputerQuote,s4
11586,25344,306,ComputerQuote,s4
11587,25345,382,ComputerQuote,s4
11588,25345,217,ComputerQuote,s4
11589,25348,586,ComputerQuote,s4
11590,25349,386,ComputerQuote,s4
11591,25354,208,ComputerQuote,s4
11592,25356,311,ComputerQuote,s4
11593,25356,409,ComputerQuote,s4
11594,25356,515,ComputerQuote,s4
11595,25363,369,ComputerQuote,s4
11596,25366,276,ComputerQuote,s4
11597,25366,262,ComputerQuote,s4
11598,25370,371,ComputerQuote,s4
11599,25372,281,ComputerQuote,s4
11600,25375,120,ComputerQuote,s4
11601,25376,250,ComputerQuote,s4
11602,25379,319,ComputerQuote,s4
11603,25386,246,ComputerQuote,s4
11604,25387,581,ComputerQuote,s4
11605,25388,170,ComputerQuote,s4
11606,25391,482,ComputerQuote,s4
11607,25396,538,ComputerQuote,s4
11608,25397,594,ComputerQuote,s4
11609,25401,244,ComputerQuote,s4
11610,25401,504,ComputerQuote,s4
11611,25402,185,ComputerQuote,s4
11612,25402,358,ComputerQuote,s4
11613,25403,264,ComputerQuote,s4
11614,25404,275,ComputerQuote,s4
11615,25404,88,ComputerQuote,s4
11616,25414,449,ComputerQuote,s4
11617,25414,414,ComputerQuote,s4
11618,25414,584,ComputerQuote,s4
11619,25414,509,ComputerQuote,s4
11620,25414,134,ComputerQuote,s4
11621,25417,368,ComputerQuote,s4
11622,25421,504,ComputerQuote,s4
11623,25422,406,ComputerQuote,s4
11624,25422,241,ComputerQuote,s4
11625,25422,125,ComputerQuote,s4
11626,25428,354,ComputerQuote,s4
11627,25428,451,ComputerQuote,s4
11628,25429,578,ComputerQuote,s4
11629,25429,90,ComputerQuote,s4
11630,25429,329,ComputerQuote,s4
11631,25429,350,ComputerQuote,s4
11632,25429,223,ComputerQuote,s4
11633,25431,229,ComputerQuote,s4
11634,25431,107,ComputerQuote,s4
11635,25432,535,ComputerQuote,s4
11636,25433,168,ComputerQuote,s4
11637,25436,556,ComputerQuote,s4
11638,25436,584,ComputerQuote,s4
11639,25437,197,ComputerQuote,s4
11640,25437,499,ComputerQuote,s4
11641,25438,291,ComputerQuote,s4
11642,25453,471,ComputerQuote,s4
11643,25453,313,ComputerQuote,s4
11644,25458,123,ComputerQuote,s4
11645,25458,440,ComputerQuote,s4
11646,25459,145,ComputerQuote,s4
11647,25460,393,ComputerQuote,s4
11648,25463,538,ComputerQuote,s4
11649,25469,398,ComputerQuote,s4
11650,25469,448,ComputerQuote,s4
11651,25473,547,ComputerQuote,s4
11652,25476,206,ComputerQuote,s4
11653,25476,228,ComputerQuote,s4
11654,25476,272,ComputerQuote,s4
11655,25483,131,ComputerQuote,s4
11656,25485,135,ComputerQuote,s4
11657,25485,139,ComputerQuote,s4
11658,25490,167,ComputerQuote,s4
11659,25492,260,ComputerQuote,s4
11660,25495,178,ComputerQuote,s4
11661,25500,193,ComputerQuote,s4
11662,25502,119,ComputerQuote,s4
11663,25503,153,ComputerQuote,s4
11664,25507,178,ComputerQuote,s4
11665,25513,324,ComputerQuote,s4
11666,25513,434,ComputerQuote,s4
11667,25521,334,ComputerQuote,s4
11668,25523,191,ComputerQuote,s4
11669,25525,203,ComputerQuote,s4
11670,25525,379,ComputerQuote,s4
11671,25526,592,ComputerQuote,s4
11672,25528,225,ComputerQuote,s4
11673,25533,366,ComputerQuote,s4
11674,25533,218,ComputerQuote,s4
11675,25535,288,ComputerQuote,s4
11676,25540,191,ComputerQuote,s4
11677,25540,322,ComputerQuote,s4
11678,25543,309,ComputerQuote,s4
11679,25543,349,ComputerQuote,s4
11680,25543,176,ComputerQuote,s4
11681,25545,471,ComputerQuote,s4
11682,25545,252,ComputerQuote,s4
11683,25547,351,ComputerQuote,s4
11684,25547,85,ComputerQuote,s4
11685,25549,401,ComputerQuote,s4
11686,25558,287,ComputerQuote,s4
11687,25565,447,ComputerQuote,s4
11688,25565,449,ComputerQuote,s4
11689,25566,255,ComputerQuote,s4
11690,25567,477,ComputerQuote,s4
11691,25568,575,ComputerQuote,s4
11692,25568,134,ComputerQuote,s4
11693,25581,450,ComputerQuote,s4
11694,25581,412,ComputerQuote,s4
11695,25582,204,ComputerQuote,s4
11696,25583,272,ComputerQuote,s4
11697,25583,107,ComputerQuote,s4
11698,25583,455,ComputerQuote,s4
11699,25591,579,ComputerQuote,s4
11700,25592,510,ComputerQuote,s4
11701,25592,226,ComputerQuote,s4
11702,25595,277,ComputerQuote,s4
11703,25596,519,ComputerQuote,s4
11704,25601,97,ComputerQuote,s4
11705,25603,377,ComputerQuote,s4
11706,25604,538,ComputerQuote,s4
11707,25604,365,ComputerQuote,s4
11708,25604,299,ComputerQuote,s4
11709,25605,442,ComputerQuote,s4
11710,25607,346,ComputerQuote,s4
11711,25610,214,ComputerQuote,s4
11712,25612,594,ComputerQuote,s4
11713,25613,267,ComputerQuote,s4
11714,25613,353,ComputerQuote,s4
11715,25614,545,ComputerQuote,s4
11716,25614,473,ComputerQuote,s4
11717,25615,284,ComputerQuote,s4
11718,25615,422,ComputerQuote,s4
11719,25616,76,ComputerQuote,s4
11720,25618,508,ComputerQuote,s4
11721,25621,118,ComputerQuote,s4
11722,25622,514,ComputerQuote,s4
11723,25623,408,ComputerQuote,s4
11724,25640,597,ComputerQuote,s4
11725,25640,538,ComputerQuote,s4
11726,25641,220,ComputerQuote,s4
11727,25643,492,ComputerQuote,s4
11728,25645,489,ComputerQuote,s4
11729,25646,414,ComputerQuote,s4
11730,25651,166,ComputerQuote,s4
11731,25654,102,ComputerQuote,s4
11732,25654,543,ComputerQuote,s4
11733,25654,600,ComputerQuote,s4
11734,25654,335,ComputerQuote,s4
11735,25655,599,ComputerQuote,s4
11736,25656,175,ComputerQuote,s4
11737,25657,235,ComputerQuote,s4
11738,25661,229,ComputerQuote,s4
11739,25662,484,ComputerQuote,s4
11740,25666,302,ComputerQuote,s4
11741,25669,392,ComputerQuote,s4
11742,25673,510,ComputerQuote,s4
11743,25673,423,ComputerQuote,s4
11744,25673,91,ComputerQuote,s4
11745,25673,184,ComputerQuote,s4
11746,25681,559,ComputerQuote,s4
11747,25683,529,ComputerQuote,s4
11748,25683,455,ComputerQuote,s4
11749,25683,459,ComputerQuote,s4
11750,25686,522,ComputerQuote,s4
11751,25686,525,ComputerQuote,s4
11752,25686,370,ComputerQuote,s4
11753,25688,144,ComputerQuote,s4
11754,25691,254,ComputerQuote,s4
11755,25693,194,ComputerQuote,s4
11756,25702,514,ComputerQuote,s4
11757,25702,327,ComputerQuote,s4
11758,25706,152,ComputerQuote,s4
11759,25706,379,ComputerQuote,s4
11760,25712,351,ComputerQuote,s4
11761,25715,160,ComputerQuote,s4
11762,25718,120,ComputerQuote,s4
11763,25718,523,ComputerQuote,s4
11764,25721,134,ComputerQuote,s4
11765,25721,173,ComputerQuote,s4
11766,25722,378,ComputerQuote,s4
11767,25722,405,ComputerQuote,s4
11768,25722,118,ComputerQuote,s4
11769,25722,453,ComputerQuote,s4
11770,25722,197,ComputerQuote,s4
11771,25723,318,ComputerQuote,s4
11772,25727,566,ComputerQuote,s4
11773,25728,321,ComputerQuote,s4
11774,25728,454,ComputerQuote,s4
11775,25728,125,ComputerQuote,s4
11776,25729,524,ComputerQuote,s4
11777,25729,570,ComputerQuote,s4
11778,25730,464,ComputerQuote,s4
11779,25730,567,ComputerQuote,s4
11780,25734,558,ComputerQuote,s4
11781,25734,444,ComputerQuote,s4
11782,25735,356,ComputerQuote,s4
11783,25735,593,ComputerQuote,s4
11784,25741,304,ComputerQuote,s4
11785,25743,572,ComputerQuote,s4
11786,25743,497,ComputerQuote,s4
11787,25747,533,ComputerQuote,s4
11788,25749,436,ComputerQuote,s4
11789,25755,410,ComputerQuote,s4
11790,25760,189,ComputerQuote,s4
11791,25762,133,ComputerQuote,s4
11792,25762,140,ComputerQuote,s4
11793,25768,433,ComputerQuote,s4
11794,25775,468,ComputerQuote,s4
11795,25775,534,ComputerQuote,s4
11796,25778,498,ComputerQuote,s4
11797,25778,310,ComputerQuote,s4
11798,25779,589,ComputerQuote,s4
11799,25783,244,ComputerQuote,s4
11800,25784,284,ComputerQuote,s4
11801,25784,377,ComputerQuote,s4
11802,25785,223,ComputerQuote,s4
11803,25785,358,ComputerQuote,s4
11804,25789,394,ComputerQuote,s4
11805,25789,135,ComputerQuote,s4
11806,25793,497,ComputerQuote,s4
11807,25796,248,ComputerQuote,s4
11808,25800,253,ComputerQuote,s4
11809,25802,542,ComputerQuote,s4
11810,25802,376,ComputerQuote,s4
11811,25807,511,ComputerQuote,s4
11812,25807,592,ComputerQuote,s4
11813,25812,464,ComputerQuote,s4
11814,25812,173,ComputerQuote,s4
11815,25815,481,ComputerQuote,s4
11816,25817,328,ComputerQuote,s4
11817,25817,418,ComputerQuote,s4
11818,25818,182,ComputerQuote,s4
11819,25818,329,ComputerQuote,s4
11820,25818,248,ComputerQuote,s4
11821,25818,91,ComputerQuote,s4
11822,25818,389,ComputerQuote,s4
11823,25819,539,ComputerQuote,s4
11824,25819,548,ComputerQuote,s4
11825,25838,79,ComputerQuote,s4
11826,25838,260,ComputerQuote,s4
11827,25839,237,ComputerQuote,s4
11828,25840,187,ComputerQuote,s4
11829,25840,103,ComputerQuote,s4
11830,25841,566,ComputerQuote,s4
11831,25841,217,ComputerQuote,s4
11832,25842,486,ComputerQuote,s4
11833,25847,261,ComputerQuote,s4
11834,25847,123,ComputerQuote,s4
11835,25852,85,ComputerQuote,s4
11836,25856,238,ComputerQuote,s4
11837,25858,178,ComputerQuote,s4
11838,25861,283,ComputerQuote,s4
11839,25861,209,ComputerQuote,s4
11840,25861,169,ComputerQuote,s4
11841,25862,183,ComputerQuote,s4
11842,25862,232,ComputerQuote,s4
11843,25869,326,ComputerQuote,s4
11844,25869,91,ComputerQuote,s4
11845,25870,323,ComputerQuote,s4
11846,25870,155,ComputerQuote,s4
11847,25871,231,ComputerQuote,s4
11848,25871,111,ComputerQuote,s4
11849,25880,149,ComputerQuote,s4
11850,25881,446,ComputerQuote,s4
11851,25883,263,ComputerQuote,s4
11852,25884,84,ComputerQuote,s4
11853,25884,367,ComputerQuote,s4
11854,25885,175,ComputerQuote,s4
11855,25886,240,ComputerQuote,s4
11856,25886,598,ComputerQuote,s4
11857,25894,278,ComputerQuote,s4
11858,25894,156,ComputerQuote,s4
11859,25900,473,ComputerQuote,s4
11860,25901,343,ComputerQuote,s4
11861,25902,468,ComputerQuote,s4
11862,25902,587,ComputerQuote,s4
11863,25909,417,ComputerQuote,s4
11864,25912,253,ComputerQuote,s4
11865,25912,162,ComputerQuote,s4
11866,25917,118,ComputerQuote,s4
11867,25917,123,ComputerQuote,s4
11868,25920,182,ComputerQuote,s4
11869,25923,444,ComputerQuote,s4
11870,25929,133,ComputerQuote,s4
11871,25935,382,ComputerQuote,s4
11872,25935,508,ComputerQuote,s4
11873,25935,103,ComputerQuote,s4
11874,25935,521,ComputerQuote,s4
11875,25936,433,ComputerQuote,s4
11876,25937,521,ComputerQuote,s4
11877,25939,342,ComputerQuote,s4
11878,25946,340,ComputerQuote,s4
11879,25948,528,ComputerQuote,s4
11880,25950,438,ComputerQuote,s4
11881,25953,162,ComputerQuote,s4
11882,25954,149,ComputerQuote,s4
11883,25970,255,ComputerQuote,s4
11884,25977,501,ComputerQuote,s4
11885,25980,467,ComputerQuote,s4
11886,25980,383,ComputerQuote,s4
11887,25980,151,ComputerQuote,s4
11888,25988,459,ComputerQuote,s4
11889,25988,404,ComputerQuote,s4
11890,25988,129,ComputerQuote,s4
11891,25990,491,ComputerQuote,s4
11892,25992,486,ComputerQuote,s4
11893,25994,593,ComputerQuote,s4
11894,25996,107,ComputerQuote,s4
11895,25996,451,ComputerQuote,s4
11896,25996,182,ComputerQuote,s4
11897,25996,434,ComputerQuote,s4
11898,25997,186,ComputerQuote,s4
11899,26002,122,ComputerQuote,s4
11900,26013,86,ComputerQuote,s4
11901,26014,146,ComputerQuote,s4
11902,26016,564,ComputerQuote,s4
11903,26016,313,ComputerQuote,s4
11904,26016,204,ComputerQuote,s4
11905,26018,442,ComputerQuote,s4
11906,26019,428,ComputerQuote,s4
11907,26019,290,ComputerQuote,s4
11908,26025,384,ComputerQuote,s4
11909,26028,588,ComputerQuote,s4
11910,26028,480,ComputerQuote,s4
11911,26029,233,ComputerQuote,s4
11912,26029,544,ComputerQuote,s4
11913,26033,218,ComputerQuote,s4
11914,26041,143,ComputerQuote,s4
11915,26044,86,ComputerQuote,s4
11916,26046,211,ComputerQuote,s4
11917,26052,129,ComputerQuote,s4
11918,26053,489,ComputerQuote,s4
11919,26053,578,ComputerQuote,s4
11920,26057,568,ComputerQuote,s4
11921,26057,427,ComputerQuote,s4
11922,26058,158,ComputerQuote,s4
11923,26058,464,ComputerQuote,s4
11924,26066,548,ComputerQuote,s4
11925,26069,435,ComputerQuote,s4
11926,26070,482,ComputerQuote,s4
11927,26082,578,ComputerQuote,s4
11928,26082,292,ComputerQuote,s4
11929,26082,518,ComputerQuote,s4
11930,26082,594,ComputerQuote,s4
11931,26085,109,ComputerQuote,s4
11932,26085,543,ComputerQuote,s4
11933,26093,373,ComputerQuote,s4
11934,26093,121,ComputerQuote,s4
11935,26093,472,ComputerQuote,s4
11936,26093,323,ComputerQuote,s4
11937,26094,325,ComputerQuote,s4
11938,26097,314,ComputerQuote,s4
11939,26098,513,ComputerQuote,s4
11940,26099,492,ComputerQuote,s4
11941,26099,129,ComputerQuote,s4
11942,26100,338,ComputerQuote,s4
11943,26102,521,ComputerQuote,s4
11944,26105,333,ComputerQuote,s4
11945,26105,438,ComputerQuote,s4
11946,26114,467,ComputerQuote,s4
11947,26115,128,ComputerQuote,s4
11948,26119,123,ComputerQuote,s4
11949,26121,403,ComputerQuote,s4
11950,26121,436,ComputerQuote,s4
11951,26123,501,ComputerQuote,s4
11952,26125,297,ComputerQuote,s4
11953,26129,589,ComputerQuote,s4
11954,26132,378,ComputerQuote,s4
11955,26132,124,ComputerQuote,s4
11956,26132,326,ComputerQuote,s4
11957,26132,393,ComputerQuote,s4
11958,26132,347,ComputerQuote,s4
11959,26135,327,ComputerQuote,s4
11960,26135,326,ComputerQuote,s4
11961,26137,257,ComputerQuote,s4
11962,26137,317,ComputerQuote,s4
11963,26137,418,ComputerQuote,s4
11964,26139,249,ComputerQuote,s4
11965,26139,581,ComputerQuote,s4
11966,26150,455,ComputerQuote,s4
11967,26153,567,ComputerQuote,s4
11968,26154,317,ComputerQuote,s4
11969,26154,506,ComputerQuote,s4
11970,26159,471,ComputerQuote,s4
11971,26168,552,ComputerQuote,s4
11972,26170,418,ComputerQuote,s4
11973,26170,213,ComputerQuote,s4
11974,26170,80,ComputerQuote,s4
11975,26171,491,ComputerQuote,s4
11976,26172,463,ComputerQuote,s4
11977,26184,141,ComputerQuote,s4
11978,26188,344,ComputerQuote,s4
11979,26191,346,ComputerQuote,s4
11980,26192,384,ComputerQuote,s4
11981,26197,336,ComputerQuote,s4
11982,26197,115,ComputerQuote,s4
11983,26197,584,ComputerQuote,s4
11984,26204,511,ComputerQuote,s4
11985,26207,292,ComputerQuote,s4
11986,26211,181,ComputerQuote,s4
11987,26211,429,ComputerQuote,s4
11988,26212,89,ComputerQuote,s4
11989,26212,202,ComputerQuote,s4
11990,26212,352,ComputerQuote,s4
11991,26212,154,ComputerQuote,s4
11992,26212,323,ComputerQuote,s4
11993,26213,510,ComputerQuote,s4
11994,26220,550,ComputerQuote,s4
11995,26220,149,ComputerQuote,s4
11996,26220,450,ComputerQuote,s4
11997,26220,348,ComputerQuote,s4
11998,26220,483,ComputerQuote,s4
11999,26220,262,ComputerQuote,s4
12000,26225,353,ComputerQuote,s4
12001,26226,538,ComputerQuote,s4
12002,26226,466,ComputerQuote,s4
12003,26227,345,ComputerQuote,s4
12004,26228,219,ComputerQuote,s4
12005,26229,113,ComputerQuote,s4
12006,26229,270,ComputerQuote,s4
12007,26230,507,ComputerQuote,s4
12008,26231,122,ComputerQuote,s4
12009,26233,324,ComputerQuote,s4
12010,26234,393,ComputerQuote,s4
12011,26234,493,ComputerQuote,s4
12012,26242,479,ComputerQuote,s4
12013,26243,418,ComputerQuote,s4
12014,26243,268,ComputerQuote,s4
12015,26243,545,ComputerQuote,s4
12016,26244,578,ComputerQuote,s4
12017,26244,365,ComputerQuote,s4
12018,26251,502,ComputerQuote,s4
12019,26254,283,ComputerQuote,s4
12020,26267,101,ComputerQuote,s4
12021,26267,442,ComputerQuote,s4
12022,26270,147,ComputerQuote,s4
12023,26271,251,ComputerQuote,s4
12024,26272,431,ComputerQuote,s4
12025,26273,403,ComputerQuote,s4
12026,26283,413,ComputerQuote,s4
12027,26289,209,ComputerQuote,s4
12028,26293,189,ComputerQuote,s4
12029,26294,560,ComputerQuote,s4
12030,26294,316,ComputerQuote,s4
12031,26305,104,ComputerQuote,s4
12032,26305,199,ComputerQuote,s4
12033,26305,123,ComputerQuote,s4
12034,26305,576,ComputerQuote,s4
12035,26308,133,ComputerQuote,s4
12036,26310,133,ComputerQuote,s4
12037,26315,498,ComputerQuote,s4
12038,26318,328,ComputerQuote,s4
12039,26318,552,ComputerQuote,s4
12040,26320,437,ComputerQuote,s4
12041,26322,463,ComputerQuote,s4
12042,26322,228,ComputerQuote,s4
12043,26322,97,ComputerQuote,s4
12044,26330,115,ComputerQuote,s4
12045,26332,376,ComputerQuote,s4
12046,26332,366,ComputerQuote,s4
12047,26337,136,ComputerQuote,s4
12048,26344,571,ComputerQuote,s4
12049,26344,422,ComputerQuote,s4
12050,26345,473,ComputerQuote,s4
12051,26345,289,ComputerQuote,s4
12052,26345,179,ComputerQuote,s4
12053,26352,404,ComputerQuote,s4
12054,26354,82,ComputerQuote,s4
12055,26354,365,ComputerQuote,s4
12056,26355,242,ComputerQuote,s4
12057,26356,523,ComputerQuote,s4
12058,26357,165,ComputerQuote,s4
12059,26357,538,ComputerQuote,s4
12060,26362,432,ComputerQuote,s4
12061,26362,351,ComputerQuote,s4
12062,26362,295,ComputerQuote,s4
12063,26362,106,ComputerQuote,s4
12064,26362,532,ComputerQuote,s4
12065,26362,193,ComputerQuote,s4
12066,26362,331,ComputerQuote,s4
12067,26371,136,ComputerQuote,s4
12068,26371,435,ComputerQuote,s4
12069,26374,385,ComputerQuote,s4
12070,26374,296,ComputerQuote,s4
12071,26378,243,ComputerQuote,s4
12072,26378,390,ComputerQuote,s4
12073,26379,173,ComputerQuote,s4
12074,26379,197,ComputerQuote,s4
12075,26382,355,ComputerQuote,s4
12076,26383,144,ComputerQuote,s4
12077,26384,169,ComputerQuote,s4
12078,26384,500,ComputerQuote,s4
12079,26389,120,ComputerQuote,s4
12080,26390,539,ComputerQuote,s4
12081,26394,351,ComputerQuote,s4
12082,26406,338,ComputerQuote,s4
12083,26410,257,ComputerQuote,s4
12084,26411,570,ComputerQuote,s4
12085,26415,443,ComputerQuote,s4
12086,26415,171,ComputerQuote,s4
12087,26426,119,ComputerQuote,s4
12088,26426,527,ComputerQuote,s4
12089,26432,576,ComputerQuote,s4
12090,26434,447,ComputerQuote,s4
12091,26434,584,ComputerQuote,s4
12092,26437,435,ComputerQuote,s4
12093,26444,196,ComputerQuote,s4
12094,26445,75,ComputerQuote,s4
12095,26453,499,ComputerQuote,s4
12096,26457,426,ComputerQuote,s4
12097,26463,565,ComputerQuote,s4
12098,26476,355,ComputerQuote,s4
12099,26476,455,ComputerQuote,s4
12100,26481,431,ComputerQuote,s4
12101,26485,526,ComputerQuote,s4
12102,26488,492,ComputerQuote,s4
12103,26489,149,ComputerQuote,s4
12104,26492,411,ComputerQuote,s4
12105,26494,170,ComputerQuote,s4
12106,26494,349,ComputerQuote,s4
12107,26499,400,ComputerQuote,s4
12108,26499,213,ComputerQuote,s4
12109,26506,147,ComputerQuote,s4
12110,26506,581,ComputerQuote,s4
12111,26508,562,ComputerQuote,s4
12112,26509,554,ComputerQuote,s4
12113,26513,348,ComputerQuote,s4
12114,26513,370,ComputerQuote,s4
12115,26526,452,ComputerQuote,s4
12116,26530,376,ComputerQuote,s4
12117,26533,285,ComputerQuote,s4
12118,26536,419,ComputerQuote,s4
12119,26536,562,ComputerQuote,s4
12120,26538,419,ComputerQuote,s4
12121,26538,388,ComputerQuote,s4
12122,26541,420,ComputerQuote,s4
12123,26544,356,ComputerQuote,s4
12124,26544,458,ComputerQuote,s4
12125,26545,554,ComputerQuote,s4
12126,26547,361,ComputerQuote,s4
12127,26548,587,ComputerQuote,s4
12128,26548,412,ComputerQuote,s4
12129,26549,521,ComputerQuote,s4
12130,26549,294,ComputerQuote,s4
12131,26549,435,ComputerQuote,s4
12132,26549,428,ComputerQuote,s4
12133,26549,285,ComputerQuote,s4
12134,26549,192,ComputerQuote,s4
12135,26554,209,ComputerQuote,s4
12136,26556,214,ComputerQuote,s4
12137,26556,199,ComputerQuote,s4
12138,26556,303,ComputerQuote,s4
12139,26556,184,ComputerQuote,s4
12140,26556,496,ComputerQuote,s4
12141,26556,211,ComputerQuote,s4
12142,26556,247,ComputerQuote,s4
12143,26556,190,ComputerQuote,s4
12144,26569,295,ComputerQuote,s4
12145,26572,400,ComputerQuote,s4
12146,26577,114,ComputerQuote,s4
12147,26577,334,ComputerQuote,s4
12148,26579,544,ComputerQuote,s4
12149,26579,318,ComputerQuote,s4
12150,26579,475,ComputerQuote,s4
12151,26582,224,ComputerQuote,s4
12152,26582,445,ComputerQuote,s4
12153,26584,520,ComputerQuote,s4
12154,26584,414,ComputerQuote,s4
12155,26585,375,ComputerQuote,s4
12156,26585,324,ComputerQuote,s4
12157,26585,382,ComputerQuote,s4
12158,26585,277,ComputerQuote,s4
12159,26588,219,ComputerQuote,s4
12160,26588,352,ComputerQuote,s4
12161,26592,90,ComputerQuote,s4
12162,26592,220,ComputerQuote,s4
12163,26592,201,ComputerQuote,s4
12164,26597,425,ComputerQuote,s4
12165,26599,484,ComputerQuote,s4
12166,26604,265,ComputerQuote,s4
12167,26606,206,ComputerQuote,s4
12168,26608,195,ComputerQuote,s4
12169,26608,566,ComputerQuote,s4
12170,26621,328,ComputerQuote,s4
12171,26621,190,ComputerQuote,s4
12172,26621,190,ComputerQuote,s4
12173,26629,101,ComputerQuote,s4
12174,26634,308,ComputerQuote,s4
12175,26634,388,ComputerQuote,s4
12176,26636,286,ComputerQuote,s4
12177,26637,278,ComputerQuote,s4
12178,26637,393,ComputerQuote,s4
12179,26638,309,ComputerQuote,s4
12180,26640,479,ComputerQuote,s4
12181,26640,474,ComputerQuote,s4
12182,26641,182,ComputerQuote,s4
12183,26646,176,ComputerQuote,s4
12184,26649,134,ComputerQuote,s4
12185,26649,559,ComputerQuote,s4
12186,26649,180,ComputerQuote,s4
12187,26650,137,ComputerQuote,s4
12188,26652,476,ComputerQuote,s4
12189,26652,314,ComputerQuote,s4
12190,26653,511,ComputerQuote,s4
12191,26654,336,ComputerQuote,s4
12192,26662,179,ComputerQuote,s4
