PersonID,State,Score, NPS 
30953,s7,-1,NPS
30954,s2,-1,NPS
30958,s3,-1,NPS
30958,s5,0,NPS
30960,s7,-1,NPS
30967,s3,-1,NPS
30971,s7,-1,NPS
30972,s5,-1,NPS
30973,s7,-1,NPS
30976,s5,-1,NPS
30980,s7,-1,NPS
30980,s7,-1,NPS
30981,s2,-1,NPS
30982,s5,-1,NPS
30983,s7,0,NPS
30983,s7,-1,NPS
30984,s7,1,NPS
30985,s5,-1,NPS
30987,s8,-1,NPS
30991,s5,0,NPS
30991,s7,-1,NPS
30994,s2,-1,NPS
30995,s5,-1,NPS
31005,s3,-1,NPS
31010,s8,-1,NPS
31012,s2,0,NPS
31019,s5,-1,NPS
31020,s5,-1,NPS
31024,s8,-1,NPS
31025,s7,-1,NPS
31025,s5,0,NPS
31037,s2,-1,NPS
31042,s8,0,NPS
31050,s2,0,NPS
31051,s2,-1,NPS
31053,s5,-1,NPS
31053,s8,0,NPS
31055,s3,-1,NPS
31064,s7,-1,NPS
31064,s8,0,NPS
31066,s5,-1,NPS
31067,s2,1,NPS
31067,s7,-1,NPS
31069,s7,-1,NPS
31075,s8,-1,NPS
31077,s3,-1,NPS
31079,s7,-1,NPS
31085,s3,-1,NPS
31098,s5,-1,NPS
31100,s2,-1,NPS
31100,s5,-1,NPS
31103,s7,0,NPS
31107,s3,-1,NPS
31113,s5,-1,NPS
31115,s5,0,NPS
31116,s2,-1,NPS
31116,s7,1,NPS
31117,s2,-1,NPS
31120,s3,1,NPS
31120,s8,-1,NPS
31122,s2,-1,NPS
31130,s7,-1,NPS
31131,s8,-1,NPS
31136,s2,-1,NPS
31143,s7,1,NPS
31146,s7,-1,NPS
31147,s3,-1,NPS
31154,s3,-1,NPS
31154,s5,-1,NPS
31156,s3,-1,NPS
31156,s7,0,NPS
31160,s7,-1,NPS
31163,s3,-1,NPS
31169,s5,1,NPS
31169,s8,0,NPS
31172,s5,-1,NPS
31173,s5,-1,NPS
31173,s7,0,NPS
31174,s5,-1,NPS
31181,s7,-1,NPS
31181,s7,0,NPS
31181,s8,-1,NPS
31182,s2,-1,NPS
31187,s3,-1,NPS
31188,s7,1,NPS
31188,s8,-1,NPS
31194,s2,-1,NPS
31194,s7,-1,NPS
31194,s8,1,NPS
31196,s7,-1,NPS
31205,s5,-1,NPS
31205,s7,1,NPS
31207,s5,0,NPS
31214,s2,1,NPS
31215,s3,-1,NPS
31215,s5,-1,NPS
31215,s7,-1,NPS
31217,s5,-1,NPS
31217,s8,0,NPS
31218,s3,-1,NPS
31221,s7,-1,NPS
31222,s2,-1,NPS
31226,s2,1,NPS
31230,s5,-1,NPS
31230,s7,0,NPS
31230,s8,-1,NPS
31231,s7,0,NPS
31236,s2,-1,NPS
31236,s5,-1,NPS
31240,s7,-1,NPS
31242,s5,-1,NPS
31242,s7,-1,NPS
31247,s3,-1,NPS
31260,s7,-1,NPS
31260,s8,-1,NPS
31261,s5,0,NPS
31262,s7,-1,NPS
31271,s3,1,NPS
31272,s5,0,NPS
31276,s5,-1,NPS
31278,s5,-1,NPS
31281,s3,-1,NPS
31287,s3,-1,NPS
31291,s2,-1,NPS
31294,s3,-1,NPS
31294,s7,-1,NPS
31295,s8,-1,NPS
31295,s2,-1,NPS
31298,s3,-1,NPS
31300,s5,-1,NPS
31301,s2,-1,NPS
31306,s5,-1,NPS
31308,s2,-1,NPS
31309,s3,-1,NPS
31311,s7,-1,NPS
31311,s8,-1,NPS
31312,s3,-1,NPS
31312,s5,-1,NPS
31312,s7,-1,NPS
31316,s5,0,NPS
31316,s7,-1,NPS
31318,s5,-1,NPS
31318,s7,-1,NPS
31319,s5,-1,NPS
31322,s7,1,NPS
31330,s5,0,NPS
31331,s5,0,NPS
31332,s8,-1,NPS
31343,s7,-1,NPS
31343,s8,0,NPS
31345,s7,-1,NPS
31345,s8,-1,NPS
31348,s7,0,NPS
31352,s5,-1,NPS
31353,s3,-1,NPS
31356,s5,-1,NPS
31360,s7,0,NPS
31363,s2,-1,NPS
31367,s5,-1,NPS
31369,s3,-1,NPS
31369,s5,-1,NPS
31370,s2,0,NPS
31370,s7,1,NPS
31376,s2,-1,NPS
31383,s2,-1,NPS
31386,s2,-1,NPS
31386,s5,-1,NPS
31399,s3,-1,NPS
31403,s8,-1,NPS
31406,s7,0,NPS
31408,s3,-1,NPS
31409,s2,1,NPS
31411,s5,0,NPS
31418,s8,0,NPS
31420,s3,-1,NPS
31420,s5,-1,NPS
31423,s2,-1,NPS
31424,s5,0,NPS
31426,s3,-1,NPS
31429,s8,-1,NPS
31432,s2,-1,NPS
31435,s5,-1,NPS
31436,s5,-1,NPS
31439,s8,1,NPS
31442,s2,0,NPS
31443,s2,-1,NPS
31444,s5,-1,NPS
31445,s2,-1,NPS
31449,s7,0,NPS
31451,s3,-1,NPS
31452,s3,0,NPS
31452,s8,-1,NPS
31456,s3,-1,NPS
31462,s8,1,NPS
31462,s2,0,NPS
31464,s7,1,NPS
31467,s3,-1,NPS
31470,s2,-1,NPS
31471,s8,-1,NPS
31474,s7,-1,NPS
31481,s5,-1,NPS
31482,s3,-1,NPS
31488,s7,-1,NPS
31496,s3,1,NPS
31498,s5,-1,NPS
31499,s5,-1,NPS
31505,s5,-1,NPS
31505,s7,-1,NPS
31506,s5,0,NPS
31506,s7,-1,NPS
31517,s2,-1,NPS
31520,s2,0,NPS
31525,s5,0,NPS
31525,s7,-1,NPS
31526,s3,-1,NPS
31529,s3,1,NPS
31529,s8,-1,NPS
31537,s5,-1,NPS
31537,s8,0,NPS
31538,s3,-1,NPS
31539,s2,-1,NPS
31544,s7,-1,NPS
31544,s3,-1,NPS
31544,s5,-1,NPS
31544,s7,-1,NPS
31544,s5,-1,NPS
31544,s7,-1,NPS
31548,s2,-1,NPS
31552,s7,-1,NPS
31554,s3,-1,NPS
31556,s7,0,NPS
31559,s5,-1,NPS
31559,s7,1,NPS
31560,s3,0,NPS
31560,s5,1,NPS
31561,s3,-1,NPS
31565,s5,-1,NPS
31567,s5,-1,NPS
31568,s5,-1,NPS
31569,s8,-1,NPS
31571,s8,-1,NPS
31573,s2,-1,NPS
31576,s3,-1,NPS
31579,s3,-1,NPS
31579,s7,0,NPS
31579,s8,-1,NPS
31582,s2,-1,NPS
31585,s3,-1,NPS
31586,s3,-1,NPS
31591,s3,-1,NPS
31593,s2,-1,NPS
31595,s7,-1,NPS
31597,s3,-1,NPS
31604,s3,-1,NPS
31604,s7,-1,NPS
31604,s5,-1,NPS
31604,s7,-1,NPS
31606,s2,0,NPS
31610,s5,-1,NPS
31613,s3,-1,NPS
31613,s7,-1,NPS
31613,s5,-1,NPS
31613,s5,1,NPS
31613,s8,-1,NPS
31614,s2,-1,NPS
31614,s5,-1,NPS
31622,s3,-1,NPS
31633,s5,-1,NPS
31633,s7,-1,NPS
31640,s3,1,NPS
31641,s8,0,NPS
31644,s3,0,NPS
31649,s5,0,NPS
31649,s7,-1,NPS
31651,s5,-1,NPS
31653,s8,0,NPS
31660,s3,-1,NPS
31669,s3,-1,NPS
31677,s2,-1,NPS
31677,s5,1,NPS
31682,s7,0,NPS
31683,s2,-1,NPS
31683,s5,-1,NPS
31693,s3,-1,NPS
31695,s2,0,NPS
31699,s7,0,NPS
31700,s3,-1,NPS
31702,s5,-1,NPS
31704,s7,-1,NPS
31707,s5,0,NPS
31708,s2,-1,NPS
31719,s2,-1,NPS
31720,s2,-1,NPS
31723,s3,-1,NPS
31730,s2,-1,NPS
31731,s3,-1,NPS
31731,s8,1,NPS
31732,s7,-1,NPS
31732,s7,-1,NPS
31743,s5,-1,NPS
31744,s7,0,NPS
31744,s7,-1,NPS
31752,s2,0,NPS
31761,s8,-1,NPS
31767,s3,1,NPS
31772,s5,-1,NPS
31779,s2,0,NPS
31781,s7,-1,NPS
31783,s3,0,NPS
31789,s5,-1,NPS
31790,s8,-1,NPS
31801,s7,0,NPS
31803,s3,-1,NPS
31804,s2,-1,NPS
31809,s5,-1,NPS
31813,s2,-1,NPS
31813,s7,-1,NPS
31813,s8,-1,NPS
31814,s3,-1,NPS
31823,s3,-1,NPS
31823,s5,1,NPS
31826,s2,-1,NPS
31826,s5,1,NPS
31830,s2,-1,NPS
31834,s2,-1,NPS
31839,s2,-1,NPS
31841,s3,-1,NPS
31844,s3,-1,NPS
31854,s8,0,NPS
31864,s5,-1,NPS
31864,s7,-1,NPS
31865,s3,-1,NPS
31866,s3,-1,NPS
31866,s8,-1,NPS
31870,s3,-1,NPS
31871,s3,-1,NPS
31872,s2,-1,NPS
31875,s5,-1,NPS
31877,s2,-1,NPS
31877,s7,1,NPS
31878,s2,-1,NPS
31878,s5,0,NPS
31878,s7,-1,NPS
31880,s3,-1,NPS
31880,s5,-1,NPS
31880,s8,-1,NPS
31881,s5,-1,NPS
31881,s7,-1,NPS
31882,s8,-1,NPS
31882,s7,-1,NPS
31886,s3,1,NPS
31886,s5,-1,NPS
31886,s8,1,NPS
31894,s2,-1,NPS
31896,s2,-1,NPS
31898,s2,-1,NPS
31902,s3,1,NPS
31904,s5,-1,NPS
31904,s8,-1,NPS
31905,s3,-1,NPS
31907,s2,-1,NPS
31909,s7,-1,NPS
31912,s3,-1,NPS
31914,s3,-1,NPS
31916,s3,-1,NPS
31919,s5,1,NPS
31922,s2,0,NPS
31922,s7,-1,NPS
31922,s8,-1,NPS
31927,s3,-1,NPS
31931,s7,-1,NPS
31931,s7,-1,NPS
31932,s7,1,NPS
31934,s8,-1,NPS
31934,s7,-1,NPS
31944,s3,1,NPS
31944,s5,-1,NPS
31945,s8,-1,NPS
31945,s3,-1,NPS
31947,s8,1,NPS
31957,s5,0,NPS
31957,s7,-1,NPS
31957,s8,-1,NPS
31959,s7,0,NPS
31959,s8,-1,NPS
31961,s5,-1,NPS
31964,s8,-1,NPS
31966,s7,-1,NPS
31966,s8,1,NPS
31973,s3,-1,NPS
31973,s7,-1,NPS
31973,s8,0,NPS
31978,s2,-1,NPS
31983,s5,-1,NPS
31983,s8,-1,NPS
31983,s2,0,NPS
31988,s2,-1,NPS
31988,s5,-1,NPS
31989,s2,-1,NPS
31989,s7,0,NPS
31990,s7,0,NPS
31991,s2,-1,NPS
31997,s3,1,NPS
31997,s7,-1,NPS
31997,s8,-1,NPS
32006,s7,-1,NPS
32006,s5,-1,NPS
32008,s2,0,NPS
32010,s2,-1,NPS
32012,s2,-1,NPS
32017,s2,-1,NPS
32017,s5,-1,NPS
32020,s7,-1,NPS
32022,s3,-1,NPS
32026,s3,-1,NPS
32028,s5,-1,NPS
32029,s2,0,NPS
32030,s8,-1,NPS
32034,s2,0,NPS
32035,s7,1,NPS
32036,s5,1,NPS
32038,s5,-1,NPS
32039,s2,-1,NPS
32042,s5,-1,NPS
32048,s3,-1,NPS
32049,s7,0,NPS
32049,s7,-1,NPS
32049,s5,-1,NPS
32054,s3,-1,NPS
32061,s2,-1,NPS
32064,s2,-1,NPS
32068,s3,-1,NPS
32069,s3,-1,NPS
32071,s3,-1,NPS
32071,s5,-1,NPS
32073,s3,-1,NPS
32075,s3,-1,NPS
32076,s3,0,NPS
32078,s5,-1,NPS
32081,s2,-1,NPS
32081,s7,0,NPS
32084,s8,1,NPS
32090,s3,-1,NPS
32091,s3,0,NPS
32095,s7,-1,NPS
32103,s2,-1,NPS
32104,s7,-1,NPS
32110,s5,-1,NPS
32111,s2,-1,NPS
32115,s5,-1,NPS
32116,s3,-1,NPS
32116,s5,1,NPS
32116,s7,-1,NPS
32116,s8,-1,NPS
32121,s8,-1,NPS
32124,s3,-1,NPS
32124,s7,1,NPS
32124,s5,-1,NPS
32126,s2,0,NPS
32128,s2,0,NPS
32129,s2,-1,NPS
32130,s3,0,NPS
32132,s3,-1,NPS
32142,s2,-1,NPS
32145,s5,-1,NPS
32145,s7,1,NPS
32145,s7,-1,NPS
32149,s2,-1,NPS
32152,s2,0,NPS
32155,s8,0,NPS
32156,s7,0,NPS
32160,s7,-1,NPS
32160,s7,-1,NPS
32172,s5,-1,NPS
32181,s3,0,NPS
32181,s5,-1,NPS
32181,s5,0,NPS
32182,s3,-1,NPS
32183,s5,-1,NPS
32183,s7,-1,NPS
32183,s8,-1,NPS
32183,s2,-1,NPS
32188,s8,-1,NPS
32189,s3,-1,NPS
32189,s5,-1,NPS
32190,s3,-1,NPS
32190,s5,-1,NPS
32190,s7,-1,NPS
32195,s7,-1,NPS
32195,s5,1,NPS
32195,s7,1,NPS
32195,s8,1,NPS
32201,s5,-1,NPS
32201,s7,-1,NPS
32201,s7,-1,NPS
32204,s5,-1,NPS
32206,s2,-1,NPS
32208,s5,-1,NPS
32213,s3,-1,NPS
32213,s7,-1,NPS
32215,s3,-1,NPS
32216,s2,-1,NPS
32219,s3,-1,NPS
32221,s3,-1,NPS
32225,s8,1,NPS
32227,s5,0,NPS
32234,s2,0,NPS
32236,s8,-1,NPS
32243,s3,-1,NPS
32246,s2,-1,NPS
32247,s5,-1,NPS
32248,s7,1,NPS
32248,s5,-1,NPS
32251,s2,0,NPS
32255,s2,-1,NPS
32256,s3,-1,NPS
32256,s5,0,NPS
32257,s2,-1,NPS
32263,s5,-1,NPS
32263,s7,0,NPS
32264,s7,0,NPS
32267,s3,1,NPS
32270,s5,-1,NPS
32272,s2,-1,NPS
32277,s3,-1,NPS
32278,s8,0,NPS
32279,s3,-1,NPS
32279,s8,0,NPS
32284,s5,0,NPS
32287,s8,-1,NPS
32292,s3,-1,NPS
32293,s8,0,NPS
32293,s3,-1,NPS
32296,s7,1,NPS
32297,s5,-1,NPS
32298,s8,-1,NPS
32298,s5,-1,NPS
32299,s3,1,NPS
32299,s5,-1,NPS
32303,s2,-1,NPS
32306,s5,-1,NPS
32309,s3,-1,NPS
32310,s7,0,NPS
32313,s2,-1,NPS
32317,s8,-1,NPS
32317,s3,-1,NPS
32317,s8,-1,NPS
32320,s2,-1,NPS
32320,s7,-1,NPS
32320,s8,-1,NPS
32321,s3,-1,NPS
32324,s3,-1,NPS
32325,s3,-1,NPS
32325,s5,-1,NPS
32325,s5,-1,NPS
32325,s7,-1,NPS
32331,s2,0,NPS
32331,s8,-1,NPS
32332,s7,-1,NPS
32332,s8,-1,NPS
32335,s5,1,NPS
32339,s7,1,NPS
32342,s3,-1,NPS
32351,s2,-1,NPS
32356,s2,-1,NPS
32367,s7,-1,NPS
32368,s2,-1,NPS
32370,s2,-1,NPS
32371,s2,-1,NPS
32377,s3,0,NPS
32377,s7,-1,NPS
32381,s5,-1,NPS
32381,s7,-1,NPS
32383,s2,-1,NPS
32383,s5,1,NPS
32386,s7,-1,NPS
32387,s2,-1,NPS
32389,s5,-1,NPS
32391,s3,-1,NPS
32394,s8,-1,NPS
32395,s2,-1,NPS
32395,s5,0,NPS
32396,s3,-1,NPS
32398,s5,-1,NPS
32398,s7,-1,NPS
32402,s7,0,NPS
32402,s7,-1,NPS
32402,s8,-1,NPS
32404,s7,-1,NPS
32409,s7,-1,NPS
32411,s5,-1,NPS
32412,s5,0,NPS
32412,s7,1,NPS
32417,s7,-1,NPS
32417,s7,-1,NPS
32419,s8,-1,NPS
32421,s5,-1,NPS
32421,s7,-1,NPS
32421,s7,0,NPS
32422,s3,-1,NPS
32422,s7,1,NPS
32426,s7,-1,NPS
32426,s8,-1,NPS
32427,s7,-1,NPS
32428,s2,-1,NPS
32429,s3,-1,NPS
32429,s7,-1,NPS
32429,s7,-1,NPS
32429,s7,1,NPS
32429,s8,-1,NPS
32437,s5,-1,NPS
32444,s8,1,NPS
32447,s5,-1,NPS
32447,s5,1,NPS
32452,s3,-1,NPS
32456,s2,-1,NPS
32458,s5,-1,NPS
32464,s5,-1,NPS
32465,s5,-1,NPS
32467,s7,-1,NPS
32469,s2,-1,NPS
32475,s2,0,NPS
32478,s7,-1,NPS
32478,s8,0,NPS
32480,s5,-1,NPS
32485,s7,1,NPS
32486,s2,-1,NPS
32487,s3,-1,NPS
32495,s2,-1,NPS
32502,s5,-1,NPS
32502,s5,-1,NPS
32504,s3,-1,NPS
32504,s5,-1,NPS
32504,s8,-1,NPS
32506,s7,-1,NPS
32506,s7,-1,NPS
32510,s8,-1,NPS
32511,s3,0,NPS
32511,s5,-1,NPS
32512,s5,-1,NPS
32513,s2,-1,NPS
32515,s5,0,NPS
32518,s7,1,NPS
32526,s2,-1,NPS
32528,s2,-1,NPS
32530,s3,-1,NPS
32531,s7,-1,NPS
32532,s5,-1,NPS
32535,s2,-1,NPS
32542,s3,-1,NPS
32543,s5,-1,NPS
32545,s3,-1,NPS
32554,s7,-1,NPS
32554,s8,0,NPS
32555,s8,-1,NPS
32563,s7,-1,NPS
32564,s8,-1,NPS
32565,s3,-1,NPS
32565,s7,-1,NPS
32571,s2,-1,NPS
32587,s7,-1,NPS
32587,s8,-1,NPS
32588,s7,0,NPS
32589,s3,-1,NPS
32593,s3,-1,NPS
32600,s5,0,NPS
32601,s5,-1,NPS
32602,s5,-1,NPS
32605,s5,-1,NPS
32605,s7,-1,NPS
32607,s3,-1,NPS
32607,s5,-1,NPS
32607,s7,0,NPS
32613,s5,-1,NPS
32613,s7,0,NPS
32613,s7,-1,NPS
32614,s3,-1,NPS
32615,s2,0,NPS
32619,s3,-1,NPS
32621,s5,-1,NPS
32622,s3,0,NPS
32631,s3,-1,NPS
32634,s7,-1,NPS
32638,s7,-1,NPS
32638,s8,1,NPS
32639,s5,-1,NPS
32644,s3,-1,NPS
32646,s2,0,NPS
32652,s3,-1,NPS
32652,s8,-1,NPS
32657,s2,-1,NPS
32657,s5,-1,NPS
32657,s7,-1,NPS
32669,s8,-1,NPS
32671,s5,-1,NPS
32678,s3,-1,NPS
32679,s3,-1,NPS
32681,s7,-1,NPS
32681,s7,-1,NPS
32681,s8,0,NPS
32693,s7,-1,NPS
32695,s3,-1,NPS
32699,s2,-1,NPS
32702,s5,0,NPS
32707,s2,0,NPS
32709,s5,-1,NPS
32709,s7,0,NPS
32710,s2,-1,NPS
32710,s7,1,NPS
32710,s8,-1,NPS
32711,s5,0,NPS
32718,s7,1,NPS
32719,s3,-1,NPS
32724,s5,-1,NPS
32729,s3,-1,NPS
32729,s7,-1,NPS
32731,s3,1,NPS
32734,s7,-1,NPS
32734,s7,-1,NPS
32735,s5,0,NPS
32736,s3,0,NPS
32737,s2,-1,NPS
32740,s2,-1,NPS
32742,s7,-1,NPS
32749,s3,0,NPS
32749,s7,0,NPS
32750,s2,0,NPS
32755,s2,0,NPS
32757,s5,-1,NPS
32757,s8,-1,NPS
32757,s7,-1,NPS
32758,s2,-1,NPS
32762,s5,-1,NPS
32767,s5,-1,NPS
32768,s5,-1,NPS
32773,s3,-1,NPS
32773,s5,-1,NPS
32776,s5,-1,NPS
32777,s7,-1,NPS
32777,s8,0,NPS
32780,s3,-1,NPS
32782,s8,0,NPS
32790,s7,-1,NPS
32792,s2,-1,NPS
32793,s2,-1,NPS
32801,s3,-1,NPS
32802,s7,-1,NPS
32805,s3,-1,NPS
32805,s7,0,NPS
32805,s7,-1,NPS
32805,s7,0,NPS
32808,s3,0,NPS
32811,s7,-1,NPS
32814,s5,-1,NPS
32815,s5,-1,NPS
32818,s5,-1,NPS
32818,s7,1,NPS
32819,s2,-1,NPS
32819,s7,-1,NPS
32821,s3,-1,NPS
32822,s7,1,NPS
32832,s8,-1,NPS
32836,s2,-1,NPS
32837,s3,-1,NPS
32837,s7,-1,NPS
32839,s3,-1,NPS
32843,s5,-1,NPS
32851,s3,-1,NPS
32851,s7,-1,NPS
32854,s2,-1,NPS
32856,s7,-1,NPS
32862,s2,-1,NPS
32864,s2,-1,NPS
32864,s7,1,NPS
32867,s2,-1,NPS
32867,s7,-1,NPS
32870,s5,-1,NPS
32870,s7,-1,NPS
32870,s5,-1,NPS
32880,s2,-1,NPS
32880,s7,-1,NPS
32885,s3,0,NPS
32889,s2,-1,NPS
32890,s3,-1,NPS
32890,s8,-1,NPS
32894,s5,-1,NPS
32897,s5,-1,NPS
32897,s7,1,NPS
32899,s5,-1,NPS
32902,s5,-1,NPS
32903,s2,-1,NPS
32905,s2,1,NPS
32908,s5,0,NPS
32909,s7,-1,NPS
32917,s3,-1,NPS
32918,s5,0,NPS
32923,s3,-1,NPS
32924,s8,-1,NPS
32924,s8,-1,NPS
32926,s2,-1,NPS
32927,s8,-1,NPS
32931,s3,-1,NPS
32932,s5,-1,NPS
32934,s5,-1,NPS
32940,s7,0,NPS
32940,s7,-1,NPS
32940,s8,-1,NPS
32941,s7,0,NPS
32943,s2,0,NPS
32943,s8,0,NPS
32947,s3,0,NPS
32947,s8,-1,NPS
32948,s3,-1,NPS
32948,s7,-1,NPS
32948,s7,-1,NPS
32948,s7,0,NPS
32951,s7,-1,NPS
32951,s8,-1,NPS
32953,s2,-1,NPS
32957,s7,0,NPS
32957,s5,-1,NPS
32958,s5,-1,NPS
32961,s5,-1,NPS
32961,s7,0,NPS
32961,s7,-1,NPS
32964,s2,-1,NPS
32964,s7,-1,NPS
32964,s5,-1,NPS
32964,s8,1,NPS
32966,s3,1,NPS
32974,s3,-1,NPS
32985,s7,-1,NPS
32989,s5,-1,NPS
32989,s7,0,NPS
32997,s5,0,NPS
32998,s7,-1,NPS
32998,s7,0,NPS
33004,s2,-1,NPS
33005,s7,-1,NPS
33007,s3,0,NPS
33007,s5,-1,NPS
33007,s5,1,NPS
33012,s2,0,NPS
33013,s7,-1,NPS
33016,s3,-1,NPS
33017,s3,-1,NPS
33019,s5,-1,NPS
33022,s5,1,NPS
33023,s5,0,NPS
33024,s5,0,NPS
33024,s7,0,NPS
33028,s5,-1,NPS
33033,s7,0,NPS
33038,s7,0,NPS
33038,s7,-1,NPS
33042,s2,-1,NPS
33043,s3,-1,NPS
33043,s5,0,NPS
33043,s7,-1,NPS
33050,s3,-1,NPS
33051,s2,1,NPS
33052,s5,-1,NPS
33053,s2,-1,NPS
33055,s7,0,NPS
33062,s7,-1,NPS
33062,s7,-1,NPS
33069,s5,-1,NPS
33069,s8,-1,NPS
33070,s5,-1,NPS
33070,s7,-1,NPS
33070,s7,0,NPS
33071,s3,0,NPS
33072,s3,0,NPS
33072,s5,-1,NPS
33076,s2,-1,NPS
33076,s7,-1,NPS
33076,s8,0,NPS
33080,s2,1,NPS
33085,s7,-1,NPS
33086,s2,-1,NPS
33094,s3,-1,NPS
33094,s5,-1,NPS
33095,s7,-1,NPS
33099,s5,-1,NPS
33102,s3,-1,NPS
33107,s2,-1,NPS
33111,s2,-1,NPS
33112,s2,-1,NPS
33114,s5,-1,NPS
33114,s8,-1,NPS
33120,s7,1,NPS
33120,s8,-1,NPS
33122,s3,-1,NPS
33134,s7,-1,NPS
33151,s3,-1,NPS
33152,s2,-1,NPS
33152,s5,0,NPS
33152,s7,-1,NPS
33152,s8,0,NPS
33159,s2,0,NPS
33162,s3,-1,NPS
33162,s5,-1,NPS
33165,s8,-1,NPS
33168,s3,-1,NPS
33173,s2,-1,NPS
33178,s2,-1,NPS
33181,s2,-1,NPS
33183,s5,-1,NPS
33184,s7,-1,NPS
33184,s5,-1,NPS
33184,s7,-1,NPS
33186,s2,-1,NPS
33187,s2,-1,NPS
33189,s3,-1,NPS
33189,s5,-1,NPS
33192,s7,-1,NPS
33196,s8,-1,NPS
33209,s7,-1,NPS
33213,s8,-1,NPS
33214,s3,-1,NPS
33221,s2,-1,NPS
33230,s5,1,NPS
33236,s3,-1,NPS
33238,s3,-1,NPS
33238,s5,0,NPS
33238,s7,-1,NPS
33243,s7,-1,NPS
33245,s3,-1,NPS
33245,s5,-1,NPS
33248,s3,-1,NPS
33248,s5,-1,NPS
33252,s7,-1,NPS
33252,s7,-1,NPS
33253,s2,0,NPS
33253,s5,-1,NPS
33259,s5,0,NPS
33259,s7,1,NPS
33268,s5,-1,NPS
33270,s3,0,NPS
33270,s5,0,NPS
33272,s5,0,NPS
33272,s7,-1,NPS
33274,s3,-1,NPS
33275,s3,-1,NPS
33281,s3,-1,NPS
33285,s7,-1,NPS
33289,s2,-1,NPS
33295,s7,-1,NPS
33297,s8,0,NPS
33301,s3,-1,NPS
33301,s5,0,NPS
33304,s3,-1,NPS
33305,s3,1,NPS
33305,s7,-1,NPS
33308,s7,-1,NPS
33309,s5,-1,NPS
33310,s2,-1,NPS
33311,s2,-1,NPS
33313,s3,-1,NPS
33316,s7,1,NPS
33320,s3,1,NPS
33322,s5,0,NPS
33324,s7,-1,NPS
33327,s3,-1,NPS
33331,s3,1,NPS
33331,s7,-1,NPS
33334,s5,-1,NPS
33334,s7,0,NPS
33334,s8,-1,NPS
33335,s8,-1,NPS
33350,s5,-1,NPS
33363,s2,-1,NPS
33364,s2,0,NPS
33367,s3,-1,NPS
33367,s5,0,NPS
33382,s7,-1,NPS
33382,s5,-1,NPS
33382,s7,-1,NPS
33384,s2,1,NPS
33388,s2,-1,NPS
33393,s5,-1,NPS
33397,s7,0,NPS
33399,s3,1,NPS
33399,s7,-1,NPS
33399,s8,1,NPS
33409,s8,-1,NPS
33410,s3,-1,NPS
33410,s7,-1,NPS
33412,s2,-1,NPS
33415,s3,0,NPS
33415,s5,-1,NPS
33415,s7,0,NPS
33415,s8,-1,NPS
33419,s3,0,NPS
33421,s7,-1,NPS
33429,s5,-1,NPS
33429,s7,-1,NPS
33429,s5,-1,NPS
33429,s7,-1,NPS
33429,s7,-1,NPS
33429,s5,-1,NPS
33429,s7,-1,NPS
33431,s5,-1,NPS
33433,s8,0,NPS
33435,s7,-1,NPS
33436,s8,0,NPS
33439,s3,-1,NPS
33440,s8,0,NPS
33441,s5,-1,NPS
33449,s2,-1,NPS
33461,s2,-1,NPS
33461,s5,1,NPS
33465,s2,-1,NPS
33471,s7,-1,NPS
33473,s3,-1,NPS
33477,s5,-1,NPS
33477,s8,-1,NPS
33478,s7,-1,NPS
33484,s2,-1,NPS
33485,s3,-1,NPS
33489,s3,0,NPS
33489,s5,-1,NPS
33493,s2,0,NPS
33503,s8,-1,NPS
33506,s2,0,NPS
33507,s3,0,NPS
33516,s2,-1,NPS
33523,s7,0,NPS
33523,s8,-1,NPS
33524,s7,-1,NPS
33529,s7,-1,NPS
33534,s2,-1,NPS
33534,s8,0,NPS
33537,s5,1,NPS
33537,s8,-1,NPS
33539,s7,-1,NPS
33539,s7,-1,NPS
33539,s7,0,NPS
33549,s5,1,NPS
33549,s8,0,NPS
33559,s2,-1,NPS
33561,s7,-1,NPS
33563,s3,0,NPS
33572,s2,0,NPS
33573,s2,-1,NPS
33577,s2,-1,NPS
33579,s2,-1,NPS
33580,s2,0,NPS
33582,s2,-1,NPS
33583,s5,1,NPS
33586,s3,1,NPS
33587,s2,1,NPS
33587,s7,-1,NPS
33587,s5,-1,NPS
33587,s7,-1,NPS
33588,s5,0,NPS
33589,s3,-1,NPS
33592,s7,-1,NPS
33594,s3,-1,NPS
33597,s2,-1,NPS
33600,s7,-1,NPS
33600,s8,0,NPS
33601,s5,-1,NPS
33601,s7,-1,NPS
33601,s8,0,NPS
33608,s3,-1,NPS
33614,s8,-1,NPS
33614,s2,-1,NPS
33617,s3,1,NPS
33617,s5,-1,NPS
33620,s2,-1,NPS
33634,s3,0,NPS
33642,s3,-1,NPS
33642,s7,0,NPS
33643,s8,-1,NPS
33643,s3,-1,NPS
33643,s7,-1,NPS
33650,s2,-1,NPS
33656,s2,-1,NPS
33667,s2,1,NPS
33676,s3,-1,NPS
33690,s7,-1,NPS
33690,s7,-1,NPS
33690,s7,-1,NPS
33690,s7,-1,NPS
33695,s2,1,NPS
33697,s7,-1,NPS
33698,s2,-1,NPS
33698,s7,-1,NPS
33708,s7,-1,NPS
33719,s3,-1,NPS
33719,s5,-1,NPS
33721,s3,-1,NPS
33723,s5,-1,NPS
33723,s3,-1,NPS
33738,s2,-1,NPS
33739,s2,-1,NPS
33741,s5,1,NPS
