rowNumber, PersonId, State, score, scoreName, Channel 
10129,12228,s5,10,CES,2
10130,12228,s5,10,NPS,2
10131,12232,s8,9,CES,0
10132,12232,s8,10,NPS,2
10133,12233,s2,7,CES,0
10134,12233,s2,9,NPS,1
10135,12248,s7,1,CES,2
10136,12248,s7,7,NPS,1
10137,12248,s7,7,CES,3
10138,12248,s7,8,NPS,1
10139,12248,s7,5,CES,0
10140,12248,s7,6,NPS,3
10141,12253,s2,1,CES,2
10142,12253,s2,1,NPS,1
10143,12254,s2,10,CES,2
10144,12254,s2,4,NPS,3
10145,12257,s3,10,CES,3
10146,12257,s3,10,NPS,3
10147,12263,s8,6,CES,3
10148,12263,s8,10,NPS,0
10149,12264,s2,3,CES,1
10150,12264,s2,3,NPS,2
10151,12265,s7,8,CES,1
10152,12265,s7,10,NPS,0
10153,12265,s8,7,CES,2
10154,12265,s8,7,NPS,2
10155,12267,s3,10,CES,1
10156,12267,s3,10,NPS,1
10157,12267,s7,7,CES,0
10158,12267,s7,10,NPS,3
10159,12268,s5,7,CES,1
10160,12268,s5,4,NPS,0
10161,12269,s2,6,CES,1
10162,12269,s2,4,NPS,2
10163,12271,s3,8,CES,3
10164,12271,s3,10,NPS,0
10165,12271,s5,5,CES,0
10166,12271,s5,10,NPS,1
10167,12272,s7,10,CES,1
10168,12272,s7,10,NPS,2
10169,12276,s2,7,CES,2
10170,12276,s2,4,NPS,2
10171,12278,s3,10,CES,1
10172,12278,s3,10,NPS,0
10173,12279,s8,4,CES,2
10174,12279,s8,10,NPS,1
10175,12285,s2,5,CES,0
10176,12285,s2,8,NPS,1
10177,12290,s2,9,CES,2
10178,12290,s2,1,NPS,0
10179,12290,s5,2,CES,2
10180,12290,s5,10,NPS,1
10181,12291,s3,10,CES,0
10182,12291,s3,10,NPS,1
10183,12291,s5,8,CES,2
10184,12291,s5,10,NPS,1
10185,12295,s3,10,CES,2
10186,12295,s3,7,NPS,3
10187,12297,s3,8,CES,1
10188,12297,s3,9,NPS,1
10189,12297,s7,7,CES,2
10190,12297,s7,3,NPS,0
10191,12298,s7,8,CES,0
10192,12298,s7,9,NPS,1
10193,12300,s5,10,CES,2
10194,12300,s5,8,NPS,3
10195,12301,s3,10,CES,3
10196,12301,s3,10,NPS,3
10197,12301,s5,8,CES,1
10198,12301,s5,10,NPS,1
10199,12301,s7,4,CES,2
10200,12301,s7,3,NPS,3
10201,12313,s3,6,CES,2
10202,12313,s3,9,NPS,0
10203,12313,s5,7,CES,2
10204,12313,s5,10,NPS,3
10205,12314,s2,6,CES,2
10206,12314,s2,6,NPS,3
10207,12316,s7,5,CES,0
10208,12316,s7,10,NPS,1
10209,12323,s3,10,CES,0
10210,12323,s3,8,NPS,0
10211,12326,s5,2,CES,0
10212,12326,s5,10,NPS,1
10213,12328,s7,3,CES,2
10214,12328,s7,10,NPS,0
10215,12331,s5,4,CES,3
10216,12331,s5,10,NPS,1
10217,12336,s3,5,CES,2
10218,12336,s3,10,NPS,3
10219,12340,s5,9,CES,3
10220,12340,s5,6,NPS,0
10221,12340,s8,4,CES,2
10222,12340,s8,6,NPS,2
10223,12343,s7,4,CES,0
10224,12343,s7,6,NPS,1
10225,12343,s5,1,CES,1
10226,12343,s5,4,NPS,2
10227,12351,s7,4,CES,2
10228,12351,s7,4,NPS,2
10229,12351,s8,3,CES,2
10230,12351,s8,5,NPS,0
10231,12357,s2,3,CES,0
10232,12357,s2,7,NPS,0
10233,12362,s2,6,CES,3
10234,12362,s2,4,NPS,2
10235,12366,s5,5,CES,3
10236,12366,s5,1,NPS,0
10237,12369,s5,4,CES,2
10238,12369,s5,8,NPS,2
10239,12372,s3,10,CES,3
10240,12372,s3,10,NPS,1
10241,12373,s5,5,CES,1
10242,12373,s5,10,NPS,1
10243,12373,s7,7,CES,2
10244,12373,s7,10,NPS,1
10245,12380,s7,10,CES,1
10246,12380,s7,10,NPS,0
10247,12383,s3,10,CES,1
10248,12383,s3,9,NPS,0
10249,12383,s5,7,CES,0
10250,12383,s5,10,NPS,2
10251,12383,s5,10,CES,3
10252,12383,s5,10,NPS,1
10253,12383,s7,9,CES,1
10254,12383,s7,4,NPS,0
10255,12390,s5,2,CES,2
10256,12390,s5,10,NPS,1
10257,12390,s7,8,CES,1
10258,12390,s7,10,NPS,0
10259,12391,s5,10,CES,0
10260,12391,s5,5,NPS,1
10261,12391,s7,7,CES,2
10262,12391,s7,1,NPS,0
10263,12391,s5,7,CES,0
10264,12391,s5,4,NPS,1
10265,12396,s7,1,CES,3
10266,12396,s7,1,NPS,3
10267,12406,s5,2,CES,2
10268,12406,s5,9,NPS,3
10269,12406,s7,9,CES,3
10270,12406,s7,9,NPS,3
10271,12406,s8,1,CES,0
10272,12406,s8,7,NPS,0
10273,12409,s7,3,CES,0
10274,12409,s7,10,NPS,2
10275,12414,s7,1,CES,3
10276,12414,s7,9,NPS,0
10277,12414,s8,5,CES,1
10278,12414,s8,10,NPS,3
10279,12415,s7,4,CES,2
10280,12415,s7,10,NPS,0
10281,12417,s3,10,CES,1
10282,12417,s3,10,NPS,3
10283,12417,s5,9,CES,1
10284,12417,s5,4,NPS,0
10285,12418,s7,4,CES,2
10286,12418,s7,8,NPS,2
10287,12419,s2,9,CES,0
10288,12419,s2,4,NPS,2
10289,12424,s3,10,CES,1
10290,12424,s3,10,NPS,1
10291,12424,s5,2,CES,3
10292,12424,s5,10,NPS,1
10293,12427,s2,3,CES,1
10294,12427,s2,6,NPS,2
10295,12428,s7,4,CES,1
10296,12428,s7,10,NPS,2
10297,12428,s8,2,CES,0
10298,12428,s8,10,NPS,1
10299,12430,s5,4,CES,0
10300,12430,s5,9,NPS,3
10301,12431,s8,3,CES,3
10302,12431,s8,8,NPS,0
10303,12441,s7,3,CES,2
10304,12441,s7,10,NPS,0
10305,12441,s8,2,CES,2
10306,12441,s8,10,NPS,1
10307,12446,s8,2,CES,1
10308,12446,s8,7,NPS,1
10309,12447,s5,8,CES,0
10310,12447,s5,10,NPS,3
10311,12449,s8,10,CES,0
10312,12449,s8,10,NPS,1
10313,12450,s2,2,CES,3
10314,12450,s2,4,NPS,3
10315,12451,s2,9,CES,1
10316,12451,s2,6,NPS,2
10317,12452,s2,10,CES,1
10318,12452,s2,1,NPS,0
10319,12452,s8,10,CES,0
10320,12452,s8,7,NPS,3
10321,12453,s3,8,CES,0
10322,12453,s3,10,NPS,1
10323,12456,s2,9,CES,0
10324,12456,s2,8,NPS,3
10325,12460,s5,3,CES,3
10326,12460,s5,6,NPS,1
10327,12463,s3,7,CES,1
10328,12463,s3,10,NPS,0
10329,12463,s5,8,CES,2
10330,12463,s5,10,NPS,0
10331,12465,s2,8,CES,3
10332,12465,s2,6,NPS,1
10333,12467,s2,3,CES,2
10334,12467,s2,4,NPS,1
10335,12475,s5,3,CES,0
10336,12475,s5,10,NPS,3
10337,12475,s7,9,CES,2
10338,12475,s7,1,NPS,2
10339,12481,s7,5,CES,3
10340,12481,s7,7,NPS,1
10341,12481,s8,7,CES,2
10342,12481,s8,6,NPS,1
10343,12485,s2,3,CES,0
10344,12485,s2,3,NPS,3
10345,12488,s5,1,CES,0
10346,12488,s5,4,NPS,0
10347,12490,s3,9,CES,0
10348,12490,s3,10,NPS,3
10349,12490,s7,9,CES,3
10350,12490,s7,1,NPS,2
10351,12491,s7,7,CES,2
10352,12491,s7,3,NPS,3
10353,12492,s7,8,CES,1
10354,12492,s7,10,NPS,3
10355,12492,s8,7,CES,3
10356,12492,s8,10,NPS,1
10357,12495,s2,2,CES,1
10358,12495,s2,1,NPS,2
10359,12498,s2,7,CES,3
10360,12498,s2,6,NPS,0
10361,12499,s2,6,CES,0
10362,12499,s2,3,NPS,3
10363,12509,s5,6,CES,1
10364,12509,s5,10,NPS,1
10365,12512,s2,8,CES,0
10366,12512,s2,1,NPS,2
10367,12516,s3,10,CES,2
10368,12516,s3,10,NPS,0
10369,12517,s5,9,CES,3
10370,12517,s5,7,NPS,0
10371,12517,s7,6,CES,2
10372,12517,s7,9,NPS,2
10373,12517,s8,1,CES,1
10374,12517,s8,10,NPS,1
10375,12518,s8,2,CES,0
10376,12518,s8,10,NPS,2
10377,12532,s2,10,CES,0
10378,12532,s2,10,NPS,2
10379,12533,s2,9,CES,0
10380,12533,s2,3,NPS,0
10381,12537,s3,10,CES,1
10382,12537,s3,10,NPS,0
10383,12538,s2,7,CES,2
10384,12538,s2,9,NPS,0
10385,12539,s3,8,CES,3
10386,12539,s3,10,NPS,0
10387,12539,s7,6,CES,2
10388,12539,s7,10,NPS,2
10389,12539,s8,5,CES,0
10390,12539,s8,8,NPS,2
10391,12540,s2,6,CES,0
10392,12540,s2,6,NPS,1
10393,12542,s5,2,CES,2
10394,12542,s5,10,NPS,3
10395,12545,s2,9,CES,3
10396,12545,s2,1,NPS,0
10397,12545,s5,9,CES,2
10398,12545,s5,3,NPS,2
10399,12552,s2,6,CES,0
10400,12552,s2,7,NPS,1
10401,12553,s5,9,CES,3
10402,12553,s5,10,NPS,1
10403,12553,s7,6,CES,0
10404,12553,s7,10,NPS,3
10405,12557,s5,1,CES,0
10406,12557,s5,2,NPS,3
10407,12558,s7,6,CES,1
10408,12558,s7,10,NPS,0
10409,12559,s7,7,CES,1
10410,12559,s7,10,NPS,3
10411,12570,s5,4,CES,0
10412,12570,s5,10,NPS,0
10413,12570,s7,7,CES,1
10414,12570,s7,7,NPS,0
10415,12573,s2,8,CES,1
10416,12573,s2,1,NPS,3
10417,12574,s3,8,CES,1
10418,12574,s3,10,NPS,0
10419,12580,s8,10,CES,3
10420,12580,s8,10,NPS,0
10421,12581,s2,10,CES,2
10422,12581,s2,2,NPS,1
10423,12589,s8,4,CES,2
10424,12589,s8,9,NPS,2
10425,12589,s3,10,CES,2
10426,12589,s3,10,NPS,0
10427,12590,s3,9,CES,0
10428,12590,s3,8,NPS,1
10429,12590,s5,4,CES,0
10430,12590,s5,10,NPS,3
10431,12594,s5,2,CES,2
10432,12594,s5,9,NPS,2
10433,12594,s7,8,CES,0
10434,12594,s7,10,NPS,2
10435,12596,s3,10,CES,1
10436,12596,s3,10,NPS,3
10437,12596,s7,1,CES,3
10438,12596,s7,4,NPS,3
10439,12596,s7,10,CES,2
10440,12596,s7,6,NPS,1
10441,12602,s3,6,CES,1
10442,12602,s3,10,NPS,0
10443,12602,s7,1,CES,2
10444,12602,s7,2,NPS,3
10445,12602,s7,8,CES,2
10446,12602,s7,4,NPS,0
10447,12602,s7,5,CES,1
10448,12602,s7,7,NPS,0
10449,12602,s7,8,CES,1
10450,12602,s7,10,NPS,1
10451,12607,s2,1,CES,0
10452,12607,s2,7,NPS,0
10453,12608,s2,4,CES,2
10454,12608,s2,8,NPS,1
10455,12609,s3,10,CES,0
10456,12609,s3,10,NPS,1
10457,12609,s7,5,CES,1
10458,12609,s7,10,NPS,2
10459,12609,s8,7,CES,1
10460,12609,s8,10,NPS,1
10461,12613,s5,9,CES,3
10462,12613,s5,8,NPS,1
10463,12613,s7,10,CES,2
10464,12613,s7,10,NPS,2
10465,12613,s8,3,CES,0
10466,12613,s8,10,NPS,1
10467,12615,s7,6,CES,1
10468,12615,s7,1,NPS,2
10469,12615,s5,3,CES,1
10470,12615,s5,3,NPS,3
10471,12615,s7,7,CES,1
10472,12615,s7,6,NPS,1
10473,12620,s5,6,CES,2
10474,12620,s5,2,NPS,1
10475,12625,s2,9,CES,2
10476,12625,s2,3,NPS,1
10477,12625,s5,2,CES,3
10478,12625,s5,10,NPS,3
10479,12625,s8,10,CES,1
10480,12625,s8,10,NPS,2
10481,12634,s3,5,CES,3
10482,12634,s3,10,NPS,3
10483,12636,s3,7,CES,3
10484,12636,s3,10,NPS,1
10485,12636,s5,2,CES,0
10486,12636,s5,10,NPS,0
10487,12636,s7,4,CES,3
10488,12636,s7,10,NPS,0
10489,12636,s7,9,CES,0
10490,12636,s7,7,NPS,1
10491,12636,s5,4,CES,2
10492,12636,s5,10,NPS,3
10493,12638,s5,9,CES,0
10494,12638,s5,10,NPS,0
10495,12638,s7,1,CES,3
10496,12638,s7,1,NPS,0
10497,12642,s3,10,CES,1
10498,12642,s3,10,NPS,3
10499,12644,s5,10,CES,2
10500,12644,s5,10,NPS,3
10501,12645,s2,10,CES,2
10502,12645,s2,5,NPS,3
10503,12648,s2,8,CES,0
10504,12648,s2,8,NPS,2
10505,12648,s5,10,CES,2
10506,12648,s5,9,NPS,3
10507,12648,s7,6,CES,2
10508,12648,s7,10,NPS,3
10509,12651,s5,10,CES,2
10510,12651,s5,6,NPS,1
10511,12652,s5,8,CES,1
10512,12652,s5,10,NPS,1
10513,12657,s5,7,CES,2
10514,12657,s5,4,NPS,0
10515,12657,s7,2,CES,2
10516,12657,s7,9,NPS,2
10517,12664,s5,5,CES,1
10518,12664,s5,10,NPS,0
10519,12674,s3,8,CES,0
10520,12674,s3,10,NPS,1
10521,12675,s7,10,CES,3
10522,12675,s7,10,NPS,2
10523,12676,s8,8,CES,1
10524,12676,s8,6,NPS,3
10525,12681,s3,4,CES,0
10526,12681,s3,10,NPS,1
10527,12682,s7,9,CES,1
10528,12682,s7,10,NPS,3
10529,12688,s3,8,CES,3
10530,12688,s3,10,NPS,0
10531,12688,s8,4,CES,1
10532,12688,s8,10,NPS,0
10533,12690,s3,6,CES,3
10534,12690,s3,10,NPS,3
10535,12690,s7,2,CES,3
10536,12690,s7,4,NPS,3
10537,12693,s2,8,CES,3
10538,12693,s2,1,NPS,2
10539,12695,s3,8,CES,0
10540,12695,s3,10,NPS,0
10541,12697,s3,5,CES,3
10542,12697,s3,10,NPS,1
10543,12698,s7,6,CES,2
10544,12698,s7,10,NPS,0
10545,12698,s8,8,CES,3
10546,12698,s8,10,NPS,1
10547,12700,s7,10,CES,3
10548,12700,s7,10,NPS,2
10549,12700,s5,2,CES,2
10550,12700,s5,10,NPS,0
10551,12701,s2,7,CES,0
10552,12701,s2,4,NPS,2
10553,12703,s3,9,CES,2
10554,12703,s3,8,NPS,3
10555,12710,s3,10,CES,0
10556,12710,s3,10,NPS,3
10557,12737,s3,10,CES,2
10558,12737,s3,10,NPS,3
10559,12737,s5,8,CES,1
10560,12737,s5,7,NPS,0
10561,12738,s2,7,CES,3
10562,12738,s2,6,NPS,2
10563,12740,s5,4,CES,0
10564,12740,s5,10,NPS,1
10565,12740,s7,2,CES,3
10566,12740,s7,7,NPS,1
10567,12740,s8,4,CES,2
10568,12740,s8,5,NPS,0
10569,12743,s3,10,CES,0
10570,12743,s3,10,NPS,0
10571,12750,s2,1,CES,2
10572,12750,s2,1,NPS,3
10573,12754,s7,7,CES,2
10574,12754,s7,4,NPS,2
10575,12754,s5,4,CES,1
10576,12754,s5,9,NPS,0
10577,12754,s7,8,CES,1
10578,12754,s7,7,NPS,2
10579,12754,s8,6,CES,1
10580,12754,s8,6,NPS,2
10581,12755,s5,5,CES,3
10582,12755,s5,10,NPS,0
10583,12765,s3,10,CES,2
10584,12765,s3,10,NPS,2
10585,12765,s5,2,CES,2
10586,12765,s5,10,NPS,3
10587,12765,s8,7,CES,1
10588,12765,s8,9,NPS,3
10589,12770,s3,7,CES,3
10590,12770,s3,10,NPS,1
10591,12770,s5,10,CES,1
10592,12770,s5,10,NPS,2
10593,12770,s8,2,CES,3
10594,12770,s8,10,NPS,3
10595,12771,s2,5,CES,1
10596,12771,s2,3,NPS,2
10597,12776,s2,7,CES,1
10598,12776,s2,3,NPS,0
10599,12780,s7,6,CES,1
10600,12780,s7,10,NPS,3
10601,12781,s3,10,CES,2
10602,12781,s3,10,NPS,3
10603,12782,s2,6,CES,2
10604,12782,s2,5,NPS,1
10605,12790,s5,10,CES,3
10606,12790,s5,7,NPS,1
10607,12790,s7,8,CES,3
10608,12790,s7,9,NPS,0
10609,12792,s3,8,CES,1
10610,12792,s3,7,NPS,1
10611,12792,s5,5,CES,2
10612,12792,s5,10,NPS,3
10613,12794,s2,6,CES,0
10614,12794,s2,6,NPS,3
10615,12795,s2,5,CES,3
10616,12795,s2,1,NPS,1
10617,12800,s5,1,CES,3
10618,12800,s5,6,NPS,2
10619,12802,s5,3,CES,3
10620,12802,s5,10,NPS,0
10621,12802,s7,9,CES,2
10622,12802,s7,10,NPS,2
10623,12803,s3,10,CES,3
10624,12803,s3,9,NPS,1
10625,12803,s5,5,CES,0
10626,12803,s5,10,NPS,2
10627,12803,s5,7,CES,2
10628,12803,s5,9,NPS,3
10629,12803,s7,10,CES,1
10630,12803,s7,10,NPS,2
10631,12804,s3,10,CES,2
10632,12804,s3,10,NPS,0
10633,12807,s2,6,CES,1
10634,12807,s2,2,NPS,3
10635,12809,s3,10,CES,1
10636,12809,s3,10,NPS,3
10637,12811,s7,1,CES,1
10638,12811,s7,10,NPS,0
10639,12819,s3,8,CES,2
10640,12819,s3,8,NPS,1
10641,12820,s2,5,CES,0
10642,12820,s2,5,NPS,2
10643,12822,s2,1,CES,2
10644,12822,s2,6,NPS,3
10645,12826,s3,9,CES,3
10646,12826,s3,10,NPS,3
10647,12826,s5,10,CES,3
10648,12826,s5,6,NPS,3
10649,12830,s5,7,CES,0
10650,12830,s5,5,NPS,1
10651,12833,s3,9,CES,0
10652,12833,s3,10,NPS,1
10653,12833,s8,6,CES,1
10654,12833,s8,10,NPS,1
10655,12835,s2,4,CES,0
10656,12835,s2,6,NPS,1
10657,12839,s7,10,CES,2
10658,12839,s7,8,NPS,0
10659,12841,s5,3,CES,0
10660,12841,s5,10,NPS,2
10661,12843,s5,7,CES,3
10662,12843,s5,10,NPS,0
10663,12844,s7,9,CES,1
10664,12844,s7,9,NPS,1
10665,12844,s8,2,CES,1
10666,12844,s8,10,NPS,2
10667,12847,s3,6,CES,3
10668,12847,s3,10,NPS,1
10669,12853,s8,10,CES,0
10670,12853,s8,10,NPS,0
10671,12859,s3,8,CES,0
10672,12859,s3,8,NPS,3
10673,12859,s5,2,CES,1
10674,12859,s5,10,NPS,2
10675,12865,s2,9,CES,0
10676,12865,s2,2,NPS,3
10677,12867,s8,4,CES,1
10678,12867,s8,10,NPS,2
10679,12876,s2,10,CES,1
10680,12876,s2,6,NPS,1
10681,12877,s3,9,CES,3
10682,12877,s3,9,NPS,2
10683,12877,s8,10,CES,1
10684,12877,s8,8,NPS,1
10685,12879,s5,4,CES,0
10686,12879,s5,6,NPS,1
10687,12888,s2,4,CES,0
10688,12888,s2,5,NPS,2
10689,12894,s3,10,CES,3
10690,12894,s3,7,NPS,3
10691,12894,s5,10,CES,3
10692,12894,s5,4,NPS,3
10693,12899,s7,9,CES,3
10694,12899,s7,10,NPS,2
10695,12908,s5,4,CES,1
10696,12908,s5,8,NPS,0
10697,12910,s5,9,CES,1
10698,12910,s5,10,NPS,2
10699,12910,s5,10,CES,3
10700,12910,s5,10,NPS,0
10701,12913,s2,8,CES,2
10702,12913,s2,1,NPS,0
10703,12913,s5,6,CES,1
10704,12913,s5,10,NPS,3
10705,12914,s2,9,CES,1
10706,12914,s2,5,NPS,1
10707,12917,s5,6,CES,1
10708,12917,s5,10,NPS,1
10709,12918,s2,5,CES,2
10710,12918,s2,1,NPS,2
10711,12919,s3,8,CES,1
10712,12919,s3,10,NPS,1
10713,12919,s7,2,CES,1
10714,12919,s7,10,NPS,0
10715,12922,s3,10,CES,2
10716,12922,s3,10,NPS,1
10717,12937,s3,8,CES,1
10718,12937,s3,10,NPS,2
10719,12937,s5,7,CES,2
10720,12937,s5,10,NPS,0
10721,12943,s5,2,CES,1
10722,12943,s5,8,NPS,3
10723,12944,s3,6,CES,3
10724,12944,s3,10,NPS,0
10725,12944,s7,10,CES,3
10726,12944,s7,10,NPS,3
10727,12946,s3,9,CES,3
10728,12946,s3,10,NPS,2
10729,12946,s5,5,CES,3
10730,12946,s5,6,NPS,1
10731,12946,s7,8,CES,3
10732,12946,s7,9,NPS,3
10733,12951,s3,9,CES,3
10734,12951,s3,7,NPS,3
10735,12953,s3,8,CES,2
10736,12953,s3,10,NPS,3
10737,12962,s3,10,CES,2
10738,12962,s3,10,NPS,3
10739,12966,s3,6,CES,2
10740,12966,s3,7,NPS,1
10741,12966,s5,7,CES,2
10742,12966,s5,4,NPS,3
10743,12966,s7,1,CES,0
10744,12966,s7,2,NPS,2
10745,12966,s5,8,CES,0
10746,12966,s5,7,NPS,2
10747,12971,s7,8,CES,1
10748,12971,s7,5,NPS,1
10749,12971,s7,9,CES,0
10750,12971,s7,10,NPS,0
10751,12971,s5,10,CES,1
10752,12971,s5,10,NPS,3
10753,12971,s7,10,CES,2
10754,12971,s7,10,NPS,2
10755,12972,s2,8,CES,1
10756,12972,s2,2,NPS,1
10757,12972,s5,1,CES,0
10758,12972,s5,10,NPS,0
10759,12975,s7,9,CES,0
10760,12975,s7,10,NPS,0
10761,12980,s3,8,CES,3
10762,12980,s3,6,NPS,2
10763,12983,s3,10,CES,3
10764,12983,s3,7,NPS,2
10765,12987,s5,5,CES,0
10766,12987,s5,5,NPS,2
10767,12987,s7,4,CES,3
10768,12987,s7,6,NPS,1
10769,13002,s5,2,CES,1
10770,13002,s5,10,NPS,1
10771,13002,s8,3,CES,3
10772,13002,s8,7,NPS,0
10773,13003,s2,7,CES,0
10774,13003,s2,9,NPS,1
10775,13006,s7,4,CES,1
10776,13006,s7,5,NPS,1
10777,13008,s3,7,CES,2
10778,13008,s3,10,NPS,1
10779,13010,s2,7,CES,1
10780,13010,s2,4,NPS,1
10781,13010,s5,10,CES,2
10782,13010,s5,5,NPS,1
10783,13014,s2,2,CES,2
10784,13014,s2,3,NPS,1
10785,13015,s2,4,CES,3
10786,13015,s2,1,NPS,2
10787,13015,s5,2,CES,3
10788,13015,s5,10,NPS,1
10789,13016,s3,10,CES,3
10790,13016,s3,10,NPS,3
10791,13018,s2,10,CES,3
10792,13018,s2,3,NPS,2
10793,13021,s2,6,CES,3
10794,13021,s2,6,NPS,1
10795,13022,s3,10,CES,0
10796,13022,s3,10,NPS,3
10797,13026,s3,8,CES,3
10798,13026,s3,9,NPS,3
10799,13026,s5,10,CES,1
10800,13026,s5,10,NPS,3
10801,13027,s3,10,CES,2
10802,13027,s3,8,NPS,0
10803,13030,s3,10,CES,3
10804,13030,s3,10,NPS,0
10805,13030,s5,3,CES,2
10806,13030,s5,10,NPS,2
10807,13030,s8,10,CES,1
10808,13030,s8,8,NPS,2
10809,13033,s5,3,CES,1
10810,13033,s5,9,NPS,1
10811,13033,s7,3,CES,1
10812,13033,s7,8,NPS,0
10813,13033,s5,7,CES,1
10814,13033,s5,5,NPS,3
10815,13033,s5,10,CES,2
10816,13033,s5,9,NPS,2
10817,13033,s7,8,CES,0
10818,13033,s7,2,NPS,3
10819,13037,s2,10,CES,1
10820,13037,s2,3,NPS,0
10821,13041,s7,3,CES,2
10822,13041,s7,9,NPS,3
10823,13043,s2,9,CES,1
10824,13043,s2,1,NPS,2
10825,13043,s7,1,CES,0
10826,13043,s7,5,NPS,3
10827,13046,s7,4,CES,0
10828,13046,s7,6,NPS,1
10829,13046,s8,8,CES,0
10830,13046,s8,8,NPS,1
10831,13051,s7,6,CES,2
10832,13051,s7,6,NPS,0
10833,13051,s7,7,CES,1
10834,13051,s7,4,NPS,1
10835,13051,s8,5,CES,0
10836,13051,s8,10,NPS,0
10837,13053,s3,8,CES,3
10838,13053,s3,10,NPS,2
10839,13063,s5,6,CES,3
10840,13063,s5,6,NPS,0
10841,13063,s7,6,CES,1
10842,13063,s7,8,NPS,3
10843,13063,s5,9,CES,0
10844,13063,s5,5,NPS,1
10845,13064,s2,5,CES,2
10846,13064,s2,1,NPS,1
10847,13070,s2,7,CES,0
10848,13070,s2,3,NPS,3
10849,13072,s3,10,CES,0
10850,13072,s3,10,NPS,1
10851,13075,s2,1,CES,3
10852,13075,s2,2,NPS,3
10853,13075,s8,2,CES,1
10854,13075,s8,8,NPS,2
10855,13077,s3,5,CES,0
10856,13077,s3,10,NPS,1
10857,13086,s8,9,CES,2
10858,13086,s8,10,NPS,1
10859,13096,s3,10,CES,1
10860,13096,s3,10,NPS,1
10861,13096,s5,10,CES,2
10862,13096,s5,10,NPS,3
10863,13099,s7,2,CES,1
10864,13099,s7,10,NPS,2
10865,13104,s2,4,CES,1
10866,13104,s2,2,NPS,0
10867,13104,s5,3,CES,1
10868,13104,s5,10,NPS,3
10869,13104,s7,9,CES,1
10870,13104,s7,6,NPS,1
10871,13105,s8,5,CES,2
10872,13105,s8,10,NPS,1
10873,13112,s5,10,CES,1
10874,13112,s5,8,NPS,1
10875,13112,s8,6,CES,1
10876,13112,s8,10,NPS,1
10877,13114,s2,8,CES,2
10878,13114,s2,7,NPS,0
10879,13115,s7,9,CES,0
10880,13115,s7,10,NPS,0
10881,13119,s3,10,CES,2
10882,13119,s3,10,NPS,1
10883,13119,s5,6,CES,3
10884,13119,s5,5,NPS,2
10885,13122,s5,4,CES,1
10886,13122,s5,9,NPS,1
10887,13123,s3,9,CES,0
10888,13123,s3,10,NPS,1
10889,13123,s5,4,CES,3
10890,13123,s5,10,NPS,1
10891,13123,s7,10,CES,2
10892,13123,s7,10,NPS,0
10893,13125,s3,7,CES,1
10894,13125,s3,9,NPS,3
10895,13133,s3,10,CES,3
10896,13133,s3,10,NPS,1
10897,13139,s5,10,CES,1
10898,13139,s5,9,NPS,2
10899,13147,s2,5,CES,0
10900,13147,s2,1,NPS,0
10901,13149,s7,3,CES,1
10902,13149,s7,6,NPS,2
10903,13151,s3,10,CES,3
10904,13151,s3,10,NPS,3
10905,13155,s5,4,CES,0
10906,13155,s5,6,NPS,3
10907,13155,s5,10,CES,2
10908,13155,s5,10,NPS,3
10909,13155,s8,10,CES,3
10910,13155,s8,10,NPS,2
10911,13160,s2,2,CES,0
10912,13160,s2,4,NPS,3
10913,13162,s3,8,CES,3
10914,13162,s3,10,NPS,2
10915,13162,s5,10,CES,2
10916,13162,s5,10,NPS,0
10917,13163,s5,6,CES,2
10918,13163,s5,7,NPS,3
10919,13169,s2,5,CES,2
10920,13169,s2,6,NPS,3
10921,13170,s2,1,CES,2
10922,13170,s2,2,NPS,0
10923,13171,s3,4,CES,1
10924,13171,s3,10,NPS,3
10925,13173,s3,5,CES,2
10926,13173,s3,10,NPS,3
10927,13173,s7,5,CES,0
10928,13173,s7,10,NPS,2
10929,13176,s3,10,CES,3
10930,13176,s3,10,NPS,1
10931,13176,s5,4,CES,1
10932,13176,s5,10,NPS,0
10933,13176,s7,9,CES,2
10934,13176,s7,9,NPS,3
10935,13176,s5,9,CES,1
10936,13176,s5,10,NPS,0
10937,13176,s7,3,CES,0
10938,13176,s7,10,NPS,3
10939,13181,s5,4,CES,2
10940,13181,s5,8,NPS,0
10941,13182,s2,9,CES,2
10942,13182,s2,7,NPS,1
10943,13184,s2,3,CES,0
10944,13184,s2,8,NPS,1
10945,13193,s2,7,CES,2
10946,13193,s2,6,NPS,0
10947,13196,s7,7,CES,1
10948,13196,s7,3,NPS,2
10949,13197,s3,5,CES,1
10950,13197,s3,10,NPS,1
10951,13199,s5,8,CES,1
10952,13199,s5,10,NPS,3
10953,13204,s8,5,CES,1
10954,13204,s8,9,NPS,3
10955,13207,s3,5,CES,1
10956,13207,s3,10,NPS,1
10957,13208,s5,7,CES,2
10958,13208,s5,10,NPS,0
10959,13211,s3,10,CES,3
10960,13211,s3,10,NPS,1
10961,13211,s7,8,CES,0
10962,13211,s7,6,NPS,1
10963,13211,s8,10,CES,2
10964,13211,s8,10,NPS,2
10965,13216,s2,8,CES,3
10966,13216,s2,5,NPS,1
10967,13221,s7,7,CES,3
10968,13221,s7,5,NPS,2
10969,13225,s3,10,CES,3
10970,13225,s3,10,NPS,3
10971,13225,s7,10,CES,0
10972,13225,s7,10,NPS,0
10973,13225,s8,10,CES,0
10974,13225,s8,10,NPS,3
10975,13228,s7,4,CES,0
