rowNumber,PersonId,Price,Objects, State 
11342,15986,-303,6,s5
11343,15990,444,2,s5
11344,15990,444,2,s5
11345,15994,444,0,s5
11346,15994,-444,0,s5
11347,15995,194,4,s5
11348,15995,-194,4,s5
11349,15995,194,0,s5
11350,15995,194,0,s5
11351,15995,-194,0,s5
11352,15995,-194,0,s5
11353,16006,94,0,s5
11354,16006,94,0,s5
11355,16006,-94,0,s5
11356,16009,138,6,s5
11357,16010,234,10,s5
11358,16019,468,4,s5
11359,16019,-468,4,s5
11360,16028,428,2,s5
11361,16030,294,4,s5
11362,16030,-294,4,s5
11363,16030,294,0,s5
11364,16030,-294,0,s5
11365,16034,197,0,s5
11366,16034,-197,0,s5
11367,16035,539,2,s5
11368,16035,-539,2,s5
11369,16035,-539,0,s5
11370,16039,180,2,s5
11371,16039,-180,2,s5
11372,16039,-180,0,s5
11373,16048,106,2,s5
11374,16050,343,4,s5
11375,16050,343,4,s5
11376,16050,343,4,s5
11377,16050,-343,4,s5
11378,16050,343,0,s5
11379,16050,-343,0,s5
11380,16055,83,4,s5
11381,16055,-83,4,s5
11382,16057,83,0,s5
11383,16061,482,2,s5
11384,16061,-482,2,s5
11385,16084,523,2,s5
11386,16084,-523,2,s5
11387,16086,426,0,s5
11388,16087,86,2,s5
11389,16087,-86,2,s5
11390,16087,86,0,s5
11391,16087,86,0,s5
11392,16087,-86,0,s5
11393,16087,86,0,s5
11394,16087,-86,0,s5
11395,16091,86,0,s5
11396,16098,86,0,s5
11397,16098,-86,0,s5
11398,16098,-86,0,s5
11399,16098,86,0,s5
11400,16098,-86,0,s5
11401,16103,474,0,s5
11402,16103,-474,0,s5
11403,16103,474,0,s5
11404,16103,-474,0,s5
11405,16107,474,0,s5
11406,16108,396,6,s5
11407,16108,396,6,s5
11408,16108,-396,6,s5
11409,16110,396,0,s5
11410,16116,598,2,s5
11411,16121,470,4,s5
11412,16121,470,4,s5
11413,16121,-470,4,s5
11414,16121,470,0,s5
11415,16121,-470,0,s5
11416,16122,465,5,s5
11417,16123,588,2,s5
11418,16123,-588,2,s5
11419,16123,-588,0,s5
11420,16126,588,0,s5
11421,16126,-588,0,s5
11422,16126,588,0,s5
11423,16126,-588,0,s5
11424,16127,588,0,s5
11425,16130,468,2,s5
11426,16130,-468,2,s5
11427,16130,-468,0,s5
11428,16132,164,6,s5
11429,16132,-164,6,s5
11430,16132,-164,0,s5
11431,16134,352,4,s5
11432,16134,-352,4,s5
11433,16134,-352,0,s5
11434,16137,496,2,s5
11435,16137,-496,2,s5
11436,16138,496,0,s5
11437,16138,496,0,s5
11438,16143,132,6,s5
11439,16143,-132,6,s5
11440,16144,469,2,s5
11441,16148,100,2,s5
11442,16149,100,0,s5
11443,16149,-100,0,s5
11444,16149,-100,0,s5
11445,16154,317,0,s5
11446,16156,317,0,s5
11447,16159,317,0,s5
11448,16159,-317,0,s5
11449,16162,249,2,s5
11450,16167,249,0,s5
11451,16168,249,0,s5
11452,16169,535,4,s5
11453,16169,-535,4,s5
11454,16169,-535,0,s5
11455,16171,496,2,s5
11456,16171,-496,2,s5
11457,16171,496,0,s5
11458,16171,-496,0,s5
11459,16171,496,0,s5
11460,16171,-496,0,s5
11461,16172,496,0,s5
11462,16172,496,0,s5
11463,16174,496,0,s5
11464,16174,496,0,s5
11465,16176,249,2,s5
11466,16176,-249,2,s5
11467,16178,150,6,s5
11468,16178,-150,6,s5
11469,16183,433,0,s5
11470,16183,-433,0,s5
11471,16183,-433,0,s5
11472,16188,340,2,s5
11473,16188,-340,2,s5
11474,16188,-340,0,s5
11475,16188,-340,0,s5
11476,16189,76,2,s5
11477,16190,436,2,s5
11478,16190,436,2,s5
11479,16192,183,2,s5
11480,16192,-183,2,s5
11481,16192,-183,0,s5
11482,16201,446,0,s5
11483,16201,-446,0,s5
11484,16201,446,0,s5
11485,16203,446,0,s5
11486,16203,-446,0,s5
11487,16203,-446,0,s5
11488,16204,446,0,s5
11489,16207,393,6,s5
11490,16207,-393,6,s5
11491,16214,263,4,s5
11492,16214,-263,4,s5
11493,16216,263,0,s5
11494,16230,157,2,s5
11495,16230,-157,2,s5
11496,16230,-157,0,s5
11497,16235,157,0,s5
11498,16235,-157,0,s5
11499,16236,157,0,s5
11500,16236,-157,0,s5
11501,16244,371,10,s5
11502,16248,371,0,s5
11503,16248,371,0,s5
11504,16256,209,2,s5
11505,16256,-209,2,s5
11506,16256,-209,0,s5
11507,16259,119,2,s5
11508,16259,-119,2,s5
11509,16262,119,0,s5
11510,16263,577,2,s5
11511,16263,-577,2,s5
11512,16264,577,0,s5
11513,16264,577,0,s5
11514,16265,201,3,s5
11515,16265,-201,3,s5
11516,16266,538,4,s5
11517,16267,257,2,s5
11518,16267,-257,2,s5
11519,16267,-257,0,s5
11520,16270,294,2,s5
11521,16270,-294,2,s5
11522,16273,294,0,s5
11523,16273,294,0,s5
11524,16275,294,0,s5
11525,16276,240,2,s5
11526,16276,-240,2,s5
11527,16276,240,0,s5
11528,16276,-240,0,s5
11529,16276,240,0,s5
11530,16276,-240,0,s5
11531,16279,294,4,s5
11532,16279,-294,4,s5
11533,16283,116,4,s5
11534,16283,-116,4,s5
11535,16283,-116,0,s5
11536,16283,116,0,s5
11537,16283,-116,0,s5
11538,16283,-116,0,s5
11539,16288,116,0,s5
11540,16288,-116,0,s5
11541,16293,415,2,s5
11542,16293,-415,2,s5
11543,16296,494,2,s5
11544,16298,289,0,s5
11545,16301,181,6,s5
11546,16301,-181,6,s5
11547,16303,305,2,s5
11548,16303,305,2,s5
11549,16303,-305,2,s5
11550,16307,204,0,s5
11551,16311,84,4,s5
11552,16311,-84,4,s5
11553,16312,326,2,s5
11554,16312,326,2,s5
11555,16312,-326,2,s5
11556,16312,326,0,s5
11557,16312,-326,0,s5
11558,16314,326,0,s5
11559,16315,469,2,s5
11560,16319,469,0,s5
11561,16321,469,0,s5
11562,16321,469,0,s5
11563,16321,-469,0,s5
11564,16324,469,0,s5
11565,16324,469,0,s5
11566,16324,-469,0,s5
11567,16332,220,2,s5
11568,16332,220,2,s5
11569,16332,-220,2,s5
11570,16332,-220,0,s5
11571,16338,519,2,s5
11572,16338,-519,2,s5
11573,16342,403,0,s5
11574,16344,132,8,s5
11575,16344,-132,8,s5
11576,16345,132,0,s5
11577,16345,132,0,s5
11578,16345,-132,0,s5
11579,16350,132,0,s5
11580,16350,-132,0,s5
11581,16355,97,2,s5
11582,16355,-97,2,s5
11583,16357,542,2,s5
11584,16357,-542,2,s5
11585,16357,-542,0,s5
11586,16358,542,0,s5
11587,16359,542,0,s5
11588,16363,532,2,s5
11589,16363,-532,2,s5
11590,16364,532,0,s5
11591,16364,532,0,s5
11592,16364,-532,0,s5
11593,16365,532,1,s5
11594,16365,-532,1,s5
11595,16366,377,6,s5
11596,16366,-377,6,s5
11597,16368,375,4,s5
11598,16368,375,4,s5
11599,16368,375,4,s5
11600,16368,-375,4,s5
11601,16371,364,0,s5
11602,16371,-364,0,s5
11603,16371,-364,0,s5
11604,16375,364,0,s5
11605,16375,-364,0,s5
11606,16375,-364,0,s5
11607,16379,294,2,s5
11608,16387,341,0,s5
11609,16387,-341,0,s5
11610,16388,117,4,s5
11611,16390,117,0,s5
11612,16390,117,0,s5
11613,16391,258,5,s5
11614,16391,-258,5,s5
11615,16392,197,4,s5
11616,16392,-197,4,s5
11617,16394,189,8,s5
11618,16394,-189,8,s5
11619,16397,137,4,s5
11620,16409,224,0,s5
11621,16409,-224,0,s5
11622,16410,224,0,s5
11623,16418,597,0,s5
11624,16418,597,0,s5
11625,16423,597,0,s5
11626,16429,151,8,s5
11627,16429,-151,8,s5
11628,16431,259,2,s5
11629,16431,259,2,s5
11630,16433,259,0,s5
11631,16433,-259,0,s5
11632,16439,491,2,s5
11633,16439,-491,2,s5
11634,16440,133,2,s5
11635,16440,-133,2,s5
11636,16440,-133,0,s5
11637,16443,113,6,s5
11638,16443,113,6,s5
11639,16443,-113,6,s5
11640,16443,-113,0,s5
11641,16443,-113,0,s5
11642,16444,113,1,s5
11643,16444,-113,1,s5
11644,16446,113,0,s5
11645,16446,-113,0,s5
11646,16451,341,2,s5
11647,16451,-341,2,s5
11648,16456,255,0,s5
11649,16457,255,0,s5
11650,16457,-255,0,s5
11651,16466,522,0,s5
11652,16466,-522,0,s5
11653,16467,276,4,s5
11654,16467,-276,4,s5
11655,16472,276,0,s5
11656,16472,-276,0,s5
11657,16477,359,2,s5
11658,16479,359,0,s5
11659,16479,-359,0,s5
11660,16479,359,0,s5
11661,16480,440,4,s5
11662,16480,-440,4,s5
11663,16480,440,0,s5
11664,16480,440,0,s5
11665,16480,-440,0,s5
11666,16482,373,6,s5
11667,16482,373,6,s5
11668,16484,373,0,s5
11669,16484,373,0,s5
11670,16484,373,0,s5
11671,16484,-373,0,s5
11672,16487,373,0,s5
11673,16487,-373,0,s5
11674,16487,-373,0,s5
11675,16488,321,6,s5
11676,16488,-321,6,s5
11677,16488,321,0,s5
11678,16488,-321,0,s5
11679,16488,321,0,s5
11680,16488,-321,0,s5
11681,16489,165,4,s5
11682,16490,165,0,s5
11683,16491,165,0,s5
11684,16500,430,2,s5
11685,16500,-430,2,s5
11686,16500,-430,0,s5
11687,16501,412,8,s5
11688,16501,-412,8,s5
11689,16501,-412,0,s5
11690,16504,378,2,s5
11691,16504,378,2,s5
11692,16504,-378,2,s5
11693,16507,378,0,s5
11694,16507,-378,0,s5
11695,16510,120,0,s5
11696,16510,-120,0,s5
11697,16513,144,2,s5
11698,16513,-144,2,s5
11699,16518,144,0,s5
11700,16519,144,0,s5
11701,16519,-144,0,s5
11702,16519,-144,0,s5
11703,16525,172,2,s5
11704,16525,-172,2,s5
11705,16528,337,2,s5
11706,16528,-337,2,s5
11707,16529,281,2,s5
11708,16529,-281,2,s5
11709,16529,281,0,s5
11710,16529,-281,0,s5
11711,16529,281,0,s5
11712,16529,-281,0,s5
11713,16532,281,0,s5
11714,16532,-281,0,s5
11715,16532,281,0,s5
11716,16541,406,0,s5
11717,16548,406,0,s5
11718,16548,-406,0,s5
11719,16562,109,0,s5
11720,16569,306,12,s5
11721,16569,-306,12,s5
11722,16569,306,0,s5
11723,16569,-306,0,s5
11724,16570,306,0,s5
11725,16570,-306,0,s5
11726,16570,306,0,s5
11727,16570,-306,0,s5
11728,16571,196,2,s5
11729,16571,-196,2,s5
11730,16576,274,0,s5
11731,16576,-274,0,s5
11732,16576,274,0,s5
11733,16576,-274,0,s5
11734,16578,222,4,s5
11735,16578,222,4,s5
11736,16578,-222,4,s5
11737,16579,222,1,s5
11738,16579,-222,1,s5
11739,16580,144,4,s5
11740,16581,79,6,s5
11741,16581,79,6,s5
11742,16582,79,1,s5
11743,16582,-79,1,s5
11744,16588,453,2,s5
11745,16588,-453,2,s5
11746,16589,453,0,s5
11747,16591,78,2,s5
11748,16591,78,2,s5
11749,16591,-78,2,s5
11750,16591,78,0,s5
11751,16591,-78,0,s5
11752,16591,-78,0,s5
11753,16592,78,1,s5
11754,16592,-78,1,s5
11755,16593,78,0,s5
11756,16593,-78,0,s5
11757,16593,-78,0,s5
11758,16594,78,0,s5
11759,16597,585,2,s5
11760,16597,-585,2,s5
11761,16612,119,2,s5
11762,16612,119,2,s5
11763,16612,-119,2,s5
11764,16612,119,0,s5
11765,16620,447,2,s5
11766,16620,-447,2,s5
11767,16626,447,0,s5
11768,16626,-447,0,s5
11769,16626,447,0,s5
11770,16626,-447,0,s5
11771,16626,-447,0,s5
11772,16628,447,0,s5
11773,16628,-447,0,s5
11774,16628,447,0,s5
11775,16628,-447,0,s5
11776,16630,81,4,s5
11777,16630,-81,4,s5
11778,16632,81,0,s5
11779,16633,198,2,s5
11780,16633,-198,2,s5
11781,16637,198,0,s5
11782,16637,-198,0,s5
11783,16642,198,0,s5
11784,16643,436,2,s5
11785,16643,-436,2,s5
11786,16643,436,0,s5
11787,16643,-436,0,s5
11788,16643,-436,0,s5
11789,16647,280,4,s5
11790,16647,-280,4,s5
11791,16647,-280,0,s5
11792,16648,515,4,s5
11793,16648,515,4,s5
11794,16651,304,4,s5
11795,16651,304,4,s5
11796,16654,174,4,s5
11797,16654,174,4,s5
11798,16657,174,0,s5
11799,16657,174,0,s5
11800,16661,108,0,s5
11801,16662,108,0,s5
11802,16662,-108,0,s5
11803,16671,535,6,s5
11804,16671,-535,6,s5
11805,16675,535,0,s5
11806,16676,535,0,s5
11807,16677,108,4,s5
11808,16677,-108,4,s5
11809,16680,105,4,s5
11810,16680,-105,4,s5
11811,16687,238,2,s5
11812,16687,-238,2,s5
11813,16687,-238,0,s5
11814,16687,238,0,s5
11815,16687,-238,0,s5
11816,16690,313,2,s5
11817,16690,-313,2,s5
11818,16690,-313,0,s5
11819,16697,313,0,s5
11820,16697,-313,0,s5
11821,16698,592,4,s5
11822,16709,379,2,s5
11823,16709,-379,2,s5
11824,16709,-379,0,s5
11825,16710,504,2,s5
11826,16710,-504,2,s5
11827,16710,504,0,s5
11828,16710,-504,0,s5
11829,16710,-504,0,s5
11830,16711,504,0,s5
11831,16711,-504,0,s5
11832,16711,504,0,s5
11833,16711,-504,0,s5
11834,16712,101,2,s5
11835,16712,-101,2,s5
11836,16715,101,0,s5
11837,16720,356,8,s5
11838,16720,-356,8,s5
11839,16720,-356,0,s5
11840,16725,356,0,s5
11841,16725,-356,0,s5
11842,16725,-356,0,s5
11843,16726,356,0,s5
11844,16726,-356,0,s5
11845,16726,-356,0,s5
11846,16728,356,0,s5
11847,16728,356,0,s5
11848,16737,512,0,s5
11849,16737,-512,0,s5
11850,16737,-512,0,s5
11851,16739,276,4,s5
11852,16758,371,4,s5
11853,16758,371,4,s5
11854,16759,94,5,s5
11855,16759,-94,5,s5
11856,16760,191,2,s5
11857,16770,575,4,s5
11858,16770,-575,4,s5
11859,16771,575,0,s5
11860,16775,575,0,s5
11861,16775,-575,0,s5
11862,16778,526,2,s5
11863,16781,165,2,s5
11864,16781,-165,2,s5
11865,16798,391,2,s5
11866,16798,-391,2,s5
11867,16803,285,2,s5
11868,16807,245,6,s5
11869,16807,-245,6,s5
11870,16811,245,0,s5
11871,16811,-245,0,s5
11872,16819,347,2,s5
11873,16819,-347,2,s5
11874,16824,381,0,s5
11875,16825,381,0,s5
11876,16825,-381,0,s5
11877,16829,591,2,s5
11878,16829,-591,2,s5
11879,16831,196,2,s5
11880,16831,-196,2,s5
11881,16831,196,0,s5
11882,16831,-196,0,s5
11883,16831,-196,0,s5
11884,16831,196,0,s5
11885,16831,-196,0,s5
11886,16832,196,0,s5
11887,16834,196,0,s5
11888,16834,-196,0,s5
11889,16834,-196,0,s5
11890,16835,171,16,s5
11891,16835,-171,16,s5
11892,16835,171,0,s5
11893,16835,-171,0,s5
11894,16835,171,0,s5
11895,16835,-171,0,s5
11896,16836,171,0,s5
11897,16836,-171,0,s5
11898,16836,-171,0,s5
11899,16839,171,0,s5
11900,16839,-171,0,s5
11901,16844,384,0,s5
11902,16845,95,6,s5
11903,16845,-95,6,s5
11904,16845,-95,0,s5
11905,16846,95,0,s5
11906,16849,95,0,s5
11907,16854,95,0,s5
11908,16856,204,6,s5
11909,16856,-204,6,s5
11910,16857,204,0,s5
11911,16857,204,0,s5
11912,16857,-204,0,s5
11913,16861,528,8,s5
11914,16861,-528,8,s5
11915,16861,-528,0,s5
11916,16862,528,0,s5
11917,16863,528,0,s5
11918,16865,297,2,s5
11919,16865,-297,2,s5
11920,16865,297,0,s5
11921,16865,-297,0,s5
11922,16870,207,2,s5
11923,16873,220,2,s5
11924,16873,220,2,s5
11925,16873,-220,2,s5
11926,16875,476,6,s5
11927,16875,-476,6,s5
11928,16882,486,2,s5
11929,16882,-486,2,s5
11930,16882,486,0,s5
11931,16882,-486,0,s5
11932,16882,-486,0,s5
11933,16884,404,2,s5
11934,16884,-404,2,s5
11935,16884,-404,0,s5
11936,16884,404,0,s5
11937,16884,-404,0,s5
11938,16884,-404,0,s5
11939,16885,394,2,s5
11940,16885,-394,2,s5
11941,16886,394,0,s5
11942,16886,-394,0,s5
11943,16886,394,0,s5
11944,16890,486,4,s5
11945,16890,-486,4,s5
11946,16890,486,0,s5
11947,16890,-486,0,s5
11948,16890,-486,0,s5
11949,16901,486,0,s5
11950,16901,-486,0,s5
11951,16903,357,10,s5
11952,16903,-357,10,s5
11953,16903,-357,0,s5
11954,16906,346,2,s5
11955,16906,-346,2,s5
11956,16914,166,4,s5
11957,16914,-166,4,s5
11958,16914,-166,0,s5
11959,16916,164,0,s5
11960,16916,164,0,s5
11961,16916,-164,0,s5
11962,16916,-164,0,s5
11963,16917,164,1,s5
11964,16922,185,6,s5
11965,16924,116,2,s5
11966,16924,-116,2,s5
11967,16925,106,8,s5
11968,16925,-106,8,s5
11969,16931,441,6,s5
11970,16935,187,2,s5
11971,16935,-187,2,s5
11972,16935,187,0,s5
11973,16935,-187,0,s5
11974,16940,586,4,s5
11975,16940,-586,4,s5
11976,16941,586,0,s5
11977,16942,309,2,s5
11978,16942,-309,2,s5
11979,16942,-309,0,s5
11980,16943,167,2,s5
11981,16948,592,2,s5
11982,16950,592,0,s5
11983,16959,502,0,s5
11984,16959,-502,0,s5
11985,16960,486,4,s5
11986,16960,-486,4,s5
11987,16963,526,2,s5
11988,16963,526,2,s5
11989,16963,526,2,s5
11990,16963,-526,2,s5
11991,16967,364,4,s5
11992,16976,261,6,s5
11993,16976,-261,6,s5
11994,16977,261,0,s5
11995,16984,211,8,s5
11996,16984,211,8,s5
11997,16984,-211,8,s5
11998,16985,211,1,s5
11999,16985,-211,1,s5
12000,16990,167,2,s5
12001,16990,-167,2,s5
12002,16991,167,0,s5
12003,16993,150,2,s5
12004,16993,-150,2,s5
12005,16997,236,2,s5
12006,17000,306,2,s5
12007,17000,-306,2,s5
12008,17000,306,0,s5
12009,17002,543,2,s5
12010,17002,-543,2,s5
12011,17002,543,0,s5
12012,17009,468,2,s5
12013,17009,468,2,s5
12014,17009,-468,2,s5
12015,17015,468,0,s5
12016,17016,233,2,s5
12017,17016,-233,2,s5
12018,17016,233,0,s5
12019,17017,233,0,s5
12020,17017,-233,0,s5
12021,17023,510,0,s5
12022,17024,120,2,s5
12023,17024,-120,2,s5
12024,17028,120,0,s5
12025,17028,120,0,s5
12026,17028,-120,0,s5
12027,17034,202,2,s5
12028,17034,-202,2,s5
12029,17034,-202,0,s5
12030,17035,201,4,s5
12031,17035,-201,4,s5
12032,17042,293,2,s5
12033,17043,208,2,s5
12034,17043,-208,2,s5
12035,17043,-208,0,s5
12036,17043,-208,0,s5
12037,17046,362,2,s5
12038,17046,-362,2,s5
12039,17047,362,0,s5
12040,17049,362,0,s5
12041,17049,-362,0,s5
12042,17053,362,0,s5
12043,17053,-362,0,s5
12044,17055,469,2,s5
12045,17055,-469,2,s5
12046,17057,332,2,s5
12047,17057,-332,2,s5
12048,17057,-332,0,s5
12049,17058,332,0,s5
12050,17063,341,0,s5
12051,17067,578,2,s5
12052,17067,-578,2,s5
12053,17070,578,0,s5
12054,17070,-578,0,s5
12055,17072,164,2,s5
12056,17074,164,0,s5
12057,17076,164,0,s5
12058,17078,164,0,s5
12059,17078,-164,0,s5
12060,17080,558,2,s5
12061,17080,558,2,s5
12062,17080,-558,2,s5
12063,17082,505,2,s5
12064,17082,-505,2,s5
12065,17084,456,8,s5
12066,17084,-456,8,s5
12067,17084,-456,0,s5
12068,17084,-456,0,s5
12069,17086,168,2,s5
12070,17086,-168,2,s5
12071,17087,168,0,s5
12072,17089,168,0,s5
12073,17092,227,0,s5
12074,17095,566,2,s5
12075,17095,-566,2,s5
12076,17096,500,2,s5
12077,17096,-500,2,s5
12078,17096,-500,0,s5
12079,17098,456,2,s5
12080,17098,456,2,s5
12081,17098,456,2,s5
12082,17098,-456,2,s5
12083,17098,-456,0,s5
12084,17100,550,2,s5
12085,17102,550,0,s5
12086,17102,550,0,s5
12087,17102,-550,0,s5
12088,17102,-550,0,s5
12089,17105,328,4,s5
12090,17107,507,8,s5
12091,17107,-507,8,s5
12092,17107,507,0,s5
12093,17107,-507,0,s5
12094,17108,389,4,s5
12095,17108,389,4,s5
12096,17108,-389,4,s5
12097,17109,78,3,s5
12098,17109,-78,3,s5
12099,17109,-78,0,s5
12100,17109,-78,0,s5
12101,17112,530,8,s5
12102,17113,270,4,s5
12103,17115,301,4,s5
12104,17116,301,0,s5
12105,17117,134,2,s5
12106,17117,134,2,s5
12107,17117,-134,2,s5
12108,17117,134,0,s5
12109,17117,-134,0,s5
12110,17122,137,0,s5
12111,17125,137,0,s5
12112,17130,586,12,s5
12113,17130,-586,12,s5
12114,17130,586,0,s5
12115,17130,-586,0,s5
12116,17130,-586,0,s5
12117,17131,393,2,s5
12118,17131,-393,2,s5
12119,17131,393,0,s5
12120,17131,-393,0,s5
12121,17131,393,0,s5
12122,17131,-393,0,s5
12123,17142,393,0,s5
12124,17145,487,2,s5
12125,17150,487,0,s5
12126,17152,487,0,s5
12127,17155,100,2,s5
12128,17158,151,12,s5
12129,17158,-151,12,s5
12130,17163,595,2,s5
12131,17163,-595,2,s5
12132,17164,595,0,s5
12133,17164,-595,0,s5
12134,17166,201,0,s5
12135,17169,509,2,s5
12136,17169,-509,2,s5
12137,17169,-509,0,s5
12138,17170,148,4,s5
12139,17170,-148,4,s5
12140,17170,-148,0,s5
12141,17170,-148,0,s5
12142,17172,358,2,s5
12143,17172,-358,2,s5
12144,17184,200,0,s5
12145,17184,-200,0,s5
12146,17188,478,0,s5
12147,17188,-478,0,s5
12148,17189,267,2,s5
12149,17190,167,4,s5
12150,17190,-167,4,s5
12151,17197,330,4,s5
12152,17197,-330,4,s5
12153,17200,382,6,s5
12154,17200,-382,6,s5
12155,17200,382,0,s5
12156,17200,-382,0,s5
12157,17203,382,0,s5
12158,17204,382,0,s5
12159,17204,-382,0,s5
12160,17209,382,0,s5
12161,17209,-382,0,s5
12162,17211,339,2,s5
12163,17211,339,2,s5
12164,17211,-339,2,s5
12165,17211,339,0,s5
12166,17211,-339,0,s5
12167,17216,339,0,s5
12168,17218,587,2,s5
12169,17218,-587,2,s5
12170,17219,548,6,s5
12171,17219,-548,6,s5
12172,17220,225,6,s5
12173,17220,-225,6,s5
12174,17220,225,0,s5
12175,17220,-225,0,s5
12176,17220,-225,0,s5
12177,17229,204,2,s5
12178,17229,-204,2,s5
12179,17233,161,0,s5
12180,17233,-161,0,s5
12181,17237,400,10,s5
12182,17237,-400,10,s5
12183,17237,400,0,s5
12184,17237,-400,0,s5
12185,17239,241,4,s5
12186,17239,-241,4,s5
12187,17239,-241,0,s5
12188,17240,241,0,s5
12189,17240,-241,0,s5
12190,17240,241,0,s5
12191,17240,-241,0,s5
12192,17240,-241,0,s5
12193,17242,450,4,s5
12194,17242,-450,4,s5
12195,17242,-450,0,s5
12196,17258,432,2,s5
12197,17261,145,4,s5
12198,17261,145,4,s5
12199,17261,-145,4,s5
12200,17261,-145,0,s5
12201,17262,425,3,s5
12202,17262,425,3,s5
12203,17262,-425,3,s5
12204,17262,-425,0,s5
12205,17264,595,4,s5
12206,17264,595,4,s5
12207,17266,307,2,s5
12208,17266,-307,2,s5
12209,17278,230,0,s5
12210,17280,451,6,s5
12211,17280,-451,6,s5
12212,17280,-451,0,s5
12213,17280,-451,0,s5
12214,17289,234,2,s5
12215,17289,-234,2,s5
12216,17289,-234,0,s5
12217,17290,520,4,s5
12218,17290,-520,4,s5
12219,17292,275,2,s5
12220,17292,-275,2,s5
12221,17296,331,4,s5
12222,17296,-331,4,s5
12223,17296,-331,0,s5
12224,17301,309,4,s5
12225,17316,233,0,s5
12226,17317,539,2,s5
12227,17318,539,0,s5
12228,17319,550,2,s5
12229,17319,-550,2,s5
12230,17320,474,2,s5
12231,17320,474,2,s5
12232,17323,95,2,s5
12233,17323,-95,2,s5
12234,17331,417,0,s5
12235,17331,-417,0,s5
12236,17331,-417,0,s5
12237,17335,347,0,s5
12238,17340,572,2,s5
12239,17340,-572,2,s5
12240,17343,525,6,s5
12241,17352,185,2,s5
12242,17353,290,2,s5
12243,17353,-290,2,s5
12244,17354,339,2,s5
12245,17357,296,0,s5
12246,17361,408,2,s5
12247,17361,-408,2,s5
12248,17361,-408,0,s5
12249,17361,-408,0,s5
12250,17362,300,2,s5
12251,17363,300,0,s5
12252,17363,300,0,s5
12253,17363,-300,0,s5
12254,17366,207,2,s5
12255,17366,-207,2,s5
12256,17370,475,4,s5
12257,17370,-475,4,s5
12258,17370,-475,0,s5
12259,17371,470,2,s5
12260,17371,-470,2,s5
12261,17374,596,2,s5
12262,17374,-596,2,s5
12263,17374,596,0,s5
12264,17374,-596,0,s5
12265,17376,596,0,s5
12266,17382,560,2,s5
12267,17382,-560,2,s5
12268,17384,432,2,s5
12269,17384,-432,2,s5
12270,17385,432,0,s5
12271,17385,-432,0,s5
12272,17388,556,2,s5
12273,17388,-556,2,s5
12274,17388,-556,0,s5
12275,17390,151,2,s5
12276,17390,-151,2,s5
12277,17390,-151,0,s5
12278,17394,334,0,s5
12279,17394,-334,0,s5
12280,17396,431,2,s5
12281,17396,-431,2,s5
12282,17396,-431,0,s5
12283,17400,577,2,s5
12284,17400,-577,2,s5
12285,17403,577,0,s5
12286,17407,577,0,s5
12287,17407,577,0,s5
12288,17407,-577,0,s5
12289,17407,-577,0,s5
12290,17409,577,0,s5
12291,17409,577,0,s5
12292,17410,399,5,s5
12293,17410,-399,5,s5
12294,17412,399,0,s5
12295,17413,82,2,s5
12296,17413,-82,2,s5
12297,17414,82,0,s5
12298,17414,-82,0,s5
12299,17414,82,0,s5
12300,17419,321,2,s5
12301,17419,-321,2,s5
12302,17422,530,0,s5
12303,17422,-530,0,s5
12304,17424,485,4,s5
12305,17424,-485,4,s5
12306,17425,96,8,s5
12307,17425,-96,8,s5
12308,17425,-96,0,s5
12309,17426,433,2,s5
12310,17426,-433,2,s5
12311,17430,433,0,s5
12312,17430,-433,0,s5
12313,17431,433,0,s5
12314,17437,433,0,s5
12315,17437,433,0,s5
12316,17437,433,0,s5
12317,17437,-433,0,s5
12318,17439,89,2,s5
12319,17439,-89,2,s5
12320,17440,303,2,s5
12321,17440,303,2,s5
12322,17440,-303,2,s5
12323,17440,303,0,s5
12324,17440,-303,0,s5
12325,17447,312,0,s5
12326,17447,-312,0,s5
12327,17452,312,0,s5
12328,17452,-312,0,s5
12329,17452,312,0,s5
12330,17452,-312,0,s5
12331,17459,557,0,s5
12332,17459,-557,0,s5
12333,17460,193,2,s5
12334,17460,-193,2,s5
12335,17461,193,0,s5
12336,17461,193,0,s5
12337,17461,-193,0,s5
12338,17462,344,3,s5
12339,17462,-344,3,s5
12340,17467,225,6,s5
12341,17467,-225,6,s5
12342,17467,-225,0,s5
12343,17469,209,8,s5
12344,17470,209,0,s5
12345,17470,-209,0,s5
12346,17471,596,8,s5
12347,17473,239,4,s5
12348,17473,239,4,s5
12349,17476,239,0,s5
12350,17476,239,0,s5
12351,17477,239,1,s5
12352,17477,-239,1,s5
12353,17477,-239,0,s5
12354,17480,222,0,s5
12355,17480,-222,0,s5
12356,17487,494,2,s5
12357,17487,-494,2,s5
12358,17489,562,2,s5
12359,17489,-562,2,s5
12360,17490,562,0,s5
12361,17490,-562,0,s5
12362,17490,-562,0,s5
12363,17497,520,4,s5
12364,17497,-520,4,s5
12365,17498,191,2,s5
12366,17498,-191,2,s5
12367,17499,425,2,s5
12368,17499,-425,2,s5
12369,17499,-425,0,s5
12370,17501,426,6,s5
12371,17501,-426,6,s5
12372,17501,426,0,s5
12373,17501,-426,0,s5
12374,17503,471,8,s5
12375,17504,471,0,s5
12376,17504,-471,0,s5
12377,17507,577,0,s5
12378,17507,-577,0,s5
12379,17509,298,2,s5
12380,17509,-298,2,s5
12381,17509,-298,0,s5
