rowNumber,PersonId,Price,Objects 
11612,25573,399,1
11613,25574,796,1
11614,25574,342,1
11615,25574,574,1
11616,25575,976,1
11617,25577,432,1
11618,25578,804,1
11619,25582,541,2
11620,25583,902,1
11621,25584,1070,2
11622,25586,234,1
11623,25593,246,1
11624,25594,509,1
11625,25596,465,1
11626,25599,888,1
11627,25600,231,2
11628,25605,863,2
11629,25605,563,1
11630,25605,560,1
11631,25607,618,2
11632,25609,1173,2
11633,25610,277,2
11634,25610,403,2
11635,25611,952,2
11636,25611,834,1
11637,25611,618,1
11638,25611,-618,1
11639,25623,331,2
11640,25625,516,2
11641,25625,-516,2
11642,25629,486,1
11643,25630,626,1
11644,25630,-626,1
11645,25635,1014,4
11646,25639,398,1
11647,25646,734,2
11648,25649,419,1
11649,25649,-419,1
11650,25651,754,3
11651,25653,598,1
11652,25653,-598,1
11653,25654,466,1
11654,25657,443,2
11655,25657,-443,2
11656,25658,376,3
11657,25658,702,1
11658,25660,550,1
11659,25671,754,3
11660,25678,422,1
11661,25679,605,1
11662,25683,264,1
11663,25686,192,1
11664,25688,794,2
11665,25688,-794,2
11666,25692,459,2
11667,25694,394,2
11668,25694,734,1
11669,25697,169,1
11670,25698,371,2
11671,25702,398,2
11672,25702,-398,2
11673,25710,892,2
11674,25711,345,1
11675,25711,-345,1
11676,25712,618,2
11677,25714,309,1
11678,25714,-309,1
11679,25715,890,3
11680,25715,-890,3
11681,25719,270,1
11682,25724,742,1
11683,25729,1056,2
11684,25729,385,1
11685,25730,562,2
11686,25730,630,1
11687,25730,370,2
11688,25732,443,1
11689,25733,586,1
11690,25733,-586,1
11691,25734,796,1
11692,25735,479,2
11693,25735,408,1
11694,25739,1028,3
11695,25739,1000,1
11696,25749,940,1
11697,25752,599,2
11698,25755,210,1
11699,25759,471,1
11700,25763,956,1
11701,25763,641,3
11702,25763,633,1
11703,25764,778,2
11704,25764,-778,2
11705,25766,965,1
11706,25768,657,1
11707,25768,398,2
11708,25768,923,1
11709,25770,784,2
11710,25771,892,2
11711,25772,214,2
11712,25776,677,1
11713,25782,216,1
11714,25784,842,1
11715,25788,560,2
11716,25788,-560,2
11717,25791,446,1
11718,25791,394,1
11719,25797,901,1
11720,25799,466,1
11721,25799,234,1
11722,25799,343,1
11723,25807,623,2
11724,25814,242,2
11725,25816,406,2
11726,25818,122,2
11727,25824,463,1
11728,25825,849,1
11729,25826,796,2
11730,25826,643,1
11731,25830,972,2
11732,25835,427,1
11733,25841,243,1
11734,25841,-243,1
11735,25843,451,2
11736,25844,463,2
11737,25846,1039,2
11738,25847,995,2
11739,25848,839,1
11740,25849,303,1
11741,25856,666,1
11742,25856,376,1
11743,25856,-376,1
11744,25860,288,1
11745,25861,798,2
11746,25866,290,1
11747,25866,941,1
11748,25866,-941,1
11749,25873,535,1
11750,25874,273,2
11751,25874,467,2
11752,25874,795,1
11753,25874,693,1
11754,25876,575,1
11755,25876,-575,1
11756,25879,296,2
11757,25879,-296,2
11758,25882,463,2
11759,25883,116,1
11760,25892,999,1
11761,25892,-999,1
11762,25893,763,2
11763,25897,994,2
11764,25898,711,1
11765,25903,607,1
11766,25904,816,2
11767,25904,-816,2
11768,25915,155,1
11769,25915,169,1
11770,25915,-169,1
11771,25918,202,1
11772,25920,156,1
11773,25921,351,1
11774,25922,125,1
11775,25923,469,1
11776,25923,254,1
11777,25923,-254,1
11778,25927,594,1
11779,25927,639,1
11780,25929,771,2
11781,25931,917,3
11782,25937,1056,2
11783,25939,724,1
11784,25939,-724,1
11785,25941,615,1
11786,25943,481,1
11787,25944,252,2
11788,25945,187,1
11789,25951,697,1
11790,25954,488,1
11791,25954,854,1
11792,25955,704,1
11793,25959,806,1
11794,25964,600,1
11795,25969,99,1
11796,25974,665,1
11797,25974,763,1
11798,25977,96,1
11799,25980,307,1
11800,25985,65,1
11801,25986,894,1
11802,25986,-894,1
11803,25988,344,2
11804,25988,643,1
11805,25988,433,1
11806,25990,638,1
11807,25990,1039,2
11808,25990,314,1
11809,25991,201,1
11810,25991,429,2
11811,25991,817,1
11812,25993,1043,2
11813,25995,835,2
11814,26003,428,1
11815,26004,180,2
11816,26007,972,2
11817,26007,-972,2
11818,26009,178,2
11819,26011,952,1
11820,26012,531,2
11821,26013,97,1
11822,26013,150,1
11823,26014,123,2
11824,26014,-123,2
11825,26019,583,1
11826,26020,491,1
11827,26020,-491,1
11828,26023,290,2
11829,26023,76,1
11830,26023,-76,1
11831,26024,325,1
11832,26024,366,1
11833,26032,485,2
11834,26034,412,2
11835,26035,1019,2
11836,26035,-1019,2
11837,26037,172,1
11838,26038,360,2
11839,26040,206,1
11840,26043,674,1
11841,26043,-674,1
11842,26047,340,1
11843,26050,856,2
11844,26050,282,1
11845,26050,-282,1
11846,26051,229,1
11847,26053,219,1
11848,26054,839,2
11849,26058,283,1
11850,26059,802,1
11851,26060,650,1
11852,26060,477,1
11853,26061,747,2
11854,26061,-747,2
11855,26062,500,1
11856,26062,273,1
11857,26064,597,1
11858,26070,247,1
11859,26070,321,1
11860,26073,724,1
11861,26078,674,3
11862,26078,334,2
11863,26079,551,1
11864,26079,429,1
11865,26080,718,2
11866,26080,700,1
11867,26081,57,1
11868,26081,-57,1
11869,26084,50,1
11870,26086,843,1
11871,26091,366,1
11872,26095,810,2
11873,26097,355,2
11874,26098,400,3
11875,26101,132,1
11876,26101,-132,1
11877,26102,483,2
11878,26102,792,2
11879,26104,557,1
11880,26104,786,1
11881,26104,865,2
11882,26108,414,1
11883,26114,931,1
11884,26117,953,1
11885,26117,513,1
11886,26118,455,1
11887,26118,460,1
11888,26120,614,2
11889,26121,427,1
11890,26121,262,1
11891,26121,280,2
11892,26124,814,3
11893,26125,1059,3
11894,26127,630,3
11895,26129,644,1
11896,26129,819,1
11897,26129,360,2
11898,26129,963,1
11899,26130,668,1
11900,26140,576,1
11901,26140,371,1
11902,26142,592,1
11903,26142,-592,1
11904,26144,669,2
11905,26145,958,2
11906,26146,437,1
11907,26149,864,1
11908,26154,516,1
11909,26154,-516,1
11910,26159,82,1
11911,26159,-82,1
11912,26162,682,1
11913,26162,-682,1
11914,26164,1041,2
11915,26167,176,2
11916,26169,551,1
11917,26170,437,1
11918,26172,128,1
11919,26173,589,2
11920,26175,988,2
11921,26177,394,2
11922,26178,114,1
11923,26193,590,1
11924,26193,728,1
11925,26193,929,1
11926,26193,601,2
11927,26194,1039,2
11928,26195,362,2
11929,26200,285,1
11930,26204,191,2
11931,26205,459,1
11932,26210,987,1
11933,26216,309,1
11934,26216,459,2
11935,26217,741,1
11936,26219,593,2
11937,26219,878,1
11938,26220,283,1
11939,26223,394,1
11940,26225,407,1
11941,26226,769,4
11942,26226,-769,4
11943,26227,932,1
11944,26230,974,1
11945,26235,929,3
11946,26236,657,1
11947,26238,588,1
11948,26239,796,2
11949,26242,1034,2
11950,26244,784,2
11951,26245,248,1
11952,26246,177,1
11953,26248,865,1
11954,26248,898,1
11955,26248,498,1
11956,26248,-498,1
11957,26254,51,1
11958,26261,823,1
11959,26261,669,1
11960,26261,983,1
11961,26263,124,2
11962,26264,829,2
11963,26265,718,2
11964,26271,274,1
11965,26271,464,1
11966,26272,414,1
11967,26278,922,2
11968,26278,501,1
11969,26280,743,1
11970,26280,888,1
11971,26288,774,1
11972,26293,413,2
11973,26296,668,1
11974,26296,365,1
11975,26297,791,1
11976,26299,426,1
11977,26299,490,1
11978,26300,715,1
11979,26300,-715,1
11980,26306,638,2
11981,26307,232,2
11982,26310,305,1
11983,26312,137,1
11984,26312,197,1
11985,26314,651,1
11986,26317,748,2
11987,26318,678,2
11988,26322,948,2
11989,26323,716,2
11990,26324,990,2
11991,26329,492,1
11992,26329,300,2
11993,26331,1040,2
11994,26331,315,1
11995,26332,514,2
11996,26332,-514,2
11997,26333,794,2
11998,26333,513,1
11999,26334,902,2
12000,26338,883,1
12001,26338,583,1
12002,26342,501,1
12003,26348,520,1
12004,26349,414,2
12005,26355,523,1
12006,26355,879,1
12007,26356,760,1
12008,26366,129,2
12009,26369,296,2
12010,26369,78,1
12011,26369,-78,1
12012,26370,805,2
12013,26370,501,2
12014,26373,158,2
12015,26380,864,1
12016,26383,1046,3
12017,26384,1090,2
12018,26387,605,3
12019,26389,221,1
12020,26389,646,1
12021,26400,253,1
12022,26403,409,1
12023,26407,857,1
12024,26412,938,2
12025,26413,534,2
12026,26413,366,2
12027,26413,-366,2
12028,26415,320,1
12029,26416,675,1
12030,26418,719,1
12031,26429,210,1
12032,26429,413,1
12033,26432,888,1
12034,26435,352,1
12035,26435,-352,1
12036,26436,504,2
12037,26438,204,2
12038,26439,308,1
12039,26443,215,2
12040,26443,-215,2
12041,26445,823,2
12042,26449,577,1
12043,26450,301,2
12044,26450,340,1
12045,26451,783,1
12046,26451,964,2
12047,26451,511,1
12048,26454,667,1
12049,26455,402,1
12050,26456,551,1
12051,26459,892,1
12052,26460,819,1
12053,26464,307,1
12054,26464,-307,1
12055,26469,889,2
12056,26470,913,1
12057,26481,663,1
12058,26484,159,1
12059,26488,687,2
12060,26490,897,2
12061,26490,-897,2
12062,26495,388,1
12063,26495,861,1
12064,26495,861,1
12065,26497,144,2
12066,26498,164,1
12067,26498,255,2
12068,26503,610,1
12069,26507,984,2
12070,26507,-984,2
12071,26511,375,2
12072,26511,-375,2
12073,26515,745,3
12074,26515,-745,3
12075,26516,406,1
12076,26517,532,1
12077,26518,546,1
12078,26518,853,1
12079,26518,202,1
12080,26519,76,1
12081,26519,-76,1
12082,26525,470,2
12083,26525,-470,2
12084,26530,342,1
12085,26530,-342,1
12086,26534,79,1
12087,26540,298,1
12088,26541,631,1
12089,26546,853,1
12090,26546,-853,1
12091,26549,979,1
12092,26549,356,1
12093,26549,365,1
12094,26550,621,2
12095,26551,990,1
12096,26552,813,1
12097,26552,455,1
12098,26552,739,2
12099,26555,896,2
12100,26555,853,1
12101,26557,746,1
12102,26558,233,1
12103,26560,210,1
12104,26562,928,1
12105,26564,209,1
12106,26565,650,1
12107,26566,671,2
12108,26568,579,2
12109,26572,624,2
12110,26578,322,1
12111,26580,362,1
12112,26580,450,1
12113,26580,882,1
12114,26583,155,1
12115,26584,632,2
12116,26585,442,2
12117,26588,846,3
12118,26591,551,1
12119,26591,446,1
12120,26595,805,1
12121,26595,-805,1
12122,26600,513,2
12123,26600,-513,2
12124,26605,646,1
12125,26606,523,1
12126,26610,53,1
12127,26610,-53,1
12128,26611,104,1
12129,26612,580,2
12130,26618,460,1
12131,26626,849,2
12132,26626,499,2
12133,26627,891,1
12134,26630,841,1
12135,26634,383,1
12136,26635,827,1
12137,26638,252,1
12138,26638,433,1
12139,26639,1049,2
12140,26641,490,2
12141,26647,881,1
12142,26648,638,1
12143,26650,1157,3
12144,26657,945,1
12145,26663,989,2
12146,26663,536,1
12147,26663,923,2
12148,26666,907,1
12149,26668,739,1
12150,26668,-739,1
12151,26672,963,2
12152,26672,731,1
12153,26676,761,1
12154,26678,779,2
12155,26683,564,1
12156,26686,891,3
12157,26686,501,2
12158,26686,-501,2
12159,26693,300,2
12160,26693,-300,2
12161,26695,355,2
12162,26695,-355,2
12163,26701,1085,2
12164,26704,386,2
12165,26708,268,4
12166,26714,71,1
12167,26715,677,1
12168,26716,821,2
12169,26716,275,1
12170,26716,473,1
12171,26719,792,1
12172,26722,734,1
12173,26728,1131,2
12174,26730,762,2
12175,26731,955,1
12176,26733,221,1
12177,26737,796,1
12178,26737,984,1
12179,26738,228,1
12180,26738,-228,1
12181,26741,437,1
12182,26751,651,1
12183,26755,382,1
12184,26757,437,1
12185,26757,-437,1
12186,26760,748,1
12187,26761,360,1
12188,26762,117,1
12189,26762,269,3
12190,26762,74,1
12191,26762,199,1
12192,26766,884,1
12193,26769,148,2
12194,26771,356,1
12195,26777,574,2
12196,26778,197,1
12197,26778,126,1
12198,26784,465,1
12199,26784,-465,1
12200,26789,788,1
12201,26794,518,1
12202,26796,294,1
12203,26799,520,1
12204,26804,554,2
12205,26815,51,1
12206,26817,813,2
12207,26817,-813,2
12208,26826,515,1
12209,26830,529,1
12210,26832,639,1
12211,26833,500,1
12212,26833,881,3
12213,26835,508,2
12214,26836,342,2
12215,26841,993,1
12216,26842,769,1
12217,26842,1031,2
12218,26850,742,1
12219,26852,363,1
12220,26854,1001,2
12221,26857,843,1
12222,26858,582,2
12223,26858,301,1
12224,26864,229,1
12225,26865,1006,2
12226,26867,513,2
12227,26868,944,2
12228,26872,500,1
12229,26874,499,1
12230,26876,280,1
12231,26879,595,2
12232,26883,1049,2
12233,26885,738,2
12234,26886,956,3
12235,26893,288,1
12236,26894,654,1
12237,26894,1192,2
12238,26902,332,1
12239,26909,563,1
12240,26917,87,1
12241,26918,407,1
12242,26918,752,1
12243,26919,703,1
12244,26924,534,1
12245,26928,938,3
12246,26932,796,1
12247,26933,911,2
12248,26940,552,2
12249,26947,862,1
12250,26952,678,3
12251,26954,696,1
12252,26954,494,1
12253,26957,1212,5
12254,26960,509,1
12255,26962,563,1
12256,26966,868,1
12257,26967,841,2
12258,26967,-841,2
12259,26968,704,1
12260,26973,911,1
12261,26977,683,1
12262,26980,504,1
12263,26984,431,1
12264,26988,793,1
12265,26989,710,1
12266,26996,966,1
12267,27001,337,1
12268,27002,576,1
12269,27005,725,1
12270,27005,776,1
12271,27008,1114,3
12272,27011,645,1
12273,27012,1108,3
12274,27013,623,1
12275,27013,558,2
12276,27019,572,1
12277,27020,119,1
12278,27030,741,2
12279,27035,971,1
12280,27041,188,2
12281,27041,261,2
12282,27044,206,1
12283,27044,664,1
12284,27046,989,2
12285,27047,514,1
12286,27047,887,3
12287,27048,713,1
12288,27050,133,2
12289,27050,162,3
12290,27057,925,1
12291,27062,550,1
12292,27064,424,1
12293,27065,868,1
12294,27065,948,1
12295,27065,357,1
12296,27067,289,1
12297,27068,980,1
12298,27068,713,1
12299,27068,279,2
12300,27075,808,1
12301,27075,493,1
12302,27075,-493,1
12303,27077,204,1
12304,27077,222,1
12305,27078,343,1
12306,27078,-343,1
12307,27085,448,1
12308,27087,229,1
12309,27087,502,2
12310,27088,487,2
12311,27093,91,1
12312,27094,676,2
12313,27097,296,1
12314,27098,807,1
12315,27099,374,1
12316,27099,-374,1
12317,27103,913,1
12318,27104,1035,2
12319,27105,660,1
12320,27105,-660,1
12321,27106,252,3
12322,27111,846,1
12323,27112,427,1
12324,27115,414,1
12325,27117,388,1
12326,27117,-388,1
12327,27119,1183,2
12328,27136,976,1
12329,27142,472,1
12330,27144,754,1
12331,27149,548,1
12332,27156,395,1
12333,27165,120,1
12334,27166,348,1
12335,27170,668,2
12336,27172,691,2
12337,27172,294,1
12338,27173,322,1
12339,27175,954,1
12340,27175,-954,1
12341,27179,918,2
12342,27181,482,1
12343,27182,534,2
12344,27182,-534,2
12345,27185,755,1
12346,27185,481,1
12347,27187,979,3
12348,27187,363,2
12349,27190,601,2
12350,27192,937,1
12351,27192,-937,1
12352,27193,929,1
12353,27193,262,1
12354,27193,376,1
12355,27197,472,2
12356,27200,676,1
12357,27201,683,2
12358,27204,54,1
12359,27204,89,1
12360,27204,-89,1
12361,27205,608,1
12362,27205,631,1
12363,27206,753,1
12364,27206,-753,1
12365,27207,876,1
12366,27209,269,2
12367,27209,802,1
12368,27217,494,2
12369,27217,704,2
12370,27219,914,1
12371,27219,729,1
12372,27224,582,2
12373,27224,1059,2
12374,27224,-1059,2
12375,27226,508,1
12376,27228,469,1
12377,27233,250,2
12378,27236,710,1
12379,27236,984,1
12380,27237,766,1
12381,27237,957,2
12382,27240,469,1
12383,27244,175,1
12384,27244,151,2
12385,27253,468,2
12386,27259,846,2
12387,27261,276,2
12388,27261,-276,2
12389,27264,639,1
12390,27266,986,2
12391,27267,284,2
12392,27267,-284,2
12393,27269,170,1
12394,27270,368,1
12395,27271,642,3
12396,27273,856,2
12397,27274,963,1
12398,27275,410,1
12399,27275,591,1
12400,27280,842,1
12401,27282,418,1
12402,27284,551,1
12403,27284,909,2
12404,27284,320,1
12405,27284,-320,1
12406,27286,245,1
12407,27286,284,1
12408,27287,684,3
12409,27287,-684,3
12410,27288,737,1
12411,27288,-737,1
12412,27294,773,1
12413,27299,433,1
12414,27300,661,2
12415,27303,579,1
12416,27308,676,1
12417,27308,768,1
12418,27310,67,1
12419,27311,661,2
12420,27315,684,3
12421,27316,374,1
12422,27317,324,1
12423,27318,131,1
12424,27319,842,1
12425,27319,730,2
12426,27319,742,1
12427,27319,521,1
12428,27320,172,1
12429,27321,867,1
12430,27325,939,1
12431,27327,603,4
12432,27329,499,1
12433,27332,516,2
12434,27337,225,1
12435,27337,1148,2
12436,27337,841,2
12437,27341,1076,3
12438,27343,222,2
12439,27344,779,2
12440,27352,396,1
12441,27353,594,1
12442,27354,775,1
12443,27354,-775,1
12444,27355,400,2
12445,27356,574,1
12446,27360,310,1
12447,27362,359,1
12448,27363,479,1
12449,27367,824,1
12450,27367,616,1
12451,27367,1058,3
12452,27367,368,2
12453,27367,302,1
12454,27369,803,1
12455,27370,881,1
12456,27371,533,1
12457,27371,1068,3
12458,27372,437,2
12459,27372,-437,2
12460,27374,186,1
12461,27375,389,2
12462,27376,897,1
12463,27379,772,1
12464,27381,373,1
12465,27381,482,2
12466,27384,216,1
12467,27385,819,2
12468,27386,80,1
12469,27391,1018,2
12470,27391,532,1
12471,27397,754,2
12472,27397,-754,2
12473,27398,680,1
12474,27399,800,1
12475,27399,322,1
12476,27407,932,1
12477,27407,907,1
12478,27410,766,1
12479,27410,-766,1
12480,27415,770,1
12481,27415,530,1
12482,27421,566,2
12483,27431,933,1
12484,27431,322,1
12485,27435,891,1
12486,27435,755,2
12487,27441,451,1
12488,27444,474,3
12489,27445,731,2
12490,27447,366,2
12491,27448,411,2
12492,27448,-411,2
12493,27449,251,1
12494,27454,151,1
12495,27454,160,1
12496,27455,577,2
12497,27461,654,1
12498,27461,433,1
12499,27466,856,1
12500,27466,-856,1
12501,27470,167,1
12502,27475,1011,3
12503,27475,1046,2
12504,27475,901,2
12505,27475,-901,2
12506,27476,1076,2
12507,27480,754,1
12508,27481,828,1
12509,27484,864,1
12510,27485,279,1
12511,27486,702,1
12512,27486,232,1
12513,27487,177,1
12514,27488,883,1
12515,27489,517,1
12516,27489,830,2
12517,27504,363,1
12518,27506,138,1
12519,27508,824,2
12520,27509,630,2
12521,27511,411,1
12522,27514,420,1
12523,27515,206,1
12524,27515,-206,1
12525,27521,456,2
12526,27523,1111,2
12527,27524,398,1
12528,27524,-398,1
12529,27526,761,1
12530,27528,94,1
12531,27532,445,1
12532,27533,190,1
12533,27538,326,1
12534,27539,894,2
12535,27543,974,2
12536,27546,1004,2
12537,27546,-1004,2
12538,27551,726,2
12539,27557,363,1
12540,27557,393,1
12541,27560,861,1
12542,27560,-861,1
12543,27561,809,2
12544,27561,880,1
12545,27561,624,1
12546,27563,388,1
12547,27563,666,1
12548,27563,698,3
12549,27563,821,1
12550,27563,-821,1
12551,27568,307,2
12552,27572,342,1
12553,27573,58,1
12554,27574,783,1
12555,27576,655,3
12556,27577,1115,2
12557,27579,1073,2
12558,27579,562,1
12559,27581,875,1
12560,27582,888,1
12561,27582,-888,1
12562,27585,463,1
12563,27587,447,1
12564,27589,387,1
12565,27594,837,2
12566,27602,665,1
12567,27603,893,3
12568,27608,716,1
12569,27611,998,1
12570,27614,614,1
12571,27617,636,1
12572,27619,860,1
12573,27619,902,1
12574,27619,224,1
12575,27620,735,2
12576,27623,1095,2
12577,27623,906,1
12578,27625,1015,2
12579,27626,648,1
12580,27629,276,1
12581,27630,445,1
12582,27630,952,1
12583,27633,784,2
12584,27637,811,2
12585,27637,328,2
12586,27640,898,1
12587,27640,-898,1
12588,27651,561,1
12589,27653,182,1
12590,27653,198,1
12591,27653,104,1
12592,27661,371,1
12593,27662,886,1
12594,27662,868,1
12595,27663,944,3
12596,27666,968,1
12597,27670,586,1
12598,27671,676,2
12599,27674,518,1
12600,27674,-518,1
12601,27680,442,2
12602,27682,774,1
12603,27682,723,1
12604,27682,329,1
12605,27682,627,1
12606,27684,217,1
12607,27686,664,1
12608,27688,837,3
12609,27688,611,2
12610,27688,857,1
12611,27689,387,2
12612,27689,1003,2
12613,27692,490,1
12614,27694,695,2
12615,27695,240,1
12616,27697,747,1
12617,27700,429,2
12618,27700,836,2
12619,27703,761,1
12620,27703,-761,1
12621,27709,172,1
12622,27709,261,3
12623,27710,232,1
12624,27710,-232,1
12625,27722,430,1
12626,27723,776,2
12627,27724,713,2
12628,27727,797,1
12629,27727,436,1
12630,27727,291,1
12631,27728,200,2
12632,27728,-200,2
12633,27729,980,2
12634,27730,564,1
12635,27733,494,1
12636,27733,1043,2
12637,27734,852,1
12638,27734,316,2
12639,27737,445,1
12640,27739,623,2
12641,27740,171,3
12642,27744,75,1
12643,27744,61,1
12644,27744,276,2
12645,27745,559,1
12646,27746,76,1
12647,27749,753,1
12648,27749,863,1
12649,27749,-863,1
12650,27750,829,1
12651,27752,251,2
12652,27752,-251,2
12653,27753,900,1
12654,27755,638,3
12655,27756,422,1
12656,27756,935,1
12657,27760,743,2
12658,27763,368,1
12659,27764,772,1
12660,27770,563,2
12661,27770,448,1
12662,27770,216,1
12663,27771,784,2
12664,27771,-784,2
12665,27772,512,2
12666,27781,250,1
12667,27784,982,2
12668,27785,493,1
12669,27785,453,3
12670,27786,205,1
12671,27788,430,2
12672,27789,402,1
12673,27789,1159,2
12674,27789,736,1
12675,27791,1042,3
12676,27791,446,1
12677,27795,309,1
12678,27799,545,2
12679,27801,299,1
12680,27805,570,1
12681,27805,-570,1
12682,27812,675,1
12683,27819,563,2
12684,27820,465,1
12685,27822,664,2
12686,27824,267,3
12687,27824,121,1
12688,27826,200,1
12689,27829,520,2
12690,27830,709,1
12691,27833,353,3
12692,27833,493,1
12693,27837,813,2
12694,27839,889,1
12695,27841,1045,2
12696,27841,-1045,2
12697,27843,603,1
12698,27843,331,2
12699,27843,574,2
12700,27847,850,1
12701,27847,403,1
12702,27850,920,1
12703,27853,607,1
12704,27856,484,1
12705,27859,1046,2
12706,27859,575,1
12707,27870,363,1
12708,27871,865,2
12709,27872,660,1
12710,27876,907,1
12711,27876,740,1
12712,27880,921,2
12713,27883,687,2
12714,27883,-687,2
12715,27888,792,1
12716,27888,995,1
12717,27888,-995,1
12718,27893,408,2
12719,27899,444,2
12720,27904,834,1
12721,27907,712,2
12722,27924,793,2
12723,27927,837,1
12724,27931,542,1
12725,27935,225,1
12726,27936,1000,2
12727,27939,361,1
12728,27940,852,2
12729,27941,710,1
12730,27941,415,1
12731,27942,756,1
12732,27944,568,1
12733,27950,416,1
12734,27951,296,2
12735,27951,476,2
12736,27952,905,1
12737,27952,-905,1
12738,27953,852,1
12739,27953,756,1
12740,27953,-756,1
12741,27955,921,2
12742,27956,387,2
12743,27956,600,1
12744,27956,527,1
12745,27964,82,1
12746,27964,-82,1
12747,27967,1192,2
12748,27968,972,1
12749,27976,506,1
12750,27982,181,2
12751,27986,896,2
12752,27986,-896,2
12753,27988,871,1
12754,27998,876,1
12755,28002,836,1
12756,28002,-836,1
12757,28008,820,2
12758,28013,365,2
12759,28015,426,2
12760,28015,507,3
12761,28015,274,1
12762,28020,333,2
12763,28028,96,1
12764,28037,301,1
12765,28041,1042,2
12766,28041,-1042,2
12767,28042,630,1
12768,28043,495,1
12769,28044,985,1
12770,28044,-985,1
12771,28047,315,2
12772,28052,159,1
12773,28056,981,2
12774,28067,854,2
12775,28067,936,3
12776,28072,669,1
12777,28072,840,1
12778,28075,1288,3
12779,28080,315,2
12780,28081,617,2
12781,28083,334,2
12782,28083,690,1
12783,28090,676,1
12784,28095,890,1
12785,28096,830,1
12786,28097,918,1
12787,28097,973,1
12788,28098,810,2
12789,28098,629,1
12790,28099,206,1
12791,28101,935,2
12792,28104,1024,2
12793,28107,537,2
12794,28107,390,1
12795,28107,389,1
12796,28108,1030,2
12797,28109,989,1
12798,28109,794,1
12799,28109,470,1
12800,28109,-470,1
12801,28110,801,1
12802,28110,331,1
12803,28111,387,2
12804,28112,836,2
12805,28115,339,2
12806,28132,236,1
12807,28137,789,1
12808,28138,159,1
12809,28138,-159,1
12810,28140,1176,2
12811,28140,704,1
12812,28143,523,3
12813,28145,747,1
12814,28146,957,1
12815,28147,485,2
12816,28147,528,1
12817,28147,704,2
12818,28148,993,1
12819,28150,629,3
12820,28151,1077,2
12821,28151,521,1
12822,28155,930,1
12823,28157,702,2
12824,28158,392,2
12825,28168,469,2
12826,28169,275,1
12827,28170,729,1
12828,28172,719,1
12829,28173,605,2
12830,28174,608,1
12831,28175,343,1
12832,28186,91,1
12833,28189,635,1
12834,28190,410,1
12835,28191,195,2
12836,28192,212,2
12837,28194,229,1
12838,28199,436,3
12839,28202,575,1
12840,28205,868,2
12841,28205,835,1
12842,28212,440,2
12843,28216,399,2
12844,28217,326,2
12845,28217,240,1
12846,28221,95,1
12847,28222,698,1
12848,28224,348,1
12849,28225,351,3
12850,28228,639,2
12851,28228,487,1
12852,28228,239,1
12853,28229,558,2
12854,28229,-558,2
12855,28232,550,1
12856,28235,599,1
12857,28237,876,1
12858,28238,726,1
12859,28238,787,1
12860,28238,220,1
12861,28241,1028,2
12862,28242,773,2
12863,28244,571,1
12864,28245,903,1
12865,28254,192,1
12866,28254,117,1
12867,28257,280,1
12868,28259,252,1
12869,28263,574,1
12870,28265,360,1
12871,28265,-360,1
12872,28268,379,1
12873,28268,578,1
12874,28273,496,1
12875,28274,1182,2
12876,28274,-1182,2
12877,28278,910,2
12878,28279,832,5
12879,28280,125,1
12880,28284,212,1
12881,28285,563,2
12882,28285,721,1
12883,28285,-721,1
12884,28288,704,1
12885,28294,647,1
12886,28303,434,2
12887,28304,913,1
12888,28305,931,1
12889,28306,491,2
12890,28308,780,1
12891,28309,690,2
12892,28309,-690,2
12893,28314,1000,1
12894,28320,312,1
12895,28320,243,1
12896,28324,147,1
12897,28324,135,1
12898,28326,869,2
12899,28327,979,2
12900,28327,254,2
12901,28332,488,1
12902,28333,458,1
12903,28334,326,2
12904,28336,639,1
12905,28338,1079,3
12906,28338,719,1
12907,28342,795,1
12908,28343,815,1
12909,28346,208,2
12910,28347,382,1
12911,28347,351,1
12912,28347,552,1
12913,28350,761,1
12914,28351,78,1
12915,28351,87,1
12916,28355,376,1
12917,28358,260,1
12918,28361,105,1
12919,28362,752,2
12920,28362,-752,2
12921,28363,609,1
12922,28364,951,1
12923,28365,109,1
12924,28365,300,2
12925,28365,70,1
12926,28367,500,2
12927,28368,708,1
12928,28376,224,1
12929,28380,494,3
12930,28383,307,1
12931,28384,777,2
12932,28387,522,1
12933,28392,935,1
12934,28394,518,1
12935,28394,528,2
12936,28394,-528,2
12937,28395,273,1
12938,28395,585,1
12939,28395,988,2
12940,28398,416,2
12941,28399,264,1
12942,28401,1023,2
12943,28402,142,1
12944,28404,293,1
12945,28404,-293,1
12946,28408,487,1
12947,28410,681,1
12948,28410,298,1
12949,28411,481,1
12950,28414,1063,3
12951,28416,628,1
12952,28417,778,1
12953,28417,680,1
12954,28417,565,1
12955,28419,887,1
12956,28419,-887,1
12957,28426,756,1
12958,28426,989,1
12959,28426,929,2
12960,28429,1156,2
12961,28429,488,1
12962,28430,391,1
12963,28432,156,1
12964,28439,799,1
12965,28439,-799,1
12966,28440,991,1
12967,28441,480,2
12968,28444,903,1
12969,28446,904,1
12970,28448,490,1
12971,28450,654,1
12972,28452,590,1
12973,28453,909,1
12974,28453,-909,1
12975,28454,963,1
12976,28459,705,1
12977,28462,954,1
12978,28471,692,1
12979,28471,401,2
12980,28473,653,1
12981,28478,869,2
12982,28482,911,1
12983,28482,926,1
12984,28483,894,1
12985,28483,-894,1
12986,28485,832,1
12987,28487,380,1
12988,28488,255,1
