rowNumber,PersonId,Price,PriceType 
16466,12777,849,Car
16467,12777,480,Car
16468,12777,60,Baby-seat
16469,12781,698,Car
16470,12782,780,Car
16471,12782,200,Insurance
16472,12789,990,Car
16473,12789,346,Car
16474,12790,373,Car
16475,12790,267,Car
16476,12790,60,Baby-seat
16477,12790,255,Car
16478,12794,771,Car
16479,12794,624,Car
16480,12794,100,Extra driver
16481,12794,50,Navigation
16482,12794,100,Extra driver
16483,12794,959,Car
16484,12794,366,Car
16485,12794,200,Insurance
16486,12799,608,Car
16487,12803,138,Car
16488,12804,326,Car
16489,12806,665,Car
16490,12806,993,Car
16491,12808,913,Car
16492,12809,343,Car
16493,12811,495,Car
16494,12814,112,Car
16495,12814,199,Car
16496,12814,50,Navigation
16497,12815,277,Car
16498,12816,813,Car
16499,12816,431,Car
16500,12816,688,Car
16501,12819,426,Car
16502,12819,50,Navigation
16503,12820,663,Car
16504,12820,50,Navigation
16505,12820,907,Car
16506,12820,60,Baby-seat
16507,12821,838,Car
16508,12822,918,Car
16509,12822,200,Insurance
16510,12822,60,Baby-seat
16511,12830,760,Car
16512,12831,955,Car
16513,12831,60,Baby-seat
16514,12831,978,Car
16515,12831,200,Insurance
16516,12831,520,Car
16517,12832,406,Car
16518,12835,963,Car
16519,12835,60,Baby-seat
16520,12837,684,Car
16521,12837,60,Baby-seat
16522,12843,815,Car
16523,12843,493,Car
16524,12843,852,Car
16525,12845,591,Car
16526,12847,456,Car
16527,12847,50,Navigation
16528,12850,446,Car
16529,12851,634,Car
16530,12852,122,Car
16531,12854,601,Car
16532,12854,251,Car
16533,12854,235,Car
16534,12854,50,Navigation
16535,12854,640,Car
16536,12854,60,Baby-seat
16537,12854,863,Car
16538,12854,200,Insurance
16539,12855,141,Car
16540,12856,357,Car
16541,12856,50,Navigation
16542,12857,317,Car
16543,12857,857,Car
16544,12860,544,Car
16545,12861,253,Car
16546,12861,200,Insurance
16547,12865,849,Car
16548,12867,924,Car
16549,12867,50,Navigation
16550,12869,87,Car
16551,12869,60,Baby-seat
16552,12871,495,Car
16553,12871,861,Car
16554,12871,100,Extra driver
16555,12871,207,Car
16556,12873,797,Car
16557,12874,164,Car
16558,12874,57,Car
16559,12874,50,Navigation
16560,12874,60,Baby-seat
16561,12874,200,Insurance
16562,12874,185,Car
16563,12874,200,Insurance
16564,12874,106,Car
16565,12874,135,Car
16566,12874,189,Car
16567,12874,139,Car
16568,12874,200,Insurance
16569,12874,61,Car
16570,12876,641,Car
16571,12876,100,Extra driver
16572,12879,335,Car
16573,12879,321,Car
16574,12880,476,Car
16575,12880,425,Car
16576,12881,703,Car
16577,12881,645,Car
16578,12883,441,Car
16579,12883,60,Baby-seat
16580,12884,174,Car
16581,12886,920,Car
16582,12887,70,Car
16583,12887,141,Car
16584,12887,100,Extra driver
16585,12890,987,Car
16586,12890,100,Extra driver
16587,12892,266,Car
16588,12892,548,Car
16589,12895,616,Car
16590,12895,711,Car
16591,12895,990,Car
16592,12899,614,Car
16593,12899,963,Car
16594,12899,342,Car
16595,12899,958,Car
16596,12899,60,Baby-seat
16597,12899,616,Car
16598,12900,463,Car
16599,12900,853,Car
16600,12900,100,Extra driver
16601,12901,572,Car
16602,12901,100,Extra driver
16603,12902,603,Car
16604,12902,378,Car
16605,12903,886,Car
16606,12903,60,Baby-seat
16607,12903,995,Car
16608,12905,369,Car
16609,12906,453,Car
16610,12906,748,Car
16611,12907,279,Car
16612,12910,222,Car
16613,12910,969,Car
16614,12910,60,Baby-seat
16615,12910,200,Insurance
16616,12910,980,Car
16617,12914,251,Car
16618,12914,561,Car
16619,12916,893,Car
16620,12916,988,Car
16621,12917,582,Car
16622,12917,60,Baby-seat
16623,12917,50,Navigation
16624,12917,476,Car
16625,12922,68,Car
16626,12925,225,Car
16627,12926,850,Car
16628,12928,616,Car
16629,12929,860,Car
16630,12931,674,Car
16631,12935,536,Car
16632,12935,811,Car
16633,12935,50,Navigation
16634,12936,171,Car
16635,12936,200,Insurance
16636,12936,137,Car
16637,12936,200,Insurance
16638,12936,50,Navigation
16639,12936,60,Baby-seat
16640,12938,80,Car
16641,12941,95,Car
16642,12942,281,Car
16643,12942,200,Insurance
16644,12942,661,Car
16645,12942,60,Baby-seat
16646,12942,543,Car
16647,12942,896,Car
16648,12942,928,Car
16649,12942,50,Navigation
16650,12943,79,Car
16651,12943,100,Extra driver
16652,12943,177,Car
16653,12943,85,Car
16654,12945,689,Car
16655,12946,631,Car
16656,12946,820,Car
16657,12947,721,Car
16658,12951,195,Car
16659,12958,865,Car
16660,12958,60,Baby-seat
16661,12959,271,Car
16662,12959,281,Car
16663,12959,980,Car
16664,12959,451,Car
16665,12960,789,Car
16666,12961,863,Car
16667,12961,100,Extra driver
16668,12963,952,Car
16669,12966,842,Car
16670,12966,60,Baby-seat
16671,12967,901,Car
16672,12967,50,Navigation
16673,12967,384,Car
16674,12967,275,Car
16675,12967,50,Navigation
16676,12967,200,Insurance
16677,12967,603,Car
16678,12967,750,Car
16679,12967,587,Car
16680,12967,830,Car
16681,12968,306,Car
16682,12968,969,Car
16683,12968,100,Extra driver
16684,12968,771,Car
16685,12968,200,Insurance
16686,12968,726,Car
16687,12968,50,Navigation
16688,12968,228,Car
16689,12968,358,Car
16690,12968,200,Insurance
16691,12968,100,Extra driver
16692,12971,476,Car
16693,12972,876,Car
16694,12972,533,Car
16695,12972,897,Car
16696,12973,910,Car
16697,12973,308,Car
16698,12973,100,Extra driver
16699,12976,800,Car
16700,12978,873,Car
16701,12978,417,Car
16702,12982,797,Car
16703,12983,749,Car
16704,12983,309,Car
16705,12983,200,Insurance
16706,12985,927,Car
16707,12985,50,Navigation
16708,12988,960,Car
16709,12991,728,Car
16710,12991,50,Navigation
16711,12991,60,Baby-seat
16712,12992,657,Car
16713,12993,838,Car
16714,12996,784,Car
16715,12997,949,Car
16716,12998,467,Car
16717,12998,50,Navigation
16718,12998,60,Baby-seat
16719,12998,200,Insurance
16720,13004,578,Car
16721,13004,272,Car
16722,13004,739,Car
16723,13007,748,Car
16724,13008,878,Car
16725,13008,100,Extra driver
16726,13009,284,Car
16727,13009,200,Insurance
16728,13010,449,Car
16729,13010,361,Car
16730,13010,630,Car
16731,13011,495,Car
16732,13011,741,Car
16733,13011,712,Car
16734,13013,243,Car
16735,13013,242,Car
16736,13017,799,Car
16737,13018,372,Car
16738,13018,918,Car
16739,13020,931,Car
16740,13021,336,Car
16741,13023,851,Car
16742,13023,647,Car
16743,13027,663,Car
16744,13027,814,Car
16745,13027,100,Extra driver
16746,13028,408,Car
16747,13028,371,Car
16748,13028,964,Car
16749,13028,50,Navigation
16750,13032,761,Car
16751,13035,932,Car
16752,13035,955,Car
16753,13036,377,Car
16754,13036,644,Car
16755,13036,203,Car
16756,13038,799,Car
16757,13038,100,Extra driver
16758,13038,772,Car
16759,13038,969,Car
16760,13039,451,Car
16761,13041,651,Car
16762,13041,100,Extra driver
16763,13042,669,Car
16764,13043,100,Car
16765,13043,137,Car
16766,13043,137,Car
16767,13044,157,Car
16768,13049,302,Car
16769,13049,100,Extra driver
16770,13050,385,Car
16771,13053,928,Car
16772,13053,200,Insurance
16773,13054,594,Car
16774,13054,920,Car
16775,13054,327,Car
16776,13054,359,Car
16777,13054,721,Car
16778,13057,395,Car
16779,13057,245,Car
16780,13058,282,Car
16781,13058,247,Car
16782,13058,560,Car
16783,13059,445,Car
16784,13060,979,Car
16785,13060,200,Insurance
16786,13060,377,Car
16787,13060,914,Car
16788,13060,217,Car
16789,13060,50,Navigation
16790,13065,453,Car
16791,13065,60,Baby-seat
16792,13065,511,Car
16793,13065,50,Navigation
16794,13066,950,Car
16795,13067,393,Car
16796,13067,200,Insurance
16797,13067,839,Car
16798,13070,437,Car
16799,13072,836,Car
16800,13072,256,Car
16801,13072,585,Car
16802,13074,398,Car
16803,13077,251,Car
16804,13077,347,Car
16805,13077,100,Extra driver
16806,13077,424,Car
16807,13077,100,Extra driver
16808,13077,750,Car
16809,13077,657,Car
16810,13077,361,Car
16811,13078,824,Car
16812,13078,200,Insurance
16813,13078,100,Extra driver
16814,13078,576,Car
16815,13078,804,Car
16816,13081,320,Car
16817,13081,50,Navigation
16818,13082,381,Car
16819,13082,593,Car
16820,13083,115,Car
16821,13083,50,Navigation
16822,13083,109,Car
16823,13083,50,Navigation
16824,13086,423,Car
16825,13086,412,Car
16826,13086,987,Car
16827,13086,512,Car
16828,13086,60,Baby-seat
16829,13087,652,Car
16830,13090,429,Car
16831,13090,50,Navigation
16832,13091,568,Car
16833,13091,60,Baby-seat
16834,13092,645,Car
16835,13093,683,Car
16836,13093,200,Insurance
16837,13094,215,Car
16838,13094,358,Car
16839,13094,100,Extra driver
16840,13095,715,Car
16841,13095,678,Car
16842,13095,373,Car
16843,13099,467,Car
16844,13099,246,Car
16845,13099,346,Car
16846,13099,939,Car
16847,13099,200,Insurance
16848,13100,202,Car
16849,13101,264,Car
16850,13101,60,Baby-seat
16851,13102,947,Car
16852,13103,54,Car
16853,13103,60,Baby-seat
16854,13103,137,Car
16855,13104,370,Car
16856,13104,405,Car
16857,13104,200,Insurance
16858,13104,233,Car
16859,13105,607,Car
16860,13105,319,Car
16861,13109,124,Car
16862,13109,50,Navigation
16863,13109,50,Navigation
16864,13110,184,Car
16865,13110,60,Baby-seat
16866,13110,60,Baby-seat
16867,13110,141,Car
16868,13110,50,Navigation
16869,13110,71,Car
16870,13113,643,Car
16871,13113,504,Car
16872,13113,408,Car
16873,13113,962,Car
16874,13113,908,Car
16875,13113,200,Insurance
16876,13113,981,Car
16877,13113,200,Insurance
16878,13115,92,Car
16879,13115,164,Car
16880,13115,174,Car
16881,13115,90,Car
16882,13119,315,Car
16883,13119,571,Car
16884,13120,706,Car
16885,13120,100,Extra driver
16886,13121,171,Car
16887,13122,208,Car
16888,13122,975,Car
16889,13123,122,Car
16890,13125,350,Car
16891,13125,825,Car
16892,13125,489,Car
16893,13125,524,Car
16894,13127,780,Car
16895,13129,869,Car
16896,13129,100,Extra driver
16897,13129,481,Car
16898,13130,85,Car
16899,13130,191,Car
16900,13130,147,Car
16901,13130,60,Baby-seat
16902,13131,452,Car
16903,13131,100,Extra driver
16904,13133,968,Car
16905,13135,914,Car
16906,13137,165,Car
16907,13141,446,Car
16908,13146,174,Car
16909,13153,385,Car
16910,13153,956,Car
16911,13153,100,Extra driver
16912,13154,645,Car
16913,13154,363,Car
16914,13154,50,Navigation
16915,13156,848,Car
16916,13157,199,Car
16917,13161,643,Car
16918,13161,60,Baby-seat
16919,13161,669,Car
16920,13161,200,Insurance
16921,13162,599,Car
16922,13162,200,Car
16923,13163,184,Car
16924,13163,60,Baby-seat
16925,13163,100,Extra driver
16926,13164,254,Car
16927,13164,711,Car
16928,13167,899,Car
16929,13167,100,Extra driver
16930,13170,334,Car
16931,13174,940,Car
16932,13174,886,Car
16933,13176,885,Car
16934,13177,891,Car
16935,13177,800,Car
16936,13177,630,Car
16937,13177,720,Car
16938,13177,60,Baby-seat
16939,13181,334,Car
16940,13181,50,Navigation
16941,13181,699,Car
16942,13181,548,Car
16943,13182,824,Car
16944,13182,450,Car
16945,13182,60,Baby-seat
16946,13189,586,Car
16947,13189,499,Car
16948,13189,720,Car
16949,13190,266,Car
16950,13190,200,Insurance
16951,13193,948,Car
16952,13193,60,Baby-seat
16953,13194,237,Car
16954,13195,305,Car
16955,13197,554,Car
16956,13198,893,Car
16957,13198,100,Extra driver
16958,13198,739,Car
16959,13198,60,Baby-seat
16960,13198,60,Baby-seat
16961,13199,892,Car
16962,13199,200,Insurance
16963,13199,60,Baby-seat
16964,13200,630,Car
16965,13200,50,Navigation
16966,13200,338,Car
16967,13200,50,Navigation
16968,13200,839,Car
16969,13202,520,Car
16970,13204,976,Car
16971,13209,674,Car
16972,13209,60,Baby-seat
16973,13212,269,Car
16974,13212,425,Car
16975,13212,100,Extra driver
16976,13212,661,Car
16977,13213,753,Car
16978,13213,200,Insurance
16979,13213,245,Car
16980,13214,624,Car
16981,13214,50,Navigation
16982,13214,100,Extra driver
16983,13214,383,Car
16984,13214,406,Car
16985,13215,81,Car
16986,13215,84,Car
16987,13216,910,Car
16988,13216,517,Car
16989,13216,200,Insurance
16990,13217,179,Car
16991,13218,211,Car
16992,13218,200,Insurance
16993,13218,778,Car
16994,13218,100,Extra driver
16995,13218,100,Extra driver
16996,13220,970,Car
16997,13220,725,Car
16998,13220,200,Car
16999,13220,60,Baby-seat
17000,13221,310,Car
17001,13221,200,Insurance
17002,13222,252,Car
17003,13222,100,Extra driver
17004,13223,61,Car
17005,13223,160,Car
17006,13223,55,Car
17007,13224,938,Car
17008,13224,60,Baby-seat
17009,13231,296,Car
17010,13232,352,Car
17011,13232,668,Car
17012,13232,50,Navigation
17013,13237,877,Car
17014,13237,863,Car
17015,13237,200,Insurance
17016,13238,645,Car
17017,13243,279,Car
17018,13243,200,Insurance
17019,13243,50,Navigation
17020,13243,200,Insurance
17021,13243,688,Car
17022,13243,50,Navigation
17023,13243,467,Car
17024,13243,236,Car
17025,13243,200,Insurance
17026,13243,100,Extra driver
17027,13243,989,Car
17028,13246,360,Car
17029,13247,926,Car
17030,13248,718,Car
17031,13249,388,Car
17032,13251,475,Car
17033,13251,100,Extra driver
17034,13253,536,Car
17035,13253,693,Car
17036,13253,292,Car
17037,13254,949,Car
17038,13254,432,Car
17039,13254,329,Car
17040,13255,845,Car
17041,13256,125,Car
17042,13258,835,Car
17043,13260,684,Car
17044,13263,478,Car
17045,13264,519,Car
17046,13265,956,Car
17047,13265,578,Car
17048,13265,50,Navigation
17049,13266,920,Car
17050,13270,936,Car
17051,13271,700,Car
17052,13271,696,Car
17053,13271,920,Car
17054,13271,100,Extra driver
17055,13271,60,Baby-seat
17056,13271,567,Car
17057,13271,50,Navigation
17058,13273,242,Car
17059,13273,506,Car
17060,13273,887,Car
17061,13274,652,Car
17062,13275,102,Car
17063,13275,50,Navigation
17064,13277,891,Car
17065,13277,355,Car
17066,13277,572,Car
17067,13278,560,Car
17068,13278,974,Car
17069,13278,478,Car
17070,13278,536,Car
17071,13278,100,Extra driver
17072,13284,943,Car
17073,13285,830,Car
17074,13285,100,Extra driver
17075,13292,388,Car
17076,13294,692,Car
17077,13294,50,Navigation
17078,13294,904,Car
17079,13298,68,Car
17080,13300,598,Car
17081,13300,284,Car
17082,13300,100,Extra driver
17083,13304,932,Car
17084,13305,298,Car
17085,13305,388,Car
17086,13305,60,Baby-seat
17087,13305,50,Navigation
17088,13307,357,Car
17089,13307,687,Car
17090,13307,200,Insurance
17091,13307,918,Car
17092,13309,91,Car
17093,13309,200,Insurance
17094,13310,590,Car
17095,13311,748,Car
17096,13311,100,Extra driver
17097,13311,50,Navigation
17098,13311,200,Insurance
17099,13313,435,Car
17100,13315,640,Car
17101,13315,200,Insurance
17102,13315,659,Car
17103,13318,563,Car
17104,13318,753,Car
17105,13319,791,Car
17106,13319,50,Navigation
17107,13320,1000,Car
17108,13320,200,Insurance
17109,13322,363,Car
17110,13323,82,Car
17111,13325,434,Car
17112,13325,672,Car
17113,13325,621,Car
17114,13329,120,Car
17115,13329,100,Extra driver
17116,13329,158,Car
17117,13329,60,Baby-seat
17118,13329,200,Insurance
17119,13330,545,Car
17120,13331,449,Car
17121,13331,996,Car
17122,13331,315,Car
17123,13331,60,Baby-seat
17124,13331,676,Car
17125,13332,561,Car
17126,13332,50,Navigation
17127,13332,429,Car
17128,13332,273,Car
17129,13332,50,Navigation
17130,13334,626,Car
17131,13337,328,Car
17132,13338,723,Car
17133,13338,577,Car
17134,13338,100,Extra driver
17135,13338,995,Car
17136,13338,220,Car
17137,13338,510,Car
17138,13338,963,Car
17139,13338,222,Car
17140,13338,50,Navigation
17141,13338,50,Navigation
17142,13338,623,Car
17143,13338,60,Baby-seat
17144,13338,100,Extra driver
17145,13341,455,Car
17146,13341,876,Car
17147,13344,515,Car
17148,13344,50,Navigation
17149,13345,890,Car
17150,13345,200,Insurance
17151,13347,384,Car
17152,13347,60,Baby-seat
17153,13347,947,Car
17154,13347,200,Insurance
17155,13347,60,Baby-seat
17156,13348,616,Car
17157,13349,630,Car
17158,13350,791,Car
17159,13350,731,Car
17160,13351,903,Car
17161,13353,930,Car
17162,13353,50,Navigation
17163,13353,549,Car
17164,13353,50,Navigation
17165,13354,224,Car
17166,13354,575,Car
17167,13357,298,Car
17168,13357,607,Car
17169,13362,898,Car
17170,13365,410,Car
17171,13366,923,Car
17172,13366,381,Car
17173,13367,248,Car
17174,13368,237,Car
17175,13368,509,Car
17176,13369,490,Car
17177,13369,860,Car
17178,13369,60,Baby-seat
17179,13370,519,Car
17180,13372,223,Car
17181,13372,200,Insurance
17182,13372,696,Car
17183,13372,755,Car
17184,13375,783,Car
17185,13379,510,Car
17186,13379,50,Navigation
17187,13379,348,Car
17188,13380,449,Car
17189,13380,623,Car
17190,13382,848,Car
17191,13382,60,Baby-seat
17192,13383,535,Car
17193,13384,292,Car
17194,13384,60,Baby-seat
17195,13386,499,Car
17196,13387,818,Car
17197,13387,901,Car
17198,13387,50,Navigation
17199,13392,386,Car
17200,13397,698,Car
17201,13399,247,Car
17202,13399,691,Car
17203,13399,350,Car
17204,13400,59,Car
17205,13400,200,Insurance
17206,13400,105,Car
17207,13401,186,Car
17208,13401,124,Car
17209,13401,108,Car
17210,13401,100,Extra driver
17211,13401,189,Car
17212,13404,486,Car
17213,13404,303,Car
17214,13405,510,Car
17215,13405,793,Car
17216,13405,836,Car
17217,13405,803,Car
17218,13405,988,Car
17219,13405,432,Car
17220,13405,826,Car
17221,13405,678,Car
17222,13405,766,Car
17223,13405,960,Car
17224,13405,50,Navigation
17225,13405,668,Car
17226,13405,100,Extra driver
17227,13405,517,Car
17228,13405,50,Navigation
17229,13405,450,Car
17230,13406,553,Car
17231,13409,585,Car
17232,13409,551,Car
17233,13409,100,Extra driver
17234,13409,898,Car
17235,13409,563,Car
17236,13409,50,Navigation
17237,13411,209,Car
17238,13411,50,Navigation
17239,13411,60,Baby-seat
17240,13411,880,Car
17241,13412,501,Car
17242,13417,756,Car
17243,13418,408,Car
17244,13418,309,Car
17245,13418,50,Navigation
17246,13422,227,Car
17247,13423,750,Car
17248,13423,100,Extra driver
17249,13428,73,Car
17250,13428,158,Car
17251,13429,657,Car
17252,13429,200,Insurance
17253,13429,473,Car
17254,13430,411,Car
17255,13432,388,Car
17256,13433,388,Car
17257,13433,857,Car
17258,13435,112,Car
17259,13436,74,Car
17260,13437,993,Car
17261,13439,935,Car
17262,13439,100,Extra driver
17263,13439,100,Extra driver
17264,13439,353,Car
17265,13439,703,Car
17266,13439,60,Baby-seat
17267,13442,430,Car
17268,13442,100,Extra driver
17269,13442,833,Car
17270,13442,100,Extra driver
17271,13443,856,Car
17272,13443,897,Car
17273,13443,60,Baby-seat
17274,13443,664,Car
17275,13443,100,Extra driver
17276,13444,157,Car
17277,13447,219,Car
17278,13447,471,Car
17279,13447,779,Car
17280,13447,809,Car
17281,13448,384,Car
17282,13448,843,Car
17283,13448,50,Navigation
17284,13448,50,Navigation
17285,13449,677,Car
17286,13453,354,Car
17287,13453,919,Car
17288,13453,797,Car
17289,13453,536,Car
17290,13453,428,Car
17291,13453,576,Car
17292,13453,100,Extra driver
17293,13453,910,Car
17294,13453,200,Insurance
17295,13453,505,Car
17296,13454,580,Car
17297,13454,50,Navigation
17298,13454,100,Extra driver
17299,13454,239,Car
17300,13454,60,Baby-seat
17301,13455,142,Car
17302,13457,668,Car
17303,13457,750,Car
17304,13457,200,Insurance
17305,13458,294,Car
17306,13458,50,Navigation
17307,13458,664,Car
17308,13458,246,Car
17309,13458,570,Car
17310,13458,369,Car
17311,13458,200,Insurance
17312,13458,339,Car
17313,13461,364,Car
17314,13461,278,Car
17315,13461,200,Insurance
17316,13467,83,Car
17317,13470,400,Car
17318,13470,100,Extra driver
17319,13470,729,Car
17320,13470,100,Extra driver
17321,13470,60,Baby-seat
17322,13470,719,Car
17323,13470,200,Insurance
17324,13477,297,Car
17325,13477,60,Baby-seat
17326,13477,571,Car
17327,13478,695,Car
17328,13478,378,Car
17329,13478,248,Car
17330,13479,258,Car
17331,13483,332,Car
17332,13485,926,Car
17333,13488,923,Car
17334,13488,720,Car
17335,13491,168,Car
17336,13495,902,Car
17337,13496,461,Car
17338,13496,60,Baby-seat
17339,13496,964,Car
17340,13497,911,Car
17341,13497,532,Car
17342,13499,844,Car
17343,13499,859,Car
17344,13499,229,Car
17345,13500,862,Car
17346,13500,60,Baby-seat
17347,13500,332,Car
17348,13501,609,Car
17349,13501,723,Car
17350,13501,665,Car
17351,13501,528,Car
17352,13502,322,Car
17353,13502,60,Baby-seat
17354,13502,200,Insurance
17355,13502,506,Car
17356,13502,100,Extra driver
17357,13502,500,Car
17358,13502,100,Extra driver
17359,13502,565,Car
17360,13502,50,Navigation
17361,13505,622,Car
17362,13505,415,Car
17363,13505,966,Car
17364,13506,346,Car
17365,13506,100,Extra driver
17366,13506,588,Car
17367,13506,50,Navigation
17368,13506,50,Navigation
17369,13506,894,Car
17370,13506,100,Extra driver
17371,13507,458,Car
17372,13508,846,Car
17373,13508,365,Car
17374,13508,959,Car
17375,13508,928,Car
17376,13509,781,Car
17377,13509,100,Extra driver
17378,13510,688,Car
17379,13511,830,Car
17380,13511,612,Car
17381,13511,50,Navigation
17382,13511,357,Car
17383,13513,476,Car
17384,13513,756,Car
17385,13513,284,Car
17386,13513,718,Car
17387,13514,162,Car
17388,13514,169,Car
17389,13514,112,Car
17390,13516,966,Car
17391,13516,50,Navigation
17392,13517,621,Car
17393,13517,100,Extra driver
17394,13518,582,Car
17395,13518,100,Extra driver
17396,13518,346,Car
17397,13519,494,Car
17398,13519,50,Navigation
17399,13519,806,Car
17400,13519,576,Car
17401,13519,926,Car
17402,13521,281,Car
17403,13528,287,Car
17404,13532,734,Car
17405,13532,529,Car
17406,13533,119,Car
17407,13533,164,Car
17408,13534,674,Car
17409,13534,741,Car
17410,13534,60,Baby-seat
17411,13534,50,Navigation
17412,13534,100,Extra driver
17413,13534,897,Car
17414,13534,60,Baby-seat
17415,13547,408,Car
17416,13547,742,Car
17417,13547,50,Navigation
17418,13547,239,Car
17419,13550,311,Car
17420,13551,601,Car
17421,13551,60,Baby-seat
17422,13551,347,Car
17423,13551,843,Car
17424,13552,697,Car
17425,13555,344,Car
17426,13555,100,Extra driver
17427,13555,616,Car
17428,13555,100,Extra driver
17429,13557,526,Car
17430,13557,50,Navigation
17431,13558,987,Car
17432,13558,234,Car
17433,13558,456,Car
17434,13558,50,Navigation
17435,13559,225,Car
17436,13559,200,Insurance
17437,13560,607,Car
17438,13561,248,Car
17439,13564,408,Car
17440,13566,508,Car
17441,13566,996,Car
17442,13566,735,Car
17443,13566,100,Extra driver
17444,13566,200,Insurance
17445,13569,756,Car
17446,13571,955,Car
17447,13572,874,Car
17448,13574,305,Car
17449,13576,285,Car
17450,13583,414,Car
17451,13583,200,Insurance
17452,13583,704,Car
17453,13584,824,Car
17454,13587,502,Car
17455,13587,100,Extra driver
17456,13589,258,Car
17457,13591,725,Car
17458,13592,420,Car
17459,13593,899,Car
17460,13593,200,Insurance
17461,13597,222,Car
17462,13597,845,Car
17463,13597,200,Insurance
17464,13601,291,Car
17465,13601,460,Car
17466,13601,50,Navigation
17467,13601,856,Car
17468,13601,328,Car
17469,13602,208,Car
17470,13602,200,Insurance
17471,13603,91,Car
17472,13603,145,Car
17473,13603,50,Navigation
17474,13603,87,Car
17475,13603,135,Car
17476,13604,675,Car
17477,13604,643,Car
17478,13604,50,Navigation
17479,13604,50,Navigation
17480,13604,635,Car
17481,13604,50,Navigation
17482,13604,559,Car
17483,13604,100,Extra driver
17484,13604,527,Car
17485,13609,713,Car
17486,13610,585,Car
17487,13610,312,Car
17488,13610,50,Navigation
17489,13610,327,Car
17490,13615,241,Car
17491,13615,60,Baby-seat
17492,13617,922,Car
17493,13617,650,Car
17494,13617,268,Car
17495,13617,231,Car
17496,13618,74,Car
17497,13618,190,Car
17498,13618,167,Car
17499,13618,179,Car
17500,13618,100,Extra driver
17501,13618,165,Car
17502,13618,200,Insurance
17503,13618,70,Car
17504,13619,893,Car
17505,13621,279,Car
17506,13623,643,Car
17507,13623,50,Navigation
17508,13623,100,Extra driver
17509,13623,790,Car
17510,13623,662,Car
17511,13623,210,Car
17512,13624,306,Car
17513,13624,728,Car
17514,13624,200,Insurance
17515,13624,693,Car
17516,13625,103,Car
17517,13628,491,Car
17518,13628,708,Car
17519,13628,894,Car
17520,13628,600,Car
17521,13629,132,Car
17522,13629,124,Car
17523,13630,421,Car
17524,13630,60,Baby-seat
17525,13631,811,Car
17526,13631,200,Insurance
17527,13634,673,Car
17528,13634,855,Car
17529,13634,200,Insurance
17530,13634,608,Car
17531,13635,84,Car
17532,13637,385,Car
17533,13637,681,Car
17534,13637,934,Car
17535,13637,200,Insurance
17536,13637,662,Car
17537,13637,50,Navigation
17538,13638,552,Car
17539,13638,200,Insurance
17540,13641,960,Car
17541,13641,100,Extra driver
17542,13641,586,Car
17543,13641,60,Baby-seat
17544,13641,100,Extra driver
17545,13641,361,Car
17546,13643,322,Car
17547,13643,60,Baby-seat
17548,13643,702,Car
17549,13644,579,Car
17550,13645,90,Car
17551,13645,200,Insurance
17552,13646,199,Car
17553,13648,413,Car
17554,13648,879,Car
17555,13648,100,Extra driver
17556,13652,750,Car
17557,13655,430,Car
17558,13656,679,Car
17559,13656,200,Insurance
17560,13656,60,Baby-seat
17561,13656,221,Car
17562,13656,60,Baby-seat
17563,13657,598,Car
17564,13658,472,Car
17565,13659,375,Car
17566,13662,843,Car
17567,13663,817,Car
17568,13663,404,Car
17569,13663,964,Car
17570,13666,933,Car
17571,13666,616,Car
17572,13666,50,Navigation
17573,13667,339,Car
17574,13669,260,Car
17575,13669,50,Navigation
17576,13669,200,Insurance
17577,13669,100,Extra driver
17578,13669,260,Car
17579,13669,200,Insurance
17580,13669,548,Car
17581,13670,904,Car
17582,13670,524,Car
17583,13670,305,Car
17584,13670,200,Insurance
17585,13671,293,Car
17586,13677,841,Car
17587,13677,100,Extra driver
17588,13677,200,Insurance
17589,13677,100,Extra driver
17590,13678,420,Car
17591,13678,333,Car
17592,13678,100,Extra driver
17593,13680,520,Car
17594,13684,866,Car
17595,13684,50,Navigation
17596,13684,835,Car
17597,13684,60,Baby-seat
17598,13684,200,Insurance
17599,13684,200,Insurance
17600,13685,612,Car
17601,13685,898,Car
17602,13686,60,Car
17603,13686,60,Baby-seat
17604,13686,60,Baby-seat
17605,13690,461,Car
17606,13690,60,Baby-seat
17607,13690,200,Insurance
17608,13690,675,Car
17609,13690,552,Car
17610,13692,253,Car
17611,13692,100,Extra driver
17612,13692,834,Car
17613,13692,501,Car
17614,13692,568,Car
17615,13692,833,Car
17616,13694,916,Car
17617,13694,451,Car
17618,13694,100,Extra driver
17619,13694,678,Car
17620,13694,60,Baby-seat
17621,13694,661,Car
17622,13697,307,Car
17623,13697,60,Baby-seat
17624,13698,583,Car
17625,13698,50,Navigation
17626,13698,941,Car
17627,13701,953,Car
17628,13701,100,Extra driver
17629,13701,200,Insurance
17630,13701,453,Car
17631,13702,276,Car
17632,13702,969,Car
17633,13702,100,Extra driver
17634,13704,198,Car
17635,13708,727,Car
17636,13708,377,Car
17637,13710,601,Car
17638,13711,95,Car
17639,13711,82,Car
17640,13712,559,Car
17641,13712,642,Car
17642,13712,100,Extra driver
17643,13712,200,Insurance
17644,13712,60,Baby-seat
17645,13713,491,Car
17646,13713,200,Insurance
17647,13713,50,Navigation
17648,13714,199,Car
17649,13714,200,Insurance
17650,13715,189,Car
17651,13715,136,Car
17652,13717,796,Car
17653,13717,50,Navigation
17654,13717,311,Car
17655,13718,159,Car
